dep_gene,paralog_gene,mean_identical_score,delta_z,direction
UBE2H,UBE2G2,20.74515,0.009248677504589208,g2_to_g1
UBE2N,UBE2G2,29.70295,0.10478232042246069,g2_to_g1
BCL2L1,BCL2L2,45.4713,0.04011550309055915,g1_to_g2
BCL2L1,BAK1,20.32015,-0.0622137612685597,g1_to_g2
BCL2L1,BOK,20.26985,-0.02213472501697162,g1_to_g2
MOK,MAPK1,25.0474,-0.0995887850496309,g2_to_g1
UPF3A,UPF3B,44.42365,-0.2366752946194118,g1_to_g2
UBE2L3,UBE2D1,40.5535,-0.0380483555164224,g2_to_g1
UBE2D3,UBE2D1,87.7551,-0.2220652202632314,g2_to_g1
PPP2R1A,PPP4R1,21.5908,-0.14647792840125756,g2_to_g1
RCL1,RTCA,27.33665,-0.07533603679711143,g1_to_g2
FKBP9,FKBP1A,25.33139,-0.18395339799328492,g2_to_g1
HSPH1,HSPA5,26.54135,-0.6238146827442016,g1_to_g2
HSPA5,HSPH1,26.54135,-0.3921654613312477,g2_to_g1
HSPH1,HSPA4L,58.46345,0.14241668503919544,g1_to_g2
HSPH1,HSPA9,22.689,-0.10913141167794282,g1_to_g2
HSPA9,HSPH1,22.689,-0.43929339364135206,g2_to_g1
HSPH1,HSPA14,21.75445,-0.3088576316699171,g1_to_g2
HSPA14,HSPH1,21.75445,-0.059271814077734374,g2_to_g1
HSPH1,HSPA1B,28.2096,-0.14579898088346593,g1_to_g2
HSPH1,HSPA1A,28.2096,0.29244098438469407,g1_to_g2
HSPH1,HYOU1,25.4564,-0.21570480508873097,g1_to_g2
HYOU1,HSPH1,25.4564,-0.3582768233116859,g2_to_g1
HSPH1,HSPA4,64.0826,-0.04806471771399419,g1_to_g2
HSPH1,HSPA8,28.89865,-0.24084686152368354,g1_to_g2
HSPA8,HSPH1,28.89865,0.4215586988631493,g2_to_g1
SLC16A5,SLC16A2,20.32805,-0.18718839536461299,g2_to_g1
MOK,MAPK8,22.4606,0.15426467642836753,g1_to_g2
MOK,MAPK3,24.12075,-0.09349200260341883,g1_to_g2
MOK,MAPK12,25.046,-0.07746182687025374,g1_to_g2
MOK,MAPK14,22.98165,0.0872648907950721,g1_to_g2
MOK,MAPK9,23.0139,0.1310478232456192,g1_to_g2
DMRTA2,DMRTA1,37.14275,0.042596645342508475,g2_to_g1
ZDHHC7,ZDHHC20,23.6466,-0.016406083569670906,g2_to_g1
HDAC3,HDAC8,37.1678,-0.050722293586183624,g2_to_g1
MBNL1,MBNL2,65.72685,0.15083294278100276,g2_to_g1
KIF4A,KIF5B,21.6463,0.025156641328850617,g2_to_g1
KIF11,KIF5B,21.93855,0.006190749766448369,g2_to_g1
PSMC1,PSMC4,46.6507,2.627811633530431,g1_to_g2
PSMC4,PSMC1,46.6507,0.6317260000434683,g2_to_g1
PSMC1,PSMC2,40.55245,0.31317529294801016,g1_to_g2
PSMC2,PSMC1,40.55245,1.3998096916404532,g2_to_g1
PSMC1,PSMC3,42.77595,0.3970932961146061,g1_to_g2
PSMC3,PSMC1,42.77595,0.8814283940521048,g2_to_g1
PSMC1,PSMC6,40.68475,1.0120940442940292,g1_to_g2
PSMC6,PSMC1,40.68475,0.803269121381359,g2_to_g1
PSMC1,PSMC5,44.04275,1.5722646395735165,g1_to_g2
PSMC5,PSMC1,44.04275,0.9481829139915274,g2_to_g1
E2F6,E2F1,29.5276,0.10014118877092397,g2_to_g1
CHMP4B,CHMP4C,64.35755,0.08076068455747401,g1_to_g2
CHMP4B,CHMP4A,62.78155,0.5592377318864097,g1_to_g2
CHMP4B,CHMP7,20.68255,0.34766836538373563,g1_to_g2
CHMP7,CHMP4B,20.68255,0.05235453093079671,g2_to_g1
CHMP4B,CHMP5,30.70365,0.9281642189688193,g1_to_g2
CHMP5,CHMP4B,30.70365,-0.030514510780295285,g2_to_g1
NMT1,NMT2,74.6482,0.13111300607012638,g2_to_g1
CBX1,CBX6,21.5396,0.16281352787493514,g2_to_g1
CCAR1,CCAR2,32.029,0.0562598825562208,g1_to_g2
CUL3,CUL4A,39.949,-0.07755402874765703,g2_to_g1
CUL2,CUL4A,28.3269,0.015911305056831155,g2_to_g1
CUL1,CUL4A,31.01355,-0.1112864429932625,g2_to_g1
LURAP1,LURAP1L,29.99525,0.054295499072087784,g2_to_g1
CCNK,CCNT2,20.2657,-0.019214951838456236,g1_to_g2
NFS1,SCLY,31.7129,0.1352769822947896,g1_to_g2
CTBP2,GRHPR,22.77265,-0.20793421712498036,g2_to_g1
DHX15,DHX30,20.84905,-0.0554348304715509,g1_to_g2
DHX30,DHX15,20.84905,0.05612920802400018,g2_to_g1
DHX15,DHX40,34.81935,0.16477946702999852,g1_to_g2
DHX15,DHX37,27.48205,-0.03904541496975491,g1_to_g2
DHX37,DHX15,27.48205,-0.3374252559585819,g2_to_g1
DHX15,DHX33,36.47675,-0.16089255352988122,g1_to_g2
DHX33,DHX15,36.47675,-0.35573306101992225,g2_to_g1
DHX15,DHX57,24.34615,0.07652174066438769,g1_to_g2
DHX15,DHX8,39.2654,-0.016445578756079507,g1_to_g2
DHX8,DHX15,39.2654,0.19954248350427056,g2_to_g1
DHX15,DHX9,20.14585,-0.4816898626051485,g1_to_g2
DHX9,DHX15,20.14585,-0.05042524803116416,g2_to_g1
DHX15,DHX29,23.85985,-0.49500513864376655,g1_to_g2
DHX29,DHX15,23.85985,0.21028155666158105,g2_to_g1
DHX15,DHX16,41.2637,-0.01781524920974894,g1_to_g2
DHX16,DHX15,41.2637,0.15768552404210473,g2_to_g1
DHX15,YTHDC2,22.2138,-0.10248514745841161,g1_to_g2
DHX15,DHX32,33.58845,-0.22668632558376814,g1_to_g2
DHX15,DHX38,34.3058,-0.04106759475723196,g1_to_g2
DHX15,DHX36,24.7492,0.15713722984163234,g1_to_g2
DHX36,DHX15,24.7492,-0.035055951957250586,g2_to_g1
SOD1,CCS,37.5296,0.36477430212633827,g1_to_g2
TFAM,HMGB1,21.7905,0.14020312670248902,g1_to_g2
HMGB1,TFAM,21.7905,0.06468916974061778,g2_to_g1
TFAM,HMGB2,20.3544,0.06715599869595071,g1_to_g2
TFAM,HMGB3,21.30285,0.07176331994123757,g1_to_g2
HMGB3,TFAM,21.30285,-0.1507346936405296,g2_to_g1
RBM39,RBM23,57.47285,0.2291672259716926,g1_to_g2
KAT5,KAT6B,23.601705,0.12133646515279767,g2_to_g1
KAT8,KAT6B,25.32508,-0.17215686532587055,g2_to_g1
KAT7,KAT6B,25.3227,0.1682586273279762,g2_to_g1
POGLUT3,POGLUT2,52.1321,-0.029918580587568265,g2_to_g1
CPNE1,CPNE2,56.78005,-0.0032369023811322853,g1_to_g2
CPNE1,CPNE7,50.4295,-0.010709844954096926,g1_to_g2
CPNE7,CPNE1,50.4295,-0.11428977834360782,g2_to_g1
CPNE1,CPNE3,65.3631,0.09280413610036843,g1_to_g2
FUNDC2,FUNDC1,51.08035,0.11621826330900568,g2_to_g1
EPB41L2,EPB41L3,43.2787,0.2934156629359887,g2_to_g1
OSBP,OSBPL3,27.57035,-0.3227678961156366,g2_to_g1
DESI1,DESI2,26.65685,0.14620430463960823,g1_to_g2
OXA1L,COX18,20.64215,-0.13590370672575844,g1_to_g2
FBXW7,BTRC,22.69815,0.06365657677121747,g2_to_g1
UBE2I,UBE2C,29.1935,-0.4985044914691781,g2_to_g1
UBE2H,UBE2C,24.86495,-0.2164471316545342,g2_to_g1
UBE2N,UBE2C,35.28005,-0.06425238581589209,g2_to_g1
CSE1L,IPO8,21.3378,-0.31137949768274736,g1_to_g2
CSE1L,IPO7,21.12855,-0.24609904355053844,g1_to_g2
IPO7,CSE1L,21.12855,-0.49487899686791936,g2_to_g1
NDOR1,MTRR,27.5032,-0.25728251096040294,g2_to_g1
LRP5,LRP6,70.0124,-0.0835701127590325,g2_to_g1
POLL,POLB,27.6366,0.044525343843270095,g1_to_g2
ZFR,ILF3,20.2424,0.07347278629671425,g1_to_g2
ILF3,ZFR,20.2424,0.7332531814698506,g2_to_g1
TNRC6A,TNRC6B,35.77255,0.0014279921104809125,g1_to_g2
KLF7,KLF12,27.25445,0.5987216595314049,g2_to_g1
CLOCK,NPAS2,48.75095,0.26089997676201915,g1_to_g2
UCHL5,UCHL3,24.039,-0.028682216931170283,g2_to_g1
EPB41L2,EPB41L1,41.64345,-0.06702214447029221,g2_to_g1
PSMB5,PSMB6,27.95235,0.9216943394303179,g1_to_g2
PSMB6,PSMB5,27.95235,0.9833966269023502,g2_to_g1
PSMB5,PSMA2,20.18945,0.5579058564447154,g1_to_g2
PSMA2,PSMB5,20.18945,0.9088050498492801,g2_to_g1
PSMB5,PSMB8,58.6612,-0.4716821631721149,g1_to_g2
PSMB5,PSMB9,26.36075,-0.15194412719541175,g1_to_g2
PSMB5,PSMB10,22.7691,-0.33633253330526014,g1_to_g2
PSMB5,PSMB7,22.2372,1.4854876072013912,g1_to_g2
PSMB7,PSMB5,22.2372,0.9195192231662357,g2_to_g1
PSMB5,PSMB1,21.86705,0.6763462873462301,g1_to_g2
PSMB1,PSMB5,21.86705,0.9645847453601444,g2_to_g1
TXNL4A,TXNL4B,35.7595,0.001139417573666343,g1_to_g2
TXNL4B,TXNL4A,35.7595,-0.020325319065103452,g2_to_g1
LONP1,LONP2,32.58195,0.028871896988577925,g2_to_g1
ADNP2,ADNP,22.93265,-0.3125690481118419,g1_to_g2
CRKL,CRK,61.28515,0.1677335527832978,g2_to_g1
WBP1L,WBP1,31.7142,-0.05796675860520526,g1_to_g2
WBP1,WBP1L,31.7142,-0.19205633248034595,g2_to_g1
CCT6A,CCT8,25.4002,-0.5749646635506697,g1_to_g2
CCT8,CCT6A,25.4002,-0.9301731536442486,g2_to_g1
CCT6A,CCT3,26.3985,-0.5117615510261833,g1_to_g2
CCT3,CCT6A,26.3985,-0.5412736485058514,g2_to_g1
CCT6A,CCT5,30.2265,-0.8911757631988552,g1_to_g2
CCT5,CCT6A,30.2265,-0.7451595017964092,g2_to_g1
CCT6A,TCP1,27.42945,-0.4356789756646881,g1_to_g2
TCP1,CCT6A,27.42945,-0.14043542242591053,g2_to_g1
CCT6A,CCT2,25.89155,-0.618655154328847,g1_to_g2
CCT2,CCT6A,25.89155,-0.6704875180775371,g2_to_g1
CCT6A,HSPD1,20.86355,-1.0527843628898084,g1_to_g2
HSPD1,CCT6A,20.86355,-0.40058353043143424,g2_to_g1
CCT6A,CCT4,27.6651,-0.5095635169382708,g1_to_g2
CCT4,CCT6A,27.6651,-0.7688682029301372,g2_to_g1
CCT6A,CCT7,27.56395,-0.5032916044207433,g1_to_g2
CCT7,CCT6A,27.56395,-0.7749873945767132,g2_to_g1
SCD,SCD5,55.83185,-0.049266250037404605,g2_to_g1
KLF7,KLF3,26.0812,-0.10646208081180493,g2_to_g1
EPS8L1,EPS8,38.34515,0.11875471995176318,g2_to_g1
PIK3C3,PIK3CB,22.991,-0.05606537206420818,g1_to_g2
PIK3C3,PIK3CA,21.35955,0.07120283778528504,g1_to_g2
DLD,TXNRD2,28.4668,-0.020741551184507375,g2_to_g1
ZMYM4,ZMYM3,33.2285,0.10824162067952924,g2_to_g1
ATP11B,ATP10D,30.1646,0.18789671931344157,g2_to_g1
ING3,ING1,26.2969,0.12676994900953453,g2_to_g1
AURKA,AURKB,56.57785,-0.5168970247768672,g1_to_g2
AURKB,AURKA,56.57785,-0.6382883282790247,g2_to_g1
CCT8,CCT3,27.08165,-0.4154807378090202,g1_to_g2
CCT3,CCT8,27.08165,-0.531577071711833,g2_to_g1
CCT8,CCT5,28.83495,-1.191169159004214,g1_to_g2
CCT5,CCT8,28.83495,-0.47466950731020635,g2_to_g1
CCT8,TCP1,28.0812,-0.7135785687795411,g1_to_g2
TCP1,CCT8,28.0812,0.04932383207935625,g2_to_g1
CCT8,CCT2,25.67315,-0.9362474771552325,g1_to_g2
CCT2,CCT8,25.67315,-0.5407573791001387,g2_to_g1
CCT8,CCT4,26.86475,-0.5878613108034747,g1_to_g2
CCT4,CCT8,26.86475,-0.26404204087000555,g2_to_g1
CCT8,CCT7,25.8484,-0.6910051082583287,g1_to_g2
CCT7,CCT8,25.8484,-0.13569810108881658,g2_to_g1
SLC9B1,SLC9B2,53.82585,-0.0009834595812627904,g2_to_g1
MEIS3,PBX3,21.8716,-0.17999014848968586,g2_to_g1
EIF2B2,EIF2B1,23.5916,-0.16037671505921305,g1_to_g2
EIF2B1,EIF2B2,23.5916,-0.04519432281197694,g2_to_g1
EIF2B2,EIF2B4,22.61495,-0.05548747702828573,g1_to_g2
EIF2B4,EIF2B2,22.61495,-0.36002892871441033,g2_to_g1
RPS27A,UBL4A,21.7255,-0.25452765931130183,g2_to_g1
UBA52,UBL4A,23.40015,-0.09174992252827416,g2_to_g1
NEDD8,UBL4A,21.5224,-0.2923186730289532,g2_to_g1
TMED10,TMED4,32.74595,-0.04008919557269949,g1_to_g2
TMED10,TMED7,20.77015,0.2936570661285749,g1_to_g2
TMED10,TMED9,33.08075,1.0300400862618027,g1_to_g2
CNIH4,CNIH1,36.05365,0.26024724674912597,g2_to_g1
HMGB1,HMGB2,78.78935,-0.17071187167211274,g1_to_g2
HMGB1,HMGB3,72.8663,-0.0886214095633477,g1_to_g2
HMGB3,HMGB1,72.8663,-0.5430399319193944,g2_to_g1
SAMD4B,SAMD4A,62.90765,0.08310694841023247,g2_to_g1
MOCS3,UBA5,24.64055,-0.1619025797314512,g1_to_g2
NAA20,NAA10,28.1389,0.15504957115246307,g1_to_g2
NAA10,NAA20,28.1389,0.06677868186961859,g2_to_g1
AFG3L2,SPG7,39.5729,-0.033364088588859885,g1_to_g2
SPG7,AFG3L2,39.5729,-0.03230142580522135,g2_to_g1
AFG3L2,YME1L1,31.28595,-0.0495637537795119,g1_to_g2
CRNKL1,XAB2,21.3953,0.8058176806044335,g1_to_g2
XAB2,CRNKL1,21.3953,0.018172545268848456,g2_to_g1
PRMT1,PRMT2,27.7771,0.4174396656878973,g2_to_g1
TSSK3,MELK,25.5471,0.17685500998855927,g2_to_g1
MCM5,MCM6,27.3525,-0.5247847582285221,g1_to_g2
MCM6,MCM5,27.3525,-0.4409641195930397,g2_to_g1
MCM5,MCM2,28.2654,-0.42944424519558266,g1_to_g2
MCM2,MCM5,28.2654,-0.47827737228049394,g2_to_g1
MCM5,MCM3,29.77025,-0.6169819302247981,g1_to_g2
MCM3,MCM5,29.77025,-0.5244272221721565,g2_to_g1
MCM5,MCM7,28.35815,-0.758120364163859,g1_to_g2
MCM7,MCM5,28.35815,-0.2034451086915886,g2_to_g1
MCM5,MCM8,25.4011,-0.39095651479583465,g1_to_g2
MCM5,MCM4,27.85865,-0.6009040618028778,g1_to_g2
MCM4,MCM5,27.85865,-0.3812020589507973,g2_to_g1
HUWE1,NEDD4L,22.8276,0.9624154963198704,g2_to_g1
COPS4,PSMD12,20.48655,-0.4558384451794644,g1_to_g2
PSMD12,COPS4,20.48655,0.29014337038925775,g2_to_g1
SLC16A5,SLC16A7,28.70935,-0.09643058951803071,g2_to_g1
EHMT2,EHMT1,46.54855,-0.22340726971026295,g2_to_g1
PPP1R12A,PPP1R12C,39.3688,0.06689289550547703,g1_to_g2
GFOD2,GFOD1,62.19615,0.01124409434090082,g2_to_g1
PEX1,VCP,23.5344,0.14739670898639956,g1_to_g2
VCP,PEX1,23.5344,-0.09728040372115523,g2_to_g1
PEX1,NVL,22.30055,0.13857562366801385,g1_to_g2
NVL,PEX1,22.30055,-0.015164893708200768,g2_to_g1
PEX1,PEX6,20.87805,0.13799969291475672,g1_to_g2
MON1A,MON1B,43.378,-0.0018813859644489228,g2_to_g1
BUB3,RAE1,33.1555,-0.07770148634579248,g1_to_g2
RAE1,BUB3,33.1555,-0.5824534830623843,g2_to_g1
MTG2,GTPBP10,34.3198,-0.10591583289317966,g1_to_g2
PPA2,PPA1,58.08795,0.06464403666770802,g1_to_g2
PPA1,PPA2,58.08795,-0.07476126621119104,g2_to_g1
CNN2,TAGLN2,35.93695,0.06926770177904892,g1_to_g2
CNN2,CNN3,63.3852,-0.05359485115354451,g1_to_g2
CNN2,TAGLN,32.02435,-0.06430387577991216,g1_to_g2
CCNB1,CCNO,21.9581,-0.09719090745605241,g2_to_g1
KIF14,KIF13A,20.37225,0.09660630186218232,g2_to_g1
UBA1,UBA6,40.9482,0.03669855713490576,g2_to_g1
SLC2A8,SLC2A1,26.63175,0.040033848566683725,g1_to_g2
SLC2A8,SLC2A3,28.3767,0.44914818561564274,g1_to_g2
SLC2A8,SLC2A11,23.1675,0.2919359075317446,g1_to_g2
PPIL2,PPIL3,33.35045,-0.04611724886826078,g1_to_g2
PPIL2,PPIL1,31.7887,-0.05929093627380028,g1_to_g2
PPIL1,PPIL2,31.7887,-0.022897493271515346,g2_to_g1
PPIL2,PPIC,22.5762,0.31140098113369624,g1_to_g2
PPIL2,PPIF,24.6521,-0.18624089469040672,g1_to_g2
PPIL2,PPWD1,23.7768,0.056801445999232016,g1_to_g2
PPWD1,PPIL2,23.7768,-0.23337001743762253,g2_to_g1
PPIL2,PPIB,22.2792,0.05888155593532317,g1_to_g2
PPIL2,PPIH,26.8834,-0.2552672347618052,g1_to_g2
PPIH,PPIL2,26.8834,0.09693025407345536,g2_to_g1
PPIL2,PPIA,29.9388,-0.3822358398913191,g1_to_g2
PPIA,PPIL2,29.9388,-0.009388617417201973,g2_to_g1
LUC7L3,LUC7L,34.3201,-0.6424909485287991,g1_to_g2
LUC7L3,LUC7L2,35.7639,-0.46563608332250556,g1_to_g2
YPEL1,YPEL3,77.55715,0.0961922481136683,g1_to_g2
YPEL1,YPEL5,30.0021,-0.009335545579401347,g1_to_g2
TOR2A,TOR3A,32.1147,-0.06325734632465844,g1_to_g2
TOR2A,TOR1A,40.7466,0.021819895899030738,g1_to_g2
FTSJ3,FTSJ1,26.58695,-0.2617757320869714,g2_to_g1
CPSF6,CPSF7,49.3444,0.053792495526431595,g1_to_g2
XRCC3,RAD51,21.9001,-0.16492711619671005,g1_to_g2
XRCC3,RAD51C,25.25135,0.29978452851333154,g1_to_g2
XRCC3,RAD51D,21.3802,0.06790998876363469,g1_to_g2
RIOK1,RIOK3,30.0519,0.3261681666275343,g1_to_g2
OSBP,OSBPL6,25.639,-0.29598050802686393,g1_to_g2
OSBP,OSBPL1A,26.69935,0.16272159349216683,g1_to_g2
PRKCA,PRKCI,34.35055,0.1883440145498473,g1_to_g2
PRKCA,PKN2,28.8001,0.02904649764397898,g1_to_g2
PRKCA,PKN1,29.0662,0.15662237657721,g1_to_g2
PTPN11,PTPRA,21.70585,0.06927464520346033,g2_to_g1
PTPN1,PTPRA,20.9198,0.10467296456705438,g2_to_g1
POLR2C,POLR1C,30.02205,0.0075025182383027505,g1_to_g2
POLR1C,POLR2C,30.02205,-0.09320422114553646,g2_to_g1
ELOVL1,ELOVL5,33.60425,0.08579619833376805,g2_to_g1
PKMYT1,WEE1,23.62075,0.03289810180699883,g1_to_g2
WEE1,PKMYT1,23.62075,-0.3697890774364798,g2_to_g1
PTPN1,PTPRE,20.68715,-0.0208421597785603,g1_to_g2
PTPN1,PTPN9,20.92225,-0.1398008619632142,g1_to_g2
PTPN1,PTPN11,20.3245,-0.001375358681812381,g1_to_g2
PTPN11,PTPN1,20.3245,0.0032225705534354066,g2_to_g1
USP19,USP15,23.16745,0.02340177207504614,g2_to_g1
USP8,USP15,22.10465,-0.14120752044702664,g2_to_g1
NUTF2,NXT1,23.27615,0.1031450243621993,g2_to_g1
AP2S1,AP1S1,43.4569,0.10465823134268598,g2_to_g1
CPAMD8,CD109,25.00105,0.18215068551855018,g2_to_g1
MBD3,MBD2,58.1082,-0.07649113676385381,g2_to_g1
HCFC1,HCFC2,37.27305,0.11654957349304683,g1_to_g2
EEF1G,CLIC4,23.0913,0.28692271208229403,g1_to_g2
EEF1G,CLIC1,20.92255,-0.1574088846351235,g1_to_g2
