dep_gene,paralog_gene,mean_identical_score,delta_z,group,empirical_pval,empirical_fdr,rank,rank_pct,n_perturbations
LAMB1,LAMB2,49.88895,0.5730684727213184,Non-significant background,0.03134141245298788,0.38188612753226636,107,5.5933089388395185,2393.0
SRSF3,SRSF5,32.74305,0.5701879372567279,Non-significant background,0.023401587964897618,0.3443633675142242,108,5.645582854155776,2393.0
PDPK1,AKT3,26.0378,0.5695679605983269,Non-significant background,0.005014625992478061,0.21944724400416246,109,5.6978567694720335,2393.0
DDX24,DDX19B,20.6491,0.5691998388595844,Non-significant background,0.008357709987463435,0.23449505502159074,110,5.7501306847882905,2393.0
ALG11,ALG2,21.7382,0.5625475417580814,Non-significant background,0.025908900961136648,0.34659949327730355,111,5.8024046001045475,2393.0
PSMA1,PSMA3,25.1025,0.5599483930850581,Non-significant background,0.00459674049310489,0.20937058484070603,112,5.854678515420805,2393.0
CHMP4B,CHMP4A,62.78155,0.5592377318864097,Non-significant background,0.004178854993731718,0.1998537400752194,113,5.906952430737062,2393.0
PSMB5,PSMA2,20.18945,0.5579058564447154,Non-significant background,0.013372335979941497,0.277691512525568,114,5.9592263460533195,2393.0
ZNF84,ZNF574,23.2282,0.5513560258407288,Non-significant background,0.00961136648558295,0.23572492419128444,115,6.0115002613695765,2393.0
RAC3,RHOF,45.2619,0.5490740738755379,Non-significant background,0.027162557459256165,0.353482805575218,116,6.0637741766858335,2393.0
PSMB7,PSMB3,20.37155,0.5335173559428837,Non-significant background,0.020894274968658588,0.32234474205680547,117,6.1160480920020905,2393.0
PRELID1,PRELID3B,26.2463,0.5326756887876679,Non-significant background,0.012954450480568324,0.277691512525568,118,6.1683220073183485,2393.0
PLK1,PLK3,39.1176,0.5321463887494666,Non-significant background,0.14375261178437107,0.7565508873624927,119,6.2205959226346055,2393.0
HSPA8,HSPA1B,85.62675,0.531268313833369,Non-significant background,0.03677392394483912,0.40430181900274265,120,6.272869837950862,2393.0
HUWE1,SMURF2,22.38697,0.5295721920144457,Non-significant background,0.08984538236523193,0.6443045948693641,121,6.3251437532671195,2393.0
PAFAH1B1,DAW1,21.81895,0.5198904713096384,Non-significant background,0.05808608441287087,0.5266288127100568,122,6.3774176685833766,2393.0
CHD4,SMARCA1,21.0622,0.5167208183234414,Non-significant background,0.008775595486836606,0.23449505502159074,123,6.4296915838996345,2393.0
PSMA7,PSMA6,34.00865,0.5123874378954777,Non-significant background,0.015461763476807356,0.29137554627789,124,6.4819654992158915,2393.0
PSMA5,PSMA7,35.5901,0.5084565752347071,Non-significant background,0.015043877977434183,0.29137554627789,125,6.5342394145321485,2393.0
DDX21,EIF4A2,24.83205,0.5066877936299604,Non-significant background,0.20685332218972002,0.8365186082473317,126,6.586513329848406,2393.0
PSMA6,PSMA1,23.60195,0.498959225246038,Non-significant background,0.015461763476807356,0.29137554627789,127,6.638787245164663,2393.0
PSMA1,PSMA7,31.7299,0.4974592500527461,Non-significant background,0.015879648976180525,0.29137554627789,128,6.69106116048092,2393.0
DDX21,DDX24,20.01855,0.495864711581201,Non-significant background,0.03593815294609277,0.40204495079459335,129,6.7433350757971775,2393.0
COPB2,COPA,23.62515,0.4890903760504443,Non-significant background,0.05516088591725867,0.5048936591373964,130,6.7956089911134345,2393.0
COPA,COPB2,23.62515,0.4841839765252259,Non-significant background,0.0384454659423318,0.41551512060836576,131,6.847882906429692,2393.0
FKBP9,FKBP11,21.8709,0.4758023385827143,Non-significant background,0.045967404931048894,0.44637383570099765,132,6.9001568217459495,2393.0
UBE2D3,UBE2L6,34.6805,0.4679954832634673,Non-significant background,0.06811533639782699,0.5734933410854122,133,6.952430737062206,2393.0
LAMB1,NTN4,25.9348,0.4654808114479797,Non-significant background,0.045967404931048894,0.44637383570099765,134,7.004704652378463,2393.0
PSMB7,PSMB6,26.5003,0.4648492943405962,Non-significant background,0.05056414542415378,0.47649857239608956,135,7.0569785676947205,2393.0
KLF7,KLF9,22.59935,0.4607487670705618,Non-significant background,0.10447137484329294,0.6939365974834008,136,7.109252483010978,2393.0
PSMA6,PSMA2,33.7711,0.4605747795842874,Non-significant background,0.020476389469285417,0.3184661223962846,137,7.1615263983272355,2393.0
MOB4,MOB1B,21.3241,0.4599903395775562,Non-significant background,0.0325950689511074,0.3903025982645461,138,7.2138003136434925,2393.0
UBA52,NEDD8,45.3559,0.4566740196596723,Non-significant background,0.10321771834517342,0.6907836590753227,139,7.266074228959749,2393.0
PSMA2,PSMA3,27.4535,0.4564593815589503,Non-significant background,0.00961136648558295,0.23572492419128444,140,7.318348144276006,2393.0
SRSF3,SRSF9,32.39845,0.450812516444309,Non-significant background,0.004178854993731718,0.1998537400752194,141,7.370622059592264,2393.0
ELL,ELL2,47.7507,0.4503890828784698,Non-significant background,0.09109903886335144,0.645453560539227,142,7.422895974908521,2393.0
SLC2A8,SLC2A3,28.3767,0.4491481856156427,Non-significant background,0.07814458838278311,0.6101657043929146,143,7.475169890224779,2393.0
INO80,SMARCAD1,20.3784,0.4390130538233699,Non-significant background,0.010865022983702465,0.24743796390265257,144,7.5274438055410355,2393.0
DYNLL2,DYNLL1,93.2584,0.4374033625255554,Non-significant background,0.03426661094860008,0.3903025982645461,145,7.579717720857292,2393.0
TARDBP,PABPC1,20.3377,0.4359865627908675,Non-significant background,0.09778520685332219,0.6728888514762782,146,7.631991636173549,2393.0
OSBP,OSBPL2,28.4073,0.4346210089930817,Non-significant background,0.05265357292101964,0.48660041061792547,147,7.684265551489807,2393.0
SLC16A5,SLC16A4,22.18475,0.431253348937473,Non-significant background,0.1537818637693272,0.7721383343588529,148,7.736539466806064,2393.0
HSPA8,HSPH1,28.89865,0.4215586988631493,Non-significant background,0.04262432093606352,0.4383888491972554,149,7.7888133821223215,2393.0
PRMT1,PRMT2,27.7771,0.4174396656878973,Non-significant background,0.05265357292101964,0.48660041061792547,150,7.841087297438579,2393.0
DCUN1D5,DCUN1D1,28.68545,0.4159767427738048,Non-significant background,0.017969076473046384,0.301533713095945,151,7.893361212754835,2393.0
MEIS3,PBX1,22.4651,0.4147268992714369,Non-significant background,0.11784371082323443,0.7159317524213555,152,7.945635128071092,2393.0
POLR3B,POLR2B,38.85055,0.4119488028397497,Non-significant background,0.013790221479314668,0.277691512525568,153,7.99790904338735,2393.0
SNRPA,SNRPB2,60.72815,0.4118189898892664,Non-significant background,0.02381947346427079,0.345201914675379,154,8.050182958703607,2393.0
PSMB4,PSMB6,22.72015,0.4115162204861498,Non-significant background,0.06268282490597576,0.5500561653446405,155,8.102456874019865,2393.0
PSMC4,PSMC2,37.1443,0.4061222097666289,Non-significant background,0.015879648976180525,0.29137554627789,156,8.154730789336122,2393.0
PSMA2,PSMA5,31.16465,0.405581001192779,Non-significant background,0.028416213957375678,0.36483367315744747,157,8.207004704652379,2393.0
PSMA4,PSMA3,27.91075,0.4036072575831965,Non-significant background,0.014625992478061012,0.29137554627789,158,8.259278619968635,2393.0
PSMA2,PSMA1,29.0728,0.4007673381057639,Non-significant background,0.020058503969912243,0.31712329003671175,159,8.311552535284893,2393.0
UBA52,UBB,55.4159,0.3984928054036573,Non-significant background,0.1345591307981613,0.7529373463298963,160,8.36382645060115,2393.0
PSMC1,PSMC3,42.77595,0.3970932961146061,Non-significant background,0.004178854993731718,0.1998537400752194,161,8.416100365917407,2393.0
UBE2I,UBE2H,25.35625,0.3963487961078779,Non-significant background,0.2778938570831592,0.8882388447787528,162,8.468374281233665,2393.0
PSMA5,PSMA2,31.16465,0.3941601849340189,Non-significant background,0.024655244463017135,0.34659949327730355,163,8.520648196549923,2393.0
HIPK1,HIPK3,48.2476,0.393149631714914,Non-significant background,0.109486000835771,0.7043077142200658,164,8.572922111866179,2393.0
DHX29,YTHDC2,22.8047,0.3895397212683187,Non-significant background,0.04346009193480986,0.4390569212015182,165,8.625196027182437,2393.0
RPS16,MRPS9,24.37385,0.3886106960527566,Non-significant background,0.013790221479314668,0.277691512525568,166,8.677469942498693,2393.0
CFL1,DSTN,71.29975,0.3830108271034148,Aneuploidy vulnerability,0.3326368575010447,0.9167805915915881,167,8.72974385781495,2393.0
HNRNPDL,MSI2,33.93585,0.381723627021473,Non-significant background,0.12829084830756374,0.7459586407670804,168,8.782017773131209,2393.0
PSMB4,PSMB7,20.34445,0.3807775945270595,Non-significant background,0.06895110739657334,0.5734933410854122,169,8.834291688447465,2393.0
SYNGR3,SYNGR1,50.2202,0.3799792986116909,Non-significant background,0.1433347262849979,0.7565508873624927,170,8.88656560376372,2393.0
GPN1,GPN3,21.3725,0.3788291066056655,Non-significant background,0.0058503969912244045,0.21944724400416246,171,8.938839519079979,2393.0
BCLAF1,THRAP3,38.7335,0.3754945742660381,Non-significant background,0.004178854993731718,0.1998537400752194,172,8.991113434396237,2393.0
PSMC3,PSMC6,39.27365,0.3736424084564742,Non-significant background,0.03175929795236105,0.3845287150814347,173,9.043387349712493,2393.0
HNRNPA1,CIRBP,22.1014,0.3733446508283333,Non-significant background,0.07814458838278311,0.6101657043929146,174,9.09566126502875,2393.0
TSPYL5,TSPYL1,37.9599,0.3689331147715655,Non-significant background,0.07145842039281237,0.5817019498359578,175,9.147935180345009,2393.0
DIS3,DIS3L2,27.0636,0.3680971411401025,Non-significant background,0.01880484747179273,0.3101178725305129,176,9.200209095661265,2393.0
PSMC6,PSMC2,41.7254,0.367908211687329,Non-significant background,0.02131216046803176,0.32616130380275804,177,9.252483010977524,2393.0
RPLP1,RPLP2,40.17545,0.366030789224001,Non-significant background,0.43000417885499376,0.9320727574006978,178,9.30475692629378,2393.0
GMIP,ARHGAP29,27.81525,0.3657418098802177,Non-significant background,0.04805683242791475,0.4573767185801041,179,9.357030841610037,2393.0
SOD1,CCS,37.5296,0.3647743021263382,Non-significant background,0.0902632678646051,0.6443045948693641,180,9.409304756926296,2393.0
HNRNPU,HNRNPUL1,40.82295,0.3647368481073779,Non-significant background,0.0012536564981195152,0.13323582671681292,181,9.46157867224255,2393.0
CDC42,RHOF,42.3935,0.3646360240822944,Non-significant background,0.06895110739657334,0.5734933410854122,182,9.513852587558809,2393.0
STT3B,STT3A,57.31425,0.3646235163754542,Non-significant background,0.017969076473046384,0.301533713095945,183,9.566126502875065,2393.0
HNRNPA1,HNRNPAB,31.3512,0.3640085068636556,Non-significant background,0.005432511491851233,0.21944724400416246,184,9.618400418191325,2393.0
CNOT3,CNOT2,20.6692,0.3621788867471668,Non-significant background,0.025491015461763477,0.34659949327730355,185,9.67067433350758,2393.0
KIF11,KIF3B,23.3137,0.3590477913385257,Non-significant background,0.04513163393230255,0.4427529010897168,186,9.722948248823837,2393.0
CHMP7,CHMP4C,20.7979,0.3582188456731203,Non-significant background,0.08984538236523193,0.6443045948693641,187,9.775222164140096,2393.0
PPWD1,PPIB,24.4016,0.3578869824017882,Non-significant background,0.14751358127872963,0.7565508873624927,188,9.82749607945635,2393.0
PSMA6,PSMA3,29.15115,0.3538819038653925,Non-significant background,0.020058503969912243,0.31712329003671175,189,9.879769994772609,2393.0
PSMC4,PSMC3,38.29605,0.3522849381605808,Non-significant background,0.007521938988717091,0.2284042743716793,190,9.932043910088863,2393.0
COPZ1,COPZ2,67.155,0.3512650909900773,Non-significant background,0.2528207271207689,0.8745859873092784,191,9.984317825405125,2393.0
TSPYL5,TSPYL4,41.6371,0.3503090552057704,Non-significant background,0.10279983284580026,0.6907836590753227,192,10.03659174072138,2393.0
CHMP4B,CHMP7,20.68255,0.3476683653837356,Non-significant background,0.020476389469285417,0.3184661223962846,193,10.088865656037637,2393.0
PSMA5,PSMA1,29.0236,0.3467439530578513,Non-significant background,0.025073129962390306,0.34659949327730355,194,10.141139571353891,2393.0
SLC35A4,SLC35A3,24.3452,0.3464267796949851,Non-significant background,0.03468449644797326,0.3903025982645461,195,10.193413486670153,2393.0
POLR2A,POLR1A,22.70585,0.342472703497514,Non-significant background,0.01713330547430004,0.3006973703884035,196,10.245687401986409,2393.0
PUM1,PUM2,74.3818,0.3420663096333066,Non-significant background,0.042206435436690344,0.4364373567048034,197,10.297961317302669,2393.0
TSPYL5,TSPYL2,22.85445,0.3397878925876844,Non-significant background,0.21646468867530297,0.8501974680249087,198,10.350235232618925,2393.0
YBX3,YBX1,55.14735,0.3311013651116249,Non-significant background,0.0442958629335562,0.4390569212015182,199,10.40250914793518,2393.0
CHMP2A,CHMP1A,23.0557,0.3281015857787749,Non-significant background,0.03677392394483912,0.40430181900274265,200,10.454783063251435,2393.0
RIOK1,RIOK3,30.0519,0.3261681666275343,Non-significant background,0.30714584203928125,0.9011809751858052,201,10.507056978567697,2393.0
CSNK1A1,TTBK2,22.06162,0.3250504396732699,Non-significant background,0.08817384036773925,0.6443045948693641,202,10.559330893883953,2393.0
DNM2,DNM1,78.8937,0.3237805848759867,Non-significant background,0.037191809444212284,0.40655960838158917,203,10.611604809200209,2393.0
PLK4,PLK2,22.5416,0.3222199390543839,Non-significant background,0.2206435436690347,0.8596560061891311,204,10.663878724516469,2393.0
CCNA2,CCND3,21.23605,0.313890426287141,Non-significant background,0.010865022983702465,0.24743796390265257,205,10.716152639832725,2393.0
PSMA6,PSMA5,26.28615,0.3135585524146266,Non-significant background,0.04346009193480986,0.4390569212015182,206,10.76842655514898,2393.0
PSMC1,PSMC2,40.55245,0.3131752929480101,Non-significant background,0.028834099456748852,0.3652955778858315,207,10.820700470465235,2393.0
RAC1,RHOD,47.85715,0.3130819357376402,Non-significant background,0.17551190973673214,0.8125508868785916,208,10.872974385781497,2393.0
PPIL2,PPIC,22.5762,0.3114009811336962,Non-significant background,0.14667781027998328,0.7565508873624927,209,10.925248301097753,2393.0
