dep_gene,paralog_gene,mean_identical_score,delta_z,direction,paralog_ctrl_mean_z,paralog_ccle_log2tpm
SOX15,SRY,28.04115,-0.18686634302139282,g2_to_g1,-0.13510236144065857,
SRY,SOX14,26.29905,0.0,g1_to_g2,-0.20812487602233887,
SOX14,SRY,26.29905,0.024449892342090607,g2_to_g1,-0.13510236144065857,
SRY,SOX3,23.93275,-0.06586766242980957,g1_to_g2,0.753067672252655,
SOX3,SRY,23.93275,-0.11419655382633209,g2_to_g1,-0.13510236144065857,
SRY,SOX7,20.19405,0.2370666265487671,g1_to_g2,1.448591947555542,
SOX7,SRY,20.19405,0.8011995851993561,g2_to_g1,-0.13510236144065857,
SRY,SOX2,25.3781,0.3578299880027771,g1_to_g2,0.5631959438323975,
SOX2,SRY,25.3781,0.07516377419233322,g2_to_g1,-0.13510236144065857,
SRY,SOX18,20.26655,0.0,g1_to_g2,-0.3427705466747284,
SOX18,SRY,20.26655,-0.30984756350517273,g2_to_g1,-0.13510236144065857,
SRY,SOX17,21.22055,0.0,g1_to_g2,-0.08341740816831589,
SOX17,SRY,21.22055,0.1718456707894802,g2_to_g1,-0.13510236144065857,
SRY,SOX21,26.428,0.4520530104637146,g1_to_g2,-0.6189780235290527,
SOX21,SRY,26.428,0.3306789696216583,g2_to_g1,-0.13510236144065857,
SRY,SOX1,25.3623,0.0,g1_to_g2,-0.25777578353881836,
SOX1,SRY,25.3623,0.4438352882862091,g2_to_g1,-0.13510236144065857,
RPS4Y1,RPS4Y2,93.9164,0.0,g1_to_g2,-0.1871977150440216,
ZFY,ZNF711,58.33415,0.8621971905231476,g1_to_g2,-0.18360838294029236,
ZNF711,ZFY,58.33415,-0.7523880898952484,g2_to_g1,1.1643884181976318,
ZFY,ZFX,92.65315,0.18531465530395508,g1_to_g2,0.5738646388053894,
ZFX,ZFY,92.65315,-1.1597800515592098,g2_to_g1,1.1643884181976318,
UTY,KDM6B,27.975,0.851324737071991,g1_to_g2,-0.6320549845695496,
KDM6B,UTY,27.975,-1.778399795293808,g2_to_g1,0.3583485782146454,
UTY,KDM6A,86.22795,-1.4818033874034882,g1_to_g2,1.0606623888015747,
KDM6A,UTY,86.22795,-1.0671862661838531,g2_to_g1,0.3583485782146454,
TMSB4Y,TMSB4X,93.1818,1.7808029651641846,g1_to_g2,-1.072789192199707,
TMSB4X,TMSB4Y,93.1818,-0.06141149625182152,g2_to_g1,-0.03210640326142311,
VCY,VCY1B,100.0,0.0,g1_to_g2,-0.1380462348461151,
VCY,VCX2,83.56835,0.0,g1_to_g2,-0.12228410691022873,
VCY,VCX3B,68.77075,0.0,g1_to_g2,-0.6711980104446411,
VCY,VCX,71.34175,-1.0326152071356773,g1_to_g2,0.06594672054052353,
VCY,VCX3A,75.57635,0.0,g1_to_g2,-0.5378285646438599,
TBL1Y,TBL1X,87.02415,0.446122944355011,g1_to_g2,0.34444838762283325,
TBL1X,TBL1Y,87.02415,-2.594732403755188,g2_to_g1,1.509499430656433,
TBL1Y,TBL1XR1,85.33325,-1.2909870743751526,g1_to_g2,1.0267771482467651,
TBL1XR1,TBL1Y,85.33325,-1.6080767437815666,g2_to_g1,1.509499430656433,
NLGN4Y,CEL,24.10605,0.9496715664863586,g1_to_g2,-0.25573283433914185,
CEL,NLGN4Y,24.10605,0.3469478487968445,g2_to_g1,0.4158242344856262,
NLGN4Y,CES2,27.46275,-0.0006532073020935059,g1_to_g2,-0.44945621490478516,
CES2,NLGN4Y,27.46275,-0.9781529307365417,g2_to_g1,0.4158242344856262,
NLGN4Y,CES3,26.0852,0.20430609956383705,g1_to_g2,-0.2307235151529312,
CES3,NLGN4Y,26.0852,0.6965977549552917,g2_to_g1,0.4158242344856262,
NLGN4Y,BCHE,26.8586,-1.389942705631256,g1_to_g2,0.6890420913696289,
NLGN4Y,NLGN3,70.9062,0.3463367819786072,g1_to_g2,0.3536442518234253,
NLGN3,NLGN4Y,70.9062,-0.18481317162513733,g2_to_g1,0.4158242344856262,
NLGN4Y,CES1,28.089,0.0,g1_to_g2,-0.08922271430492401,
NLGN4Y,CES4A,27.9998,0.0,g1_to_g2,-0.5004911422729492,
NLGN4Y,ACHE,26.83595,-0.0474657267332077,g1_to_g2,0.20318862795829773,
ACHE,NLGN4Y,26.83595,-0.15295428037643433,g2_to_g1,0.4158242344856262,
NLGN4Y,NLGN2,61.87915,0.4866085648536682,g1_to_g2,0.27781081199645996,
NLGN2,NLGN4Y,61.87915,-0.3655141219496727,g2_to_g1,0.4158242344856262,
NLGN4Y,NLGN1,69.80465,-0.27767571434378624,g1_to_g2,-0.03849172964692116,
NLGN4Y,CES5A,27.15155,0.0,g1_to_g2,-0.1492915153503418,
NLGN4Y,NLGN4X,96.50325,0.21676920354366302,g1_to_g2,0.1031310111284256,
NLGN4X,NLGN4Y,96.50325,0.18528717756271362,g2_to_g1,0.4158242344856262,
VCY1B,VCX2,83.56835,0.0,g1_to_g2,-0.12228410691022873,
VCY1B,VCX3B,68.77075,0.0,g1_to_g2,-0.6711980104446411,
VCX3B,VCY1B,68.77075,0.0,g2_to_g1,-0.1380462348461151,
VCY1B,VCX,71.34175,-1.0326152071356773,g1_to_g2,0.06594672054052353,
VCY1B,VCX3A,75.57635,0.0,g1_to_g2,-0.5378285646438599,
VCX3A,VCY1B,75.57635,0.0,g2_to_g1,-0.1380462348461151,
RPS4X,RPS4Y2,91.635,0.0,g2_to_g1,-0.1871977150440216,
PCDH1,PCDH11Y,34.44735,1.4219010397791862,g2_to_g1,0.09327156096696854,
CDY1,CDYL,61.75375,-1.42961984872818,g1_to_g2,1.6844589710235596,
CDY1,CDYL2,38.3806,-0.4016975164413452,g1_to_g2,1.081714391708374,
RBMY1A1,RBMXL2,43.3879,0.0,g1_to_g2,-0.12459594756364822,
RBMY1A1,RBMXL3,23.479,0.0,g1_to_g2,-0.11783362179994583,
RBMY1A1,RBMXL1,52.44365,-0.3193795680999756,g1_to_g2,0.8644718527793884,
RBMY1A1,RBMX,54.6554,1.0712790563702583,g1_to_g2,0.09396480768918991,
RBMY1A1,RBM3,28.93015,0.1284782588481903,g1_to_g2,0.3049033582210541,
RBMY1A1,CIRBP,20.9942,1.5988250374794006,g1_to_g2,-0.5155590176582336,
TSPYL1,TSPY4,30.1017,,g2_to_g1,,
TSPYL4,TSPY4,27.16085,,g2_to_g1,,
TSPYL5,TSPY4,25.4017,,g2_to_g1,,
SET,TSPY4,24.46135,,g2_to_g1,,
SETSIP,TSPY4,23.4633,,g2_to_g1,,
TSPYL1,TSPY8,30.44295,0.0,g2_to_g1,-0.014389170333743095,
TSPYL4,TSPY8,27.46175,0.0,g2_to_g1,-0.014389170333743095,
TSPYL5,TSPY8,25.40175,0.0,g2_to_g1,-0.014389170333743095,
TSPYL2,TSPY8,20.16595,0.0,g2_to_g1,-0.014389170333743095,
SET,TSPY8,24.6847,0.0,g2_to_g1,-0.014389170333743095,
SETSIP,TSPY8,23.6835,0.0,g2_to_g1,-0.014389170333743095,
TSPYL1,TSPY3,30.44295,,g2_to_g1,,
TSPYL4,TSPY3,27.46175,,g2_to_g1,,
TSPYL5,TSPY3,25.684,,g2_to_g1,,
TSPYL2,TSPY3,20.16595,,g2_to_g1,,
SET,TSPY3,24.6847,,g2_to_g1,,
SETSIP,TSPY3,23.6835,,g2_to_g1,,
TSPYL1,TSPY10,30.44295,0.0,g2_to_g1,-0.012992171570658684,
TSPYL4,TSPY10,27.46175,0.0,g2_to_g1,-0.012992171570658684,
TSPYL5,TSPY10,25.684,0.0,g2_to_g1,-0.012992171570658684,
TSPYL2,TSPY10,20.16595,0.0,g2_to_g1,-0.012992171570658684,
SET,TSPY10,24.6847,0.0,g2_to_g1,-0.012992171570658684,
SETSIP,TSPY10,23.6835,0.0,g2_to_g1,-0.012992171570658684,
TSPYL1,TSPY2,30.1662,0.0,g2_to_g1,-0.15618140995502472,
TSPYL4,TSPY2,27.1786,0.0,g2_to_g1,-0.15618140995502472,
TSPYL5,TSPY2,25.684,0.0,g2_to_g1,-0.15618140995502472,
TSPYL2,TSPY2,20.16595,0.0,g2_to_g1,-0.15618140995502472,
SET,TSPY2,24.6847,0.0,g2_to_g1,-0.15618140995502472,
SETSIP,TSPY2,23.6835,0.0,g2_to_g1,-0.15618140995502472,
NLN,MIPEP,23.9953,-0.7822170853614807,g2_to_g1,1.1650294065475464,
THOP1,MIPEP,23.54475,-1.1791781801730394,g2_to_g1,1.1650294065475464,
KPNA3,KPNA1,45.9042,-1.0697365403175354,g1_to_g2,0.8223251104354858,
KPNA1,KPNA3,45.9042,-0.26963389478623867,g2_to_g1,0.28602078557014465,
KPNA3,KPNA5,46.9947,0.9590383917093277,g1_to_g2,-0.13877995312213898,
KPNA3,KPNA6,46.74545,-1.3148153424263,g1_to_g2,1.1961133480072021,
KPNA6,KPNA3,46.74545,0.1654376983642578,g2_to_g1,0.28602078557014465,
KPNA3,KPNA4,85.7965,-0.8360988926142454,g1_to_g2,0.8636893630027771,
KPNA4,KPNA3,85.7965,-2.386328488588333,g2_to_g1,0.28602078557014465,
KPNA3,KPNA2,50.0981,1.6508466005325317,g1_to_g2,-0.2624936103820801,
KPNA2,KPNA3,50.0981,0.13678240776062012,g2_to_g1,0.28602078557014465,
KPNA3,KPNA7,42.2382,1.2425434589385986,g1_to_g2,-0.25832313299179077,
HADH,CRYL1,21.17035,1.9280390739440918,g2_to_g1,-0.9603363871574402,
CAB39,CAB39L,80.5338,-0.6055814027786255,g2_to_g1,0.25713226199150085,
DNAJC19,DNAJC15,51.21265,0.650283932685852,g2_to_g1,-0.19055140018463135,
S1PR1,GPR12,24.69195,1.6644489765167236,g2_to_g1,-0.5521694421768188,
S1PR3,GPR12,23.68595,0.0,g2_to_g1,-0.5521694421768188,
S1PR5,GPR12,26.43155,0.0,g2_to_g1,-0.5521694421768188,
S1PR2,GPR12,23.59885,0.0,g2_to_g1,-0.5521694421768188,
LPAR3,GPR12,22.1421,0.0,g2_to_g1,-0.5521694421768188,
LPAR2,GPR12,23.7637,0.0,g2_to_g1,-0.5521694421768188,
MC1R,GPR12,26.1315,0.0,g2_to_g1,-0.5521694421768188,
GPR3,GPR12,56.32735,0.0,g2_to_g1,-0.5521694421768188,
WASF3,WASF2,49.0008,-1.0463880747556686,g1_to_g2,0.191223606467247,
WASF2,WASF3,49.0008,-0.5826637893915176,g2_to_g1,0.35586464405059814,
WASF3,WASF1,48.01795,-0.16010522842407227,g1_to_g2,0.5721825957298279,
WASF1,WASF3,48.01795,0.12497004866600037,g2_to_g1,0.35586464405059814,
TGFBI,POSTN,39.50545,0.0,g2_to_g1,-0.5535515546798706,
LHFPL2,LHFPL6,26.2807,0.011742174625396729,g2_to_g1,0.5671573281288147,
LHFPL4,LHFPL6,23.0739,-0.21776267886161804,g2_to_g1,0.5671573281288147,
ST14,TMPRSS15,20.7566,0.0,g2_to_g1,-0.442037433385849,
HPN,TMPRSS15,22.8112,0.0,g2_to_g1,-0.442037433385849,
PRSS22,TMPRSS15,20.88644,0.0,g2_to_g1,-0.442037433385849,
CXADR,GPA33,24.673,-1.6447678804397583,g1_to_g2,0.8663931488990784,
CXADR,VSIG8,30.4156,0.0,g1_to_g2,-0.13417398929595947,
CXADR,VSIG2,23.77115,0.0,g1_to_g2,-0.10547246038913727,
CXADR,IGSF11,30.35945,1.2299790382385254,g1_to_g2,-1.8157012462615967,
CXADR,ESAM,24.3976,0.0,g1_to_g2,-0.23793844878673553,
CXADR,VSIG1,21.561,0.5343706086277962,g1_to_g2,-0.10955221205949783,
CXADR,F11R,20.6863,-0.06695502996444702,g1_to_g2,0.8351176381111145,
F11R,CXADR,20.6863,-0.2630452960729599,g2_to_g1,0.42151251435279846,
CXADR,CLMP,29.0007,-1.3701674342155457,g1_to_g2,0.3805827498435974,
CLMP,CXADR,29.0007,0.39048513770103455,g2_to_g1,0.42151251435279846,
JAM3,JAM2,33.8948,-0.9495746195316315,g2_to_g1,0.6372959613800049,
F11R,JAM2,32.4959,-2.055047869682312,g2_to_g1,0.6372959613800049,
FREM2,FRAS1,27.73215,-0.019217848777770996,g1_to_g2,0.8446528315544128,
FRAS1,FREM2,27.73215,0.2817954197525978,g2_to_g1,-0.07201860100030899,
FREM2,FREM1,27.30055,-1.0641207695007324,g1_to_g2,0.4421294927597046,
FREM2,FREM3,48.0019,0.5455840528011322,g1_to_g2,0.3321586549282074,
SCAF4,SCAF8,38.3971,-1.4198529124259949,g1_to_g2,0.5929036140441895,
SCAF8,SCAF4,38.3971,-1.3452433831989765,g2_to_g1,1.3376505374908447,
TBC1D4,TBC1D1,48.36895,0.45660848915576935,g1_to_g2,-0.13967694342136383,
TBC1D1,TBC1D4,48.36895,-0.2579330503940582,g2_to_g1,0.543766438961029,
IMPA2,BPNT1,22.8445,-0.013484608381986618,g1_to_g2,-0.049819860607385635,
BPNT1,IMPA2,22.8445,-0.2585308402776718,g2_to_g1,0.3361937701702118,
IMPA2,IMPA1,52.05515,-0.503241702914238,g1_to_g2,0.29867425560951233,
IMPA1,IMPA2,52.05515,-0.004307776689529419,g2_to_g1,0.3361937701702118,
IMPA2,INPP1,20.32685,-1.4423519670963287,g1_to_g2,-0.436117023229599,
SPRY2,SPRY3,40.2133,-0.29862378537654877,g1_to_g2,0.5090515613555908,
SPRY2,SPRY4,39.44045,1.0567454397678375,g1_to_g2,-0.7193222641944885,
SPRY4,SPRY2,39.44045,0.2154483199119568,g2_to_g1,-0.4155779182910919,
SPRY2,SPRY1,51.4216,1.05532106757164,g1_to_g2,-0.3897115886211395,
SPRY1,SPRY2,51.4216,0.8011571764945984,g2_to_g1,-0.4155779182910919,
KLF5,KLF16,20.31625,-0.16165339946746826,g1_to_g2,0.41788655519485474,
KLF16,KLF5,20.31625,-1.0180549323558807,g2_to_g1,0.6979285478591919,
KLF5,KLF4,23.30345,-0.24601268768310547,g1_to_g2,0.9235066175460815,
KLF4,KLF5,23.30345,-1.989782691001892,g2_to_g1,0.6979285478591919,
KLF5,KLF8,24.12245,-0.1100611761212349,g1_to_g2,0.17559932172298431,
KLF8,KLF5,24.12245,-0.35228660702705383,g2_to_g1,0.6979285478591919,
KLF5,KLF9,21.0599,0.20196686824783683,g1_to_g2,0.005782200489193201,
KLF9,KLF5,21.0599,-1.989782691001892,g2_to_g1,0.6979285478591919,
KLF5,KLF15,20.66415,-0.6288091987371445,g1_to_g2,0.5501382946968079,
KLF15,KLF5,20.66415,-0.21855232119560242,g2_to_g1,0.6979285478591919,
KLF5,KLF1,25.24815,0.0,g1_to_g2,-0.6097089648246765,
KLF1,KLF5,25.24815,-0.27320677042007446,g2_to_g1,0.6979285478591919,
KLF5,KLF12,23.14495,0.04546433687210083,g1_to_g2,0.1829201877117157,
KLF12,KLF5,23.14495,0.07437843084335327,g2_to_g1,0.6979285478591919,
KLF5,KLF6,29.7531,-1.1209379732608795,g1_to_g2,0.26235345005989075,
KLF6,KLF5,29.7531,-1.1623429954051971,g2_to_g1,0.6979285478591919,
KLF5,KLF7,29.42205,-0.1935158669948578,g1_to_g2,0.5102711319923401,
KLF7,KLF5,29.42205,-0.5742228701710701,g2_to_g1,0.6979285478591919,
KLF5,KLF13,20.09445,-0.3371834922581911,g1_to_g2,0.3458593785762787,
KLF13,KLF5,20.09445,-1.0877252221107483,g2_to_g1,0.6979285478591919,
KLF5,KLF2,25.2757,0.0,g1_to_g2,-0.3333825469017029,
KLF2,KLF5,25.2757,0.23718810081481934,g2_to_g1,0.6979285478591919,
PRKAA1,HUNK,21.21,-0.5011797547340393,g2_to_g1,0.378591388463974,
BRSK1,HUNK,20.68145,-1.4550288617610931,g2_to_g1,0.378591388463974,
TSSK6,HUNK,24.0519,-0.3565185610204935,g2_to_g1,0.378591388463974,
MELK,HUNK,20.8503,0.13222655653953552,g2_to_g1,0.378591388463974,
PRKAA2,HUNK,20.879,-1.1772257387638092,g2_to_g1,0.378591388463974,
SIK1,HUNK,21.01995,-1.303041249513626,g2_to_g1,0.378591388463974,
TSSK3,HUNK,24.8897,0.24696865677833557,g2_to_g1,0.378591388463974,
BRSK2,HUNK,20.4185,0.32898464798927307,g2_to_g1,0.378591388463974,
RFC3,RFC4,25.59355,-1.5712677240371704,g1_to_g2,0.3467813730239868,
RFC4,RFC3,25.59355,1.8336820900440216,g2_to_g1,-0.38758888840675354,
RFC3,RFC5,25.58825,-0.18723268806934357,g1_to_g2,0.26264968514442444,
RFC3,RFC2,24.78895,0.15452969074249268,g1_to_g2,0.2869167625904083,
RFC2,RFC3,24.78895,-1.354015201330185,g2_to_g1,-0.38758888840675354,
POU4F1,POU1F1,27.3684,0.0,g1_to_g2,-0.09977085888385773,
POU1F1,POU4F1,27.3684,-1.7548708617687225,g2_to_g1,1.313524842262268,
POU4F1,POU3F2,25.07745,1.9852389693260193,g1_to_g2,-0.574184238910675,
POU3F2,POU4F1,25.07745,1.0827621221542358,g2_to_g1,1.313524842262268,
POU4F1,POU4F3,67.3497,0.0,g1_to_g2,-0.1546955406665802,
POU4F3,POU4F1,67.3497,-1.7548708617687225,g2_to_g1,1.313524842262268,
POU4F1,POU3F4,27.3306,1.2102859616279602,g1_to_g2,-1.6002012491226196,
POU3F4,POU4F1,27.3306,-1.7548708617687225,g2_to_g1,1.313524842262268,
POU4F1,POU2F2,20.34495,-0.8272165358066559,g1_to_g2,0.45658737421035767,
POU2F2,POU4F1,20.34495,-1.7548708617687225,g2_to_g1,1.313524842262268,
POU4F1,POU3F3,24.7845,0.0,g1_to_g2,-0.23342356085777283,
POU3F3,POU4F1,24.7845,-1.7548708617687225,g2_to_g1,1.313524842262268,
POU4F1,POU3F1,24.63105,0.16999038308858871,g1_to_g2,-0.2474743276834488,
POU3F1,POU4F1,24.63105,-1.7548708617687225,g2_to_g1,1.313524842262268,
POU4F1,POU2F3,23.40105,-0.7313240095973015,g1_to_g2,0.7695497870445251,
POU2F3,POU4F1,23.40105,-1.7548708617687225,g2_to_g1,1.313524842262268,
POU4F1,POU5F1B,21.98165,0.3796323239803314,g1_to_g2,0.28431305289268494,
POU5F1B,POU4F1,21.98165,-1.7548708617687225,g2_to_g1,1.313524842262268,
POU4F1,POU5F1,21.94875,0.5099783837795258,g1_to_g2,0.225917249917984,
POU5F1,POU4F1,21.94875,-1.7548708617687225,g2_to_g1,1.313524842262268,
POU4F1,POU4F2,61.12005,0.0,g1_to_g2,-0.12414000928401947,
POU4F2,POU4F1,61.12005,-1.7548708617687225,g2_to_g1,1.313524842262268,
MORC3,MORC4,34.86145,1.1265792846679688,g1_to_g2,-0.3433603048324585,
SPATA13,ARHGEF9,42.04405,1.267262488603592,g1_to_g2,0.4130309522151947,
ARHGEF9,SPATA13,42.04405,-0.21580833196640015,g2_to_g1,1.0567810535430908,
PAXBP1,GCFC2,30.5849,-1.1033947169780731,g1_to_g2,0.8846001029014587,
GCFC2,PAXBP1,30.5849,-0.9773199260234833,g2_to_g1,0.48580071330070496,
OLFM2,OLFM4,22.4825,0.0,g2_to_g1,-0.2729606032371521,
OLFM1,OLFM4,24.337,0.0,g2_to_g1,-0.2729606032371521,
IPO5,RANBP6,79.11095,-1.1548772007226944,g1_to_g2,1.0664244890213013,
RANBP6,IPO5,79.11095,-1.2034031748771667,g2_to_g1,0.9105448722839355,
IPO5,IPO4,20.57045,-0.5419762656092644,g1_to_g2,0.4334969222545624,
IPO4,IPO5,20.57045,-2.396027445793152,g2_to_g1,0.9105448722839355,
CELF4,CELF2,45.5366,-2.5878883004188538,g1_to_g2,0.9662200808525085,
CELF2,CELF4,45.5366,1.746346890926361,g2_to_g1,-0.9407371282577515,
CELF4,CELF5,65.49955,-0.21931102871894836,g1_to_g2,0.5822315216064453,
CELF5,CELF4,65.49955,3.1228665113449097,g2_to_g1,-0.9407371282577515,
CELF4,CELF6,68.04735,0.5578902363777161,g1_to_g2,0.6070887446403503,
CELF4,CELF3,66.27835,0.0,g1_to_g2,-0.42594221234321594,
CELF3,CELF4,66.27835,1.548678994178772,g2_to_g1,-0.9407371282577515,
CELF4,CELF1,43.83435,-1.9873425960540771,g1_to_g2,1.1794933080673218,
CELF1,CELF4,43.83435,0.2965167760848999,g2_to_g1,-0.9407371282577515,
ITSN1,ITSN2,60.1551,1.6288633346557617,g1_to_g2,-0.7975166440010071,
FMNL2,DIAPH3,20.4338,-0.5522516630589962,g2_to_g1,0.6106423139572144,
FMNL3,DIAPH3,20.20305,-0.14906641840934753,g2_to_g1,0.6106423139572144,
FMNL1,DIAPH3,20.26885,-0.9880343079566956,g2_to_g1,0.6106423139572144,
DAAM1,DIAPH3,21.38335,0.16636556386947632,g2_to_g1,0.6106423139572144,
DIAPH1,DIAPH3,45.32035,-1.4682179689407349,g2_to_g1,0.6106423139572144,
SS18,SS18L2,29.220805,1.573630154132843,g1_to_g2,-0.9983716607093811,
SS18L2,SS18,29.220805,-0.350887194275856,g2_to_g1,0.2010412961244583,
SS18,SS18L1,60.48645,0.09994019567966461,g1_to_g2,0.06918126344680786,
SS18L1,SS18,60.48645,0.34394310414791107,g2_to_g1,0.2010412961244583,
SLC7A1,SLC7A14,40.84885,-0.334546223282814,g1_to_g2,0.1955319046974182,
SLC7A1,SLC7A4,39.7161,0.0,g1_to_g2,-0.4008360207080841,
SLC7A1,SLC7A6,21.366,-1.6832584142684937,g1_to_g2,0.9665151238441467,
SLC7A6,SLC7A1,21.366,-0.4884384870529175,g2_to_g1,1.1856939792633057,
SLC7A1,SLC7A5,20.4827,-1.9731786847114563,g1_to_g2,1.0394611358642578,
SLC7A5,SLC7A1,20.4827,-2.0868853330612183,g2_to_g1,1.1856939792633057,
SLC7A1,SLC7A3,58.8179,-0.08530924469232559,g1_to_g2,-0.08597960323095322,
SLC7A3,SLC7A1,58.8179,-2.3143742084503174,g2_to_g1,1.1856939792633057,
SLC7A1,SLC7A2,58.9266,-0.6695919781923294,g1_to_g2,0.7998312711715698,
SLC7A2,SLC7A1,58.9266,-1.2898838445544243,g2_to_g1,1.1856939792633057,
SLC7A1,SLC7A8,21.27275,-0.6533433645963669,g1_to_g2,0.8437357544898987,
SLC7A8,SLC7A1,21.27275,-1.7437233924865723,g2_to_g1,1.1856939792633057,
SLC7A1,SLC7A11,21.3357,-1.905952274799347,g1_to_g2,0.9841364026069641,
SLC7A11,SLC7A1,21.3357,-0.6840695738792419,g2_to_g1,1.1856939792633057,
SLC7A1,SLC7A7,21.28065,-0.7179784774780273,g1_to_g2,1.3025898933410645,
SLC15A1,SLC15A2,46.6349,-0.6831411719322205,g1_to_g2,0.14409416913986206,
FOXO1,FOXO4,37.8747,0.4146009534597397,g1_to_g2,0.23552526533603668,
FOXO4,FOXO1,37.8747,-1.6902695894241333,g2_to_g1,0.5639081001281738,
FOXO1,FOXO3,43.3815,-0.6735923588275909,g1_to_g2,0.36328938603401184,
FOXO3,FOXO1,43.3815,0.04753178358078003,g2_to_g1,0.5639081001281738,
FOXO1,FOXO6,34.70255,-0.9697020649909973,g1_to_g2,0.2752819061279297,
FOXO6,FOXO1,34.70255,-1.0852676630020142,g2_to_g1,0.5639081001281738,
LRCH4,LRCH1,38.2915,-1.1321825981140137,g2_to_g1,0.3351328372955322,
LRCH3,LRCH1,40.6527,-0.49072833359241486,g2_to_g1,0.3351328372955322,
RPRD1A,RPRD1B,67.11695,0.3300829529762268,g1_to_g2,0.7892562747001648,
RPRD1B,RPRD1A,67.11695,-2.6763018369674683,g2_to_g1,1.5279903411865234,
DIS3,DIS3L,34.37245,1.2293037474155426,g1_to_g2,0.33453652262687683,
DIS3L,DIS3,34.37245,-1.0383169054985046,g2_to_g1,1.1463459730148315,
DIS3,DIS3L2,27.0636,-0.5210886932909489,g1_to_g2,0.017984960228204727,
DIS3L2,DIS3,27.0636,-1.4255108833312988,g2_to_g1,1.1463459730148315,
CTAGE1,CTAGE4,76.2492,0.0,g1_to_g2,-0.2449517697095871,
CTAGE4,CTAGE1,76.2492,0.0,g2_to_g1,-0.14226573705673218,
CTAGE1,CTAGE15,76.6436,0.0,g1_to_g2,-0.16657698154449463,
CTAGE15,CTAGE1,76.6436,0.0,g2_to_g1,-0.14226573705673218,
CTAGE1,CTAGE6,76.3807,0.0,g1_to_g2,-0.036665163934230804,
CTAGE6,CTAGE1,76.3807,0.0,g2_to_g1,-0.14226573705673218,
CTAGE1,CTAGE8,76.51215,0.0,g1_to_g2,-0.021690869703888893,
CTAGE1,CTAGE9,76.51215,0.0,g1_to_g2,-0.4813334047794342,
CTAGE9,CTAGE1,76.51215,0.0,g2_to_g1,-0.14226573705673218,
CTAGE1,MIA2,67.5639,-0.1886824071407318,g1_to_g2,0.5256078839302063,
HTR1D,HRH4,20.34485,0.0,g2_to_g1,-0.808515191078186,
HRH3,HRH4,37.04695,0.9782879501581192,g2_to_g1,-0.808515191078186,
MAPK7,MAPK4,21.23575,-0.8528298735618591,g2_to_g1,0.9635034799575806,
