dep_gene,paralog_gene,mean_identical_score,delta_z,group,rank,rank_pct
BATF,JDP2,21.20245,9.300231244415045,Non-significant background,27,0.09686793671294801
CSGALNACT2,CHSY3,22.04315,9.174635544419289,Non-significant background,28,0.10045563807268681
SLC16A5,SLC16A12,25.2723,8.897248877678066,Non-significant background,29,0.10404333943242565
ID1,ID4,39.25465,8.77756803482771,Non-significant background,30,0.10763104079216446
GALNT7,GALNT16,29.8277,8.74861953407526,Non-significant background,31,0.11121874215190328
FBXO2,FBXO17,35.22625,8.698100404813886,Non-significant background,32,0.11480644351164208
SELL,SELE,35.26925,8.664966082200408,Non-significant background,33,0.11839414487138092
ANGPTL4,ANGPT4,24.0361,8.651471526362002,Non-significant background,34,0.12198184623111973
HNRNPA1,HNRNPA3,68.5377,8.486430048942566,Non-significant background,35,0.12556954759085853
ITGAE,ITGAD,26.4973,8.062583927065134,Non-significant background,36,0.12915724895059735
HSPA8,HSPH1,28.89865,7.949548199772835,Non-significant background,37,0.13274495031033617
ZNF444,ZSCAN5C,20.0432,7.649331599473953,Non-significant background,38,0.136332651670075
PTGER2,PTGDR,41.0043,7.598062694072723,Non-significant background,39,0.1399203530298138
CTSS,TINAGL1,21.16615,7.55823830049485,Non-significant background,40,0.1435080543895526
DDX5,DDX17,64.0587,7.535405144095421,Aneuploidy vulnerability,41,0.14709575574929143
UBC,UBB,66.424,7.522582240402699,Non-significant background,42,0.15068345710903025
ABCA3,ABCA6,24.16595,7.3901092652231455,Non-significant background,43,0.15427115846876907
HSPA8,HSPA1B,85.62675,7.337791055440903,Non-significant background,44,0.15785885982850786
CRYZ,ADH1C,22.53945,7.314138665795326,Non-significant background,45,0.16144656118824668
FABP5,RBP7,27.50965,7.120703905820847,Non-significant background,46,0.1650342625479855
RGPD6,RGPD4,94.8627,7.09058016911149,Non-significant background,47,0.16862196390772433
SOX21,SOX10,21.63415,7.0149390287697315,Non-significant background,48,0.17220966526746315
HNRNPH1,HNRNPH3,56.8025,7.01378458016552,Non-significant background,49,0.17579736662720194
GMEB2,GMEB1,37.7288,6.943546809256077,Non-significant background,50,0.1793850679869408
HNRNPA1,HNRNPA2B1,60.7038,6.902473375201225,Non-significant background,51,0.18297276934667958
TNPO1,TNPO2,84.5683,6.900043860077858,Non-significant background,52,0.1865604707064184
FBLN5,FBLN1,29.41965,6.6935858661308885,Non-significant background,53,0.1901481720661572
RFPL2,RFPL4AL1,48.4256,6.665054488927126,Non-significant background,54,0.19373587342589602
GNG5,GNG3,44.86275,6.6438551768660545,Non-significant background,55,0.19732357478563484
NONO,PSPC1,56.89615,6.529261693358421,Non-significant background,56,0.20091127614537363
SGK3,SGK2,58.78745,6.431030180247035,Non-significant background,57,0.2044989775051125
SLC7A11,SLC7A1,21.3357,6.202110301703215,Non-significant background,58,0.2080866788648513
HNRNPA2B1,HNRNPA3,69.7257,6.150873064994812,Non-significant background,59,0.21167438022459012
SLC2A13,SLC2A12,23.0969,6.068762069568038,Non-significant background,60,0.2152620815843289
SAFB,SAFB2,71.8983,5.97188463807106,Non-significant background,61,0.21884978294406773
ANO6,ANO4,41.3109,5.961401453241706,Non-significant background,62,0.22243748430380655
NLRP6,NLRP12,22.91975,5.957558894529939,Non-significant background,63,0.22602518566354535
PUM1,PUM2,74.3818,5.956020824611187,Non-significant background,64,0.22961288702328417
LCK,JAK3,22.83455,5.738689661026001,Non-significant background,65,0.233200588383023
GABPB1,GABPB2,65.382,5.694662161171436,Non-significant background,66,0.23678828974276184
FZD6,FZD1,33.619,5.585516300052404,Non-significant background,67,0.24037599110250063
SLC16A6,SLC16A12,24.4477,5.462547911796719,Non-significant background,68,0.24396369246223945
PDIA6,PDIA3,20.2014,5.4599605137482285,Non-significant background,69,0.24755139382197827
ENTPD6,ENTPD4,21.39905,5.275036849081516,Non-significant background,70,0.25113909518171706
ILKAP,PPM1A,22.22595,5.253178589046001,Non-significant background,71,0.25472679654145586
SP4,SP1,40.0255,5.243363104760647,Non-significant background,72,0.2583144979011947
THRAP3,BCLAF1,38.7335,5.16712199524045,Non-significant background,73,0.2619021992609335
GMEB1,GMEB2,37.7288,5.145055815577507,Non-significant background,74,0.26548990062067235
PAX6,PAX8,31.15905,5.095526024699211,Non-significant background,75,0.26907760198041114
ODC1,AZIN1,49.73515,5.090611696243286,Non-significant background,76,0.27266530334015
LHX4,LHX1,36.69825,5.066956431604922,Non-significant background,77,0.2762530046998888
BTN2A2,BTNL8,33.0568,5.050993017852306,Non-significant background,78,0.2798407060596276
PCGF1,PCGF2,29.4407,5.049197971820831,Non-significant background,79,0.2834284074193664
KCNH4,KCNH2,33.87585,4.986923590302467,Non-significant background,80,0.2870161087791052
CTSD,PGA5,43.5392,4.952309180051088,Non-significant background,81,0.290603810138844
ARX,SHOX2,25.3079,4.946684919297695,Non-significant background,82,0.29419151149858286
BEST4,BEST2,53.22835,4.930287167429924,Non-significant background,83,0.2977792128583217
SLC9A8,SLC9A4,20.37395,4.909058313816786,Non-significant background,84,0.3013669142180605
TRIB2,TRIB3,43.9574,4.895608901977539,Non-significant background,85,0.3049546155777993
ZHX3,ZHX2,29.57815,4.865291029214859,Non-significant background,86,0.30854231693753814
HRH2,DRD1,27.44035,4.831167018506676,Non-significant background,87,0.31213001829727693
NAB2,NAB1,41.5606,4.731131620705128,Non-significant background,88,0.3157177196570157
KLF16,SP6,20.87765,4.686636816710234,Non-significant background,89,0.3193054210167546
RFTN1,RFTN2,27.5732,4.672564785927534,Non-significant background,90,0.32289312237649337
RORC,NR1H4,21.16455,4.653806786984205,Non-significant background,91,0.32648082373623216
CPEB2,CPEB1,22.5429,4.591240040957928,Non-significant background,92,0.330068525095971
SLC7A11,SLC7A5,44.64445,4.551879744976759,Non-significant background,93,0.33365622645570986
OTX2,OTX1,61.91865,4.527910437434912,Non-significant background,94,0.33724392781544865
UBAP2L,UBAP2,46.33795,4.483385786414146,Non-significant background,95,0.34083162917518744
LRCH3,LRCH2,41.2476,4.447863854467869,Non-significant background,96,0.3444193305349263
HSP90AB1,HSP90AA1,86.40375,4.4279260486364365,Non-significant background,97,0.3480070318946651
TIAL1,TRNAU1AP,24.2964,4.414628684520721,Non-significant background,98,0.3515947332544039
ZC3H4,ZC3H6,34.6632,4.392412189394236,Non-significant background,99,0.35518243461414273
MLLT6,MLLT10,43.59675,4.391580959782004,Non-significant background,100,0.3587701359738816
DNAH3,DNAH14,27.99175,4.38056617975235,Non-significant background,101,0.36235783733362037
NONO,SFPQ,50.4104,4.34698361158371,Non-significant background,102,0.36594553869335916
TBL1XR1,TBL1X,83.13695,4.303384876810014,Non-significant background,103,0.369533240053098
GBP5,GBP4,49.03475,4.298111125826836,Non-significant background,104,0.3731209414128368
UQCRC1,UQCRC2,20.3815,4.2668068669736385,Non-significant background,105,0.3767086427725756
SV2A,SV2C,63.04265,4.2646594271063805,Non-significant background,106,0.3802963441323144
NLGN3,NLGN4Y,70.9062,4.236805099993944,Non-significant background,107,0.38388404549205324
HOXD4,HOXD8,26.89995,4.18725747987628,Non-significant background,108,0.38747174685179203
MIXL1,ALX3,21.6774,4.1717225182801485,Non-significant background,109,0.3910594482115308
TMPRSS13,ST14,20.38615,4.117232590913773,Non-significant background,110,0.3946471495712697
STAT3,STAT1,50.92985,4.117135271430016,Non-significant background,111,0.39823485093100847
HSPA8,HSPA1A,85.62675,4.11455075442791,Non-significant background,112,0.40182255229074726
CLEC7A,KLRG1,21.48105,4.1135857701301575,Non-significant background,113,0.4054102536504861
EIF4A2,DDX50,24.98075,4.086183205246925,Non-significant background,114,0.408997955010225
NFKB2,REL,22.3768,4.075954474508762,Non-significant background,115,0.4125856563699638
MAPK14,MAPK10,43.1633,4.053108519874513,Non-significant background,116,0.4161733577297026
CES2,CES5A,42.6893,4.047315588220954,Non-significant background,117,0.4197610590894414
NKX2-1,NKX2-6,27.9169,4.0437695644795895,Non-significant background,118,0.42334876044918024
CALM1,CALM3,100.0,4.042551692575216,Non-significant background,119,0.42693646180891903
CERK,CERKL,27.50295,4.018583297729492,Non-significant background,120,0.4305241631686578
EIF4A1,DDX46,20.24905,3.989009932614863,Non-significant background,121,0.4341118645283967
SLC2A14,SLC2A4,55.6739,3.986637488938868,Non-significant background,122,0.43769956588813547
EPB41L3,FRMD5,23.26685,3.945588544011116,Non-significant background,123,0.44128726724787426
RASGRP1,RASGRP4,41.3829,3.940460845828056,Non-significant background,124,0.4448749686076131
STX16,STX7,23.48835,3.9158271439373498,Non-significant background,125,0.4484626699673519
WNT16,WNT4,40.23885,3.896620221436024,Non-significant background,126,0.4520503713270907
REL,RELB,28.47475,3.8908159285783768,Non-significant background,127,0.45563807268682954
VSIG2,CLMP,23.2432,3.881235711276531,Non-significant background,128,0.45922577404656834
ALDH1B1,ALDH1A3,61.80905,3.876784399151802,Non-significant background,129,0.46281347540630713
PTGER4,PTGER3,22.3744,3.824043452739715,Non-significant background,130,0.466401176766046
PTPN14,PTPN21,53.9618,3.805678803473711,Non-significant background,131,0.4699888781257848
CD40,TNFRSF11B,20.1428,3.796255361288786,Non-significant background,132,0.4735765794855237
RHOF,RND1,32.57885,3.79347325861454,Non-significant background,133,0.47716428084526247
LHX2,LMO1,29.7256,3.7854895293712616,Non-significant background,134,0.48075198220500126
FCGR2A,FCGR2B,67.95105,3.7759831873700023,Non-significant background,135,0.4843396835647401
FOXO1,FOXO6,34.70255,3.763738726265729,Non-significant background,136,0.4879273849244789
RHOH,RHOD,33.99155,3.735080901533365,Non-significant background,137,0.4915150862842177
SNRPB,SNRPN,90.0541,3.729941800236702,Non-significant background,138,0.49510278764395654
ADARB2,ADAD2,21.3257,3.726315502077341,Non-significant background,139,0.49869048900369534
STX16,STX12,23.1154,3.722005553543568,Non-significant background,140,0.5022781903634341
RFX1,RFX2,48.8129,3.714744985103607,Non-significant background,141,0.505865891723173
KCNJ14,KCNJ9,44.51055,3.7109917998313904,Non-significant background,142,0.5094535930829117
TCEAL8,TCEAL2,22.6665,3.6841118671,Non-significant background,143,0.5130412944426506
PLCG1,PLCL2,21.35545,3.6818640679121017,Non-significant background,144,0.5166289958023894
UQCRC1,PMPCB,55.1131,3.673907265067101,Non-significant background,145,0.5202166971621281
RGS18,RGS13,28.99775,3.6717108711600304,Non-significant background,146,0.523804398521867
PLCG1,PLCD1,26.2168,3.649168461561203,Non-significant background,147,0.5273920998816058
CA10,CA13,28.83545,3.6419619619846344,Non-significant background,148,0.5309798012413447
RRAGB,RRAGC,23.7443,3.623593419790268,Non-significant background,149,0.5345675026010835
ZFX,ZNF711,58.9331,3.603982836008072,Non-significant background,150,0.5381552039608223
ZC3H12B,ZC3H12A,37.8262,3.5851846784353256,Non-significant background,151,0.5417429053205611
BMP8A,NODAL,23.89385,3.5772770643234253,Non-significant background,152,0.5453306066803
EHD3,EHD2,71.4325,3.571570286527276,Non-significant background,153,0.5489183080400387
S100A5,S100A9,29.46225,3.53718646755442,Non-significant background,154,0.5525060093997776
BMPR2,ACVR1C,21.0921,3.52275400608778,Non-significant background,155,0.5560937107595164
MDM4,MDM2,32.0178,3.5022282525897026,Non-significant background,156,0.5596814121192552
DHX35,DHX37,29.15645,3.473506599664688,Non-significant background,157,0.563269113478994
SP1,SP4,40.0255,3.4450139151886106,Non-significant background,158,0.5668568148387328
KLF16,KLF11,26.05405,3.4234055560082197,Non-significant background,159,0.5704445161984716
REL,NFKB2,22.3768,3.4127298705279827,Non-significant background,160,0.5740322175582104
EGR3,WT1,22.04845,3.4037700314074755,Non-significant background,161,0.5776199189179493
APOBEC3H,AICDA,31.0192,3.395840361248702,Non-significant background,162,0.581207620277688
FKBP2,FKBP3,31.643,3.3656516820192337,Non-significant background,163,0.5847953216374269
ANGPT2,FGB,23.9355,3.362680196762085,Non-significant background,164,0.5883830229971657
SNRNP40,POC1B,22.75325,3.3584775030612946,Non-significant background,165,0.5919707243569045
LCK,PTK2B,22.0201,3.358143851161003,Non-significant background,166,0.5955584257166434
CEP85,CEP85L,33.10405,3.336565740406513,Non-significant background,167,0.5991461270763822
MYC,MYCL,31.18435,3.323413008823991,Non-significant background,168,0.602733828436121
P4HB,PDIA6,23.53885,3.3153291046619415,Non-significant background,169,0.6063215297958598
ARRDC4,TXNIP,42.32155,3.303642340004444,Non-significant background,170,0.6099092311555986
FERD3L,TWIST1,21.40045,3.30271278321743,Non-significant background,171,0.6134969325153374
ZIC5,ZIC2,42.36915,3.2988858968019485,Non-significant background,172,0.6170846338750763
BRIP1,DDX11,21.4244,3.296550340950489,Non-significant background,173,0.620672335234815
SNRPB2,SNRPA,60.72815,3.296394899487495,Non-significant background,174,0.6242600365945539
SMARCE1,HMG20B,23.7476,3.291905552148819,Non-significant background,175,0.6278477379542927
SLC38A6,SLC38A1,40.1282,3.282140837807674,Non-significant background,176,0.6314354393140315
CXCL3,CXCL13,26.85415,3.2635507583618164,Non-significant background,177,0.6350231406737703
SLC38A1,SLC38A2,50.57235,3.2521284371614456,Non-significant background,178,0.6386108420335092
PLCG1,PLCH1,20.65775,3.249801062513143,Non-significant background,179,0.6421985433932479
TIAL1,TIA1,78.3344,3.241977211087942,Non-significant background,180,0.6457862447529867
TNF,LTB,21.81455,3.2399780303239822,Non-significant background,181,0.6493739461127256
HNRNPA2B1,RBMXL2,22.75685,3.2355571687221527,Non-significant background,182,0.6529616474724643
LDLR,LRP1,20.742905,3.2326569221913815,Non-significant background,183,0.6565493488322033
ZNF468,ZNF578,65.8939,3.2305208432953805,Non-significant background,184,0.660137050191942
PLCG1,PLCH2,21.8419,3.229554682970047,Non-significant background,185,0.6637247515516809
EWSR1,FUS,50.184,3.2238872908055782,Non-significant background,186,0.6673124529114197
CIB2,CHP1,25.6657,3.218316063284874,Non-significant background,187,0.6709001542711585
STYXL1,DUSP5,20.00675,3.209274433553219,Non-significant background,188,0.6744878556308973
TMED10,TMED9,33.08075,3.203138716518879,Non-significant background,189,0.6780755569906362
EPB41L5,EPB41L1,23.2438,3.1891304701566696,Non-significant background,190,0.6816632583503749
TMED10,TMED7,20.77015,3.18783999979496,Non-significant background,191,0.6852509597101137
FGL2,FIBCD1,23.3473,3.164937164634466,Non-significant background,192,0.6888386610698526
RGS5,RGS6,23.07535,3.1634747236967087,Non-significant background,193,0.6924263624295913
DHX35,DHX29,22.60585,3.151892814785242,Non-significant background,194,0.6960140637893302
AQP1,AQP8,24.91135,3.140482656657696,Non-significant background,195,0.699601765149069
PDE4B,PDE1A,24.3679,3.137896928936243,Non-significant background,196,0.7031894665088078
LRRC8B,LRRC8C,50.4359,3.1368676498532295,Non-significant background,197,0.7067771678685466
CREB1,CREM,60.18435,3.133121408522129,Non-significant background,198,0.7103648692282855
KHSRP,FUBP1,61.5886,3.1235886942595243,Non-significant background,199,0.7139525705880242
IRF2BP2,IRF2BPL,48.0977,3.115452414378524,Non-significant background,200,0.7175402719477632
PDE5A,PDE2A,25.1433,3.113394245505333,Non-significant background,201,0.7211279733075019
OTX2,PITX3,23.04,3.1100229024887085,Non-significant background,202,0.7247156746672407
PRKAR1B,PRKAR2B,37.37675,3.1054100543260574,Non-significant background,203,0.7283033760269796
SLC16A3,SLC16A11,31.15245,3.1035584956407547,Non-significant background,204,0.7318910773867183
USP6NL,TBC1D28,22.68462,3.0923200165852904,Non-significant background,205,0.7354787787464572
ZNF57,ZNF791,39.8015,3.0914054634049535,Non-significant background,206,0.739066480106196
RFX1,RFX3,50.3126,3.087790568359196,Non-significant background,207,0.7426541814659348
YJU2,YJU2B,25.29555,3.0872322618961334,Non-significant background,208,0.7462418828256736
ATP10A,ATP10B,46.4266,3.080381577834487,Non-significant background,209,0.7498295841854125
MME,MMEL1,52.3406,3.0768591165542603,Non-significant background,210,0.7534172855451512
STAT5B,STAT6,35.29855,3.0754876285791397,Non-significant background,211,0.75700498690489
CPSF7,CPSF6,49.3444,3.0743560940027237,Non-significant background,212,0.7605926882646288
CRAT,CHAT,38.14645,3.068994680419564,Non-significant background,213,0.7641803896243676
RDH10,HSD17B13,38.5352,3.0689620077610016,Non-significant background,214,0.7677680909841065
FKBP1A,FKBP1B,83.3333,3.067700006067753,Non-significant background,215,0.7713557923438452
ME3,ME1,69.09875,3.0643726587295532,Non-significant background,216,0.7749434937035841
MEIS2,MEIS1,76.66585,3.060636952519417,Non-significant background,217,0.7785311950633229
PBX3,MEIS2,21.1228,3.0580936037003994,Non-significant background,218,0.7821188964230616
KCTD5,KCTD9,29.43005,3.0578988194465637,Non-significant background,219,0.7857065977828006
DHX9,YTHDC2,25.64565,3.047765309922397,Non-significant background,220,0.7892942991425393
PEX1,PEX6,20.87805,3.0457907915115356,Non-significant background,221,0.7928820005022782
FLVCR1,SLC49A3,21.3647,3.0381372421979904,Non-significant background,222,0.7964697018620169
ZFP36L2,ZFP36L1,49.08125,3.03451743721962,Non-significant background,223,0.8000574032217558
PSMB8,PSMB7,23.14655,3.016581043601036,Non-significant background,224,0.8036451045814945
GZMB,CMA1,52.6316,3.0014038532972336,Non-significant background,225,0.8072328059412335
PPBP,CXCL9,22.9281,2.9959977716207504,Non-significant background,226,0.8108205073009722
P4HB,PDIA3,31.19475,2.9947691494598985,Non-significant background,227,0.8144082086607111
UBB,UBC,66.424,2.992610737681389,Non-significant background,228,0.81799591002045
SLC26A5,SLC26A7,27.5374,2.991628237068653,Non-significant background,229,0.8215836113801886
CTSO,CTSS,28.84115,2.9912968948483467,Non-significant background,230,0.8251713127399276
EPB41L3,EPB41L1,43.87505,2.990097925066948,Non-significant background,231,0.8287590140996663
SOX6,SOX5,58.8034,2.9752292782068253,Non-significant background,232,0.8323467154594052
DHX9,DHX29,25.1206,2.9719993211328983,Non-significant background,233,0.8359344168191439
SLC44A2,SLC44A5,53.9737,2.9650653451681137,Non-significant background,234,0.8395221181788828
SLC16A3,SLC16A5,34.0786,2.961729720234871,Non-significant background,235,0.8431098195386215
TSPYL5,TSPYL2,22.85445,2.9610206726938486,Non-significant background,236,0.8466975208983605
ST8SIA1,ST8SIA5,34.99885,2.9600895773619413,Non-significant background,237,0.8502852222580992
CELF2,CELF1,77.105,2.957751803100109,Non-significant background,238,0.8538729236178381
HOXC9,HOXA10,28.9118,2.9572542645037174,Non-significant background,239,0.8574606249775768
MAP3K5,MAP3K15,57.34255,2.946986809372902,Non-significant background,240,0.8610483263373157
EIF4A1,DDX50,25.0204,2.9449504762887955,Non-significant background,241,0.8646360276970544
SCAMP4,SCAMP1,36.62695,2.9426824264228344,Non-significant background,242,0.8682237290567933
CALR,CANX,36.78545,2.9356227815151215,Non-significant background,243,0.8718114304165321
NFE2L1,NFE2L2,23.73325,2.9324617870151997,Non-significant background,244,0.8753991317762709
EYA3,EYA2,45.77,2.9309399500489235,Non-significant background,245,0.8789868331360098
ZIC4,GLIS1,20.83415,2.929597284644842,Non-significant background,246,0.8825745344957485
ICAM2,ICAM1,21.78845,2.926075179129839,Non-significant background,247,0.8861622358554875
ABCB7,ABCB9,22.6633,2.910443663597107,Non-significant background,248,0.8897499372152262
DDX39A,DDX25,26.03265,2.898291617631912,Non-significant background,249,0.8933376385749651
DNAJB14,DNAJB8,23.9736,2.897344995290041,Non-significant background,250,0.8969253399347038
LMX1A,LHX3,29.27915,2.8844964131712914,Non-significant background,251,0.9005130412944427
DHX35,DHX32,28.2374,2.883127562701702,Non-significant background,252,0.9041007426541814
MCOLN2,MCOLN3,55.2353,2.8767832443118095,Non-significant background,253,0.9076884440139203
ZAP70,PTK2B,20.46175,2.8720238655805588,Non-significant background,254,0.9112761453736591
CUL5,CUL4A,27.5555,2.8596605882048607,Non-significant background,255,0.9148638467333979
CERS4,CERS3,42.737,2.855527762323618,Non-significant background,256,0.9184515480931367
AK3,CMPK1,24.17595,2.8541530072689056,Non-significant background,257,0.9220392494528755
PNMA1,PNMA6A,41.1113,2.8514037132263184,Non-significant background,258,0.9256269508126143
UTP23,FCF1,20.8531,2.846192792057991,Non-significant background,259,0.9292146521723532
PSMB8,PSMB1,20.5973,2.843018889427185,Non-significant background,260,0.932802353532092
CRY1,CRY2,71.24935,2.8395071690902114,Non-significant background,261,0.9363900548918308
NLGN3,CES3,26.52155,2.8382497131824493,Non-significant background,262,0.9399777562515697
STK40,TRIB1,24.1871,2.8348085209727287,Non-significant background,263,0.9435654576113084
DAZAP1,HNRNPAB,24.33725,2.833723559975624,Non-significant background,264,0.9471531589710473
RNF125,RNF138,30.6307,2.8331681936979294,Non-significant background,265,0.9507408603307861
ERC1,ERC2,66.77,2.8309819251298904,Non-significant background,266,0.9543285616905249
CCNK,CCNT2,20.2657,2.819376900792122,Non-significant background,267,0.9579162630502637
ZC3HAV1,ZC3HAV1L,25.3193,2.813122272491455,Non-significant background,268,0.9615039644100025
AEN,ISG20,41.7187,2.808235317468643,Non-significant background,269,0.9650916657697413
BMP8A,BMP6,45.9217,2.8052904941141605,Non-significant background,270,0.9686793671294802
SLAMF1,SLAMF6,20.09035,2.802754517644644,Non-significant background,271,0.972267068489219
ZNF776,ZNF777,20.2135,2.7970989793539047,Non-significant background,272,0.9758547698489578
NR1H2,RARA,26.4643,2.793805442750454,Non-significant background,273,0.9794424712086965
SLC17A9,SLC17A1,21.95275,2.7891070879995823,Non-significant background,274,0.9830301725684354
PMM2,PMM1,65.81335,2.7845761477947235,Non-significant background,275,0.9866178739281741
CALCOCO2,CALCOCO1,21.76705,2.778373386710882,Non-significant background,276,0.9902055752879131
NLRP2,NLRP14,32.0252,2.7782653979957104,Non-significant background,277,0.9937932766476518
YBX2,LIN28B,23.278,2.7769186943769455,Non-significant background,278,0.9973809780073907
IMPDH2,GMPR2,24.8183,2.7726061269640923,Non-significant background,279,1.0009686793671295
USF1,USF2,52.29165,2.7646889239549637,Non-significant background,280,1.0045563807268683
CACNA1E,SCN9A,22.5889,2.7590885013341904,Non-significant background,281,1.0081440820866072
DMRT1,DMRTA1,23.3255,2.7581205228343606,Non-significant background,282,1.011731783446346
STAT3,STAT6,22.8099,2.7524938732385635,Non-significant background,283,1.015319484806085
GSTA1,GSTM1,26.3658,2.749866247177124,Non-significant background,284,1.0189071861658234
MAP3K2,MAP2K7,20.2108,2.745098501443863,Non-significant background,285,1.0224948875255624
FAM24B,FAM24A,66.53495,2.7441591396927834,Non-significant background,286,1.0260825888853011
UBA2,UBA3,28.4758,2.7377498373389244,Non-significant background,287,1.02967029024504
CD33,SIGLEC5,52.1978,2.7359793819487095,Non-significant background,288,1.0332579916047788
TMED4,TMED2,20.6369,2.730486150830984,Non-significant background,289,1.0368456929645176
ALX4,PITX1,20.7859,2.72881430760026,Non-significant background,290,1.0404333943242563
USP27X,USP51,57.74185,2.723299980163574,Non-significant background,291,1.0440210956839953
STK25,MAP3K8,20.19935,2.722224697470665,Non-significant background,292,1.047608797043734
SCRT2,SNAI2,35.2928,2.7201828733086586,Non-significant background,293,1.051196498403473
ERGIC1,ERGIC2,22.878,2.712006915360689,Non-significant background,294,1.0547841997632117
GNA15,GNAZ,41.7293,2.7114906311035156,Non-significant background,295,1.0583719011229504
R3HDM2,R3HDM1,49.8525,2.711428850889206,Non-significant background,296,1.0619596024826894
STAT3,STAT4,47.17725,2.7058719024062157,Non-significant background,297,1.0655473038424281
CALM2,CALM3,100.0,2.705207284539938,Non-significant background,298,1.069135005202167
SCN8A,CACNA1G,20.87565,2.695259314961731,Non-significant background,299,1.0727227065619058
EIF4A1,DDX21,24.68525,2.695110879838466,Non-significant background,300,1.0763104079216446
POU4F1,POU5F1B,21.98165,2.6940616630017757,Non-significant background,301,1.0798981092813833
SH3BGRL,SH3BGRL2,61.60025,2.6810974553227425,Non-significant background,302,1.0834858106411223
ARX,PITX3,22.39875,2.6788657903671265,Non-significant background,303,1.087073512000861
GNA15,GNA13,39.41475,2.6762030348181725,Non-significant background,304,1.0906612133606
UBE2N,UBE2G2,29.70295,2.6729190796613693,Non-significant background,305,1.0942489147203387
KPNA3,KPNA4,85.7965,2.669905424118042,Non-significant background,306,1.0978366160800774
SLC2A1,SLC2A12,23.3809,2.6659450586885214,Non-significant background,307,1.1014243174398162
IRF4,IRF8,42.2236,2.664181023836136,Non-significant background,308,1.1050120187995551
IRX3,IRX5,30.09135,2.664075464010238,Non-significant background,309,1.1085997201592939
B3GALT4,B3GALT6,24.16135,2.6626884036231786,Non-significant background,310,1.1121874215190328
NFASC,L1CAM,34.36285,2.6590115316212177,Non-significant background,311,1.1157751228787716
KLF3,KLF4,21.4408,2.649619609117508,Non-significant background,312,1.1193628242385103
CASP2,CASP3,21.54325,2.6466448605060577,Non-significant background,313,1.1229505255982493
PPP6C,PPP3CC,29.8213,2.631045825779438,Non-significant background,314,1.126538226957988
TNFRSF1B,CD40,21.38345,2.6295754462480545,Non-significant background,315,1.130125928317727
NR1H2,RARG,26.69695,2.6280598249286413,Non-significant background,316,1.1337136296774657
ITGAL,ITGA11,24.93785,2.616975754499435,Non-significant background,317,1.1373013310372044
ELL,ELL3,24.98165,2.6140853613615036,Non-significant background,318,1.1408890323969432
BRD1,JADE1,20.4898,2.61350110033527,Non-significant background,319,1.1444767337566821
HOXD10,HOXA10,43.84865,2.6051848866045475,Non-significant background,320,1.1480644351164209
SLCO4A1,SLCO5A1,32.6947,2.6045675724744797,Non-significant background,321,1.1516521364761598
MPP7,MPP2,37.7831,2.6005284264683723,Non-significant background,322,1.1552398378358986
EEF1G,CLIC4,23.0913,2.600110612809658,Non-significant background,323,1.1588275391956373
