dep_gene,paralog_gene,mean_identical_score,delta_z,group,rank,rank_pct
KLK1,KLK3,60.42085,5.8877056166529655,Non-significant background,42,0.15108457138745998
ASIC3,SCNN1A,20.26805,5.835056878626347,Non-significant background,43,0.1546818230871614
PRKAR1A,PRKAR2B,36.37335,5.826538726687431,Non-significant background,44,0.15827907478686282
HNRNPA1,HNRNPA2B1,60.7038,5.737100727856159,Non-significant background,45,0.16187632648656428
PSMC5,PSMC1,44.04275,5.732842266559601,Non-significant background,46,0.16547357818626568
SNRPB2,SNRPA,60.72815,5.710946217179298,Non-significant background,47,0.1690708298859671
HOXB2,HOXA3,26.3449,5.6971216425299644,Non-significant background,48,0.17266808158566854
HNRNPA2B1,HNRNPA3,69.7257,5.6931344866752625,Non-significant background,49,0.17626533328536997
HNRNPH1,HNRNPH3,56.8025,5.624985419213772,Non-significant background,50,0.1798625849850714
AKR1A1,AKR1C2,43.51895,5.574694894254208,Non-significant background,51,0.18345983668477284
CXCL11,CXCL6,22.32175,5.53742219042033,Non-significant background,52,0.18705708838447427
ZNF280C,ZNF280A,36.5013,5.512385107576847,Non-significant background,53,0.19065434008417567
EWSR1,FUS,50.184,5.35819786041975,Non-significant background,54,0.19425159178387713
GMEB1,GMEB2,37.7288,5.221791159361601,Non-significant background,55,0.19784884348357853
SLC16A5,SLC16A8,34.88605,5.185130978003144,Non-significant background,56,0.20144609518327997
ALX4,PITX1,20.7859,5.131855666637421,Non-significant background,57,0.2050433468829814
B3GNT9,B3GNT3,34.9362,5.118422977626324,Non-significant background,58,0.2086405985826828
ESPN,ESPNL,27.3997,5.08650179207325,Non-significant background,59,0.2122378502823843
PUM1,PUM2,74.3818,5.0748696736991405,Non-significant background,60,0.2158351019820857
ACTR3C,ACTA1,27.06265,5.069344222545624,Non-significant background,61,0.21943235368178712
ZNF101,ZNF844,30.1709,5.047300977632403,Non-significant background,62,0.22302960538148853
CA14,CA8,26.6249,5.025084067136049,Non-significant background,63,0.22662685708118996
RFX1,RFX2,48.8129,5.014073934406042,Non-significant background,64,0.2302241087808914
VCL,CTNNA2,20.37365,5.011859372258186,Non-significant background,65,0.23382136048059285
GZMH,CMA1,48.27605,4.979999657720327,Non-significant background,66,0.23741861218029425
XIAP,BIRC7,24.155,4.963288478553295,Non-significant background,67,0.24101586387999568
RFX1,RFX3,50.3126,4.956953770946711,Non-significant background,68,0.24461311557969712
NR2E1,NR2F1,35.4745,4.948012395761907,Non-significant background,69,0.24821036727939852
SMARCA5,CHD4,20.77755,4.939346373081207,Non-significant background,70,0.2518076189790999
PLCG1,PLCL2,21.35545,4.9181792959570885,Non-significant background,71,0.2554048706788014
PCGF1,PCGF2,29.4407,4.901873901486397,Non-significant background,72,0.25900212237850284
ASXL1,ASXL3,23.73475,4.896430566906929,Non-significant background,73,0.2625993740782043
POU3F1,POU3F2,49.22095,4.866536852903664,Non-significant background,74,0.2661966257779057
PRSS21,TMPRSS11E,28.2988,4.846735246479511,Non-significant background,75,0.2697938774776071
ARNT,BMAL1,29.79465,4.837405629456043,Non-significant background,76,0.2733911291773085
CD3D,CD3E,20.28985,4.835043728351593,Non-significant background,77,0.27698838087701
C1QA,C1QTNF8,24.55215,4.815901026129723,Non-significant background,78,0.28058563257671143
HSPA8,HSPA1A,85.62675,4.799673341214657,Non-significant background,79,0.2841828842764128
CNTNAP1,CNTNAP2,42.29975,4.767618392594159,Non-significant background,80,0.28778013597611424
IGLL5,IGLL1,66.0425,4.732755023054779,Non-significant background,81,0.29137738767581567
UBE2T,UBE2C,29.85565,4.7056542336940765,Non-significant background,82,0.2949746393755171
GOLGA8N,GOLGA8M,92.4051,4.689430398284458,Non-significant background,83,0.29857189107521853
CTSL,TINAGL1,20.83455,4.663774221873609,Non-significant background,84,0.30216914277491996
RNF20,RNF40,58.3097,4.605650253593922,Non-significant background,85,0.3057663944746214
RAB10,RAB31,43.5513,4.576144360005856,Aneuploidy vulnerability,86,0.3093636461743228
AFG3L2,YME1L1,31.28595,4.565454386174679,Non-significant background,87,0.31296089787402426
ENPP1,ENPP5,23.35475,4.5473718866705894,Non-significant background,88,0.31655814957372563
ZHX3,ZHX2,29.57815,4.529355876147747,Non-significant background,89,0.3201554012734271
CELF1,CELF2,77.105,4.457763396203518,Non-significant background,90,0.32375265297312855
ELL,ELL3,24.98165,4.453742131590843,Non-significant background,91,0.32734990467283
GALNT12,GALNT5,28.82475,4.411152582615614,Non-significant background,92,0.33094715637253136
HNRNPD,HNRNPDL,51.45875,4.3933129869401455,Non-significant background,93,0.3345444080722328
HMGB1,HMGB4,37.60315,4.366201665252447,Non-significant background,94,0.3381416597719342
HNRNPAB,HNRNPDL,52.04245,4.3656430803239346,Non-significant background,95,0.3417389114716357
ADAM19,ADAM11,27.24275,4.340060140937567,Non-significant background,96,0.3453361631713371
RAD51D,RAD51C,22.2626,4.273478448390961,Non-significant background,97,0.3489334148710385
TMPRSS6,ST14,29.96425,4.252848148345947,Non-significant background,98,0.35253066657073995
TTLL1,TTLL9,40.153,4.250827050061616,Non-significant background,99,0.3561279182704414
LRG1,CPN2,22.1685,4.2454219944775105,Non-significant background,100,0.3597251699701428
BMP8B,INHBB,21.2616,4.236217571422458,Non-significant background,101,0.36332242166984424
NONO,PSPC1,56.89615,4.222024206537753,Non-significant background,102,0.3669196733695457
BHLHE23,OLIG2,30.0682,4.2168961353600025,Non-significant background,103,0.3705169250692471
OTX1,CRX,45.6531,4.211732041090727,Non-significant background,104,0.37411417676894854
MRGPRD,MAS1L,29.66795,4.199779622256756,Non-significant background,105,0.37771142846864997
NONO,SFPQ,50.4104,4.152283355593681,Non-significant background,106,0.38130868016835134
NEUROG2,ATOH1,20.4792,4.120890744030476,Non-significant background,107,0.3849059318680528
KHSRP,FUBP1,61.5886,4.103304900228977,Non-significant background,108,0.38850318356775426
NMNAT3,NMNAT2,39.01815,4.06138351932168,Non-significant background,109,0.3921004352674557
IQGAP2,IQGAP3,51.1073,4.0525237382389605,Non-significant background,110,0.39569768696715707
SOCS3,SOCS2,28.9596,4.042994681745768,Non-significant background,111,0.3992949386668585
WIPF1,WIPF3,34.0911,4.018985025584698,Non-significant background,112,0.40289219036655993
SEMA4A,SEMA6B,22.81575,4.000503398478031,Non-significant background,113,0.40648944206626136
CMTM7,CMTM6,20.68075,3.9951314898207784,Non-significant background,114,0.4100866937659628
S100A1,S100A14,25.3171,3.949794124811888,Non-significant background,115,0.4136839454656642
STAT5B,STAT1,27.9928,3.9474909268319607,Non-significant background,116,0.4172811971653656
CES4A,NLGN4X,27.9746,3.919775592163205,Non-significant background,117,0.42087844886506715
XCL2,CCL18,22.00865,3.918172374367714,Non-significant background,118,0.4244757005647686
NDOR1,NOS3,20.1757,3.893384285271168,Non-significant background,119,0.42807295226446995
KAT7,KAT6B,25.3227,3.8806736790575087,Non-significant background,120,0.4316702039641714
SLC44A2,SLC44A5,53.9737,3.870649605989456,Non-significant background,121,0.4352674556638728
HLA-G,RAET1L,20.3685,3.864216968417168,Non-significant background,122,0.43886470736357425
SLC2A14,SLC2A4,55.6739,3.855559343472123,Non-significant background,123,0.4424619590632757
TBX19,TBX5,25.6003,3.840232253074646,Non-significant background,124,0.44605921076297705
HSP90AB1,HSP90AA1,86.40375,3.826768711209297,Non-significant background,125,0.4496564624626785
STAT5B,STAT2,24.0905,3.821471083909273,Non-significant background,126,0.4532537141623799
DPYSL4,DPYS,53.83925,3.7948458902537823,Non-significant background,127,0.45685096586208135
PAX4,PAX9,30.9313,3.794741950929165,Non-significant background,128,0.4604482175617828
CCDC120,INAVA,20.7431,3.7928016893565655,Non-significant background,129,0.46404546926148427
PRKAA1,TSSK2,25.66035,3.764580592513085,Non-significant background,130,0.4676427209611857
UBP1,TFCP2L1,61.85065,3.7639414593577385,Non-significant background,131,0.47123997266088713
MDM4,MDM2,32.0178,3.748874932527542,Non-significant background,132,0.4748372243605885
ABCC2,ABCC3,45.6396,3.737940803170204,Non-significant background,133,0.47843447606028994
SLC9A9,SLC9A3,22.40785,3.726409582421184,Non-significant background,134,0.48203172775999137
STAT5B,STAT3,28.5198,3.7196525633335114,Non-significant background,135,0.4856289794596928
SP4,SP1,40.0255,3.711555033922195,Non-significant background,136,0.48922623115939423
VPS45,STXBP2,20.47235,3.7097785770893097,Non-significant background,137,0.4928234828590956
CD3E,CD3D,20.28985,3.699150025844574,Non-significant background,138,0.49642073455879704
TIAL1,TIA1,78.3344,3.69511135481298,Non-significant background,139,0.5000179862584985
EIF4A1,DDX50,25.0204,3.690081693232059,Non-significant background,140,0.5036152379581998
SOX2,SOX8,24.01545,3.638736419379711,Non-significant background,141,0.5072124896579014
S1PR1,GPR12,24.69195,3.6261851862072945,Non-significant background,142,0.5108097413576028
NSD3,NSD2,42.9977,3.614595200866461,Non-significant background,143,0.5144069930573042
P4HB,PDIA6,23.53885,3.6098358035087585,Non-significant background,144,0.5180042447570057
NKX1-1,NKX2-6,20.27355,3.5968053974211216,Non-significant background,145,0.5216014964567071
SLAMF1,SLAMF6,20.09035,3.5967957116663456,Non-significant background,146,0.5251987481564085
CDC42EP3,CDC42EP5,25.13035,3.5829431135207415,Non-significant background,147,0.5287959998561099
DPEP2,DPEP3,70.2262,3.565845489501953,Non-significant background,148,0.5323932515558114
EPB41L5,EPB41L4A,28.2198,3.5402369648218155,Non-significant background,149,0.5359905032555128
MAPK14,MAPK11,73.4829,3.535058468580246,Non-significant background,150,0.5395877549552142
PDPK1,AKT1,25.6205,3.5185153000056744,Non-significant background,151,0.5431850066549156
MLLT6,MLLT10,43.59675,3.5163416117429733,Non-significant background,152,0.546782258354617
TSPAN4,TSPAN13,23.66945,3.50272485613823,Non-significant background,153,0.5503795100543185
SCN8A,SCN5A,63.33405,3.499967124313116,Non-significant background,154,0.55397676175402
CA10,CA3,29.99295,3.499016225337982,Non-significant background,155,0.5575740134537214
RHOA,RHOD,49.2191,3.4984604232013226,Non-significant background,156,0.5611712651534229
ATP2A2,ATP2C1,35.01795,3.4928482472896576,Non-significant background,157,0.5647685168531242
HSPH1,HSPA1A,28.2096,3.485598109662533,Non-significant background,158,0.5683657685528256
IMPDH2,GMPR,25.4314,3.4825983867049217,Non-significant background,159,0.5719630202525271
ZNF281,ZNF148,31.8486,3.470781311392784,Non-significant background,160,0.5755602719522285
STK3,MAP4K1,21.3182,3.468682286329567,Non-significant background,161,0.57915752365193
B3GNT5,B3GALT1,27.42235,3.458759032189846,Non-significant background,162,0.5827547753516313
PPARD,NR1H4,23.371,3.4451542077586055,Non-significant background,163,0.5863520270513327
ANP32B,ANP32D,54.0221,3.42820077057695,Non-significant background,164,0.5899492787510342
HSPH1,HSPA1B,28.2096,3.425353452563286,Non-significant background,165,0.5935465304507356
ZFX,ZNF711,58.9331,3.417629361152649,Non-significant background,166,0.5971437821504371
RNASE1,RNASE7,34.6154,3.365159484557807,Non-significant background,167,0.6007410338501386
ZIC5,ZIC2,42.36915,3.3548754826188087,Non-significant background,168,0.6043382855498399
HSPA14,HSPA1B,31.7223,3.342191621661186,Non-significant background,169,0.6079355372495414
CPXM1,CPXM2,49.2725,3.3404112085700035,Non-significant background,170,0.6115327889492428
ALX1,RAX2,24.2315,3.333031866699457,Non-significant background,171,0.6151300406489442
S1PR4,S1PR5,38.11965,3.325728427618742,Non-significant background,172,0.6187272923486457
ANO10,ANO5,22.18875,3.323548324406147,Non-significant background,173,0.622324544048347
ABCC1,ABCC9,32.2089,3.3119254782795906,Non-significant background,174,0.6259217957480485
ATP8A2,ATP9A,26.1443,3.309761196374893,Non-significant background,175,0.6295190474477499
BCLAF1,THRAP3,38.7335,3.3076938688755035,Non-significant background,176,0.6331162991474513
STX12,STX2,23.06005,3.302725039422512,Non-significant background,177,0.6367135508471528
DNAH17,DNAH6,28.66675,3.3023193143308163,Non-significant background,178,0.6403108025468542
ID2,ID1,43.13435,3.2948456406593323,Non-significant background,179,0.6439080542465556
LDLR,LRP4,23.71255,3.28550323843956,Non-significant background,180,0.6475053059462571
GZMB,GZMH,71.3999,3.2809727266430855,Non-significant background,181,0.6511025576459585
TBX21,TBX5,24.12785,3.2707654237747192,Non-significant background,182,0.65469980934566
SEMA4F,SEMA3D,25.46915,3.2657560259103775,Non-significant background,183,0.6582970610453613
ARX,SHOX2,25.3079,3.2638015747070312,Non-significant background,184,0.6618943127450627
CYBB,NOX1,58.5554,3.2635200954973698,Non-significant background,185,0.6654915644447642
CETN2,CABP5,32.464,3.262419644743204,Non-significant background,186,0.6690888161444656
ZKSCAN2,ZNF202,20.2321,3.2602614015340805,Non-significant background,187,0.6726860678441671
EML3,EML6,21.79905,3.2405448630452156,Non-significant background,188,0.6762833195438684
CES2,NLGN4Y,27.46275,3.239452963229269,Non-significant background,189,0.6798805712435698
RAC3,RHOBTB1,30.8998,3.2365711107850075,Non-significant background,190,0.6834778229432714
GALNT7,GALNT16,29.8277,3.227522626519203,Non-significant background,191,0.6870750746429728
STAT3,STAT5A,28.39545,3.224404349923134,Non-significant background,192,0.6906723263426742
STAT3,STAT4,47.17725,3.220108300447464,Non-significant background,193,0.6942695780423757
DARS2,DARS1,20.7464,3.2135786563158035,Non-significant background,194,0.697866829742077
HSPH1,HSPA9,22.689,3.2135128676891327,Non-significant background,195,0.7014640814417785
ZNF57,ZNF442,36.005,3.2087807562202215,Non-significant background,196,0.7050613331414799
PTPRC,PTPRE,29.18375,3.205947570502758,Non-significant background,197,0.7086585848411814
PSMC1,PSMC2,40.55245,3.2010409384965897,Non-significant background,198,0.7122558365408828
KCNAB3,AKR1C2,21.17065,3.197360537946224,Non-significant background,199,0.7158530882405841
HSPH1,HSPA8,28.89865,3.1973354555666447,Non-significant background,200,0.7194503399402856
NPC1,PTCH2,20.0102,3.1710682809352875,Non-significant background,201,0.723047591639987
DDX39B,DDX39A,89.59075,3.169711247086525,Aneuploidy vulnerability,202,0.7266448433396885
NIT1,UPB1,22.9322,3.1669134572148323,Non-significant background,203,0.73024209503939
NR4A3,NR4A1,48.55485,3.160981349647045,Non-significant background,204,0.7338393467390913
PDIA6,PDIA3,20.2014,3.1539539992809296,Non-significant background,205,0.7374365984387928
STAT3,STAT6,22.8099,3.149586834013462,Non-significant background,206,0.7410338501384942
KLRD1,CLEC7A,24.5697,3.1492901341989636,Non-significant background,207,0.7446311018381956
KMT2E,SETD5,29.56065,3.147823389619589,Non-significant background,208,0.7482283535378971
SPHK1,SPHK2,39.2656,3.14491019397974,Non-significant background,209,0.7518256052375984
ODC1,AZIN1,49.73515,3.141007736325264,Non-significant background,210,0.7554228569372999
HDC,GADL1,20.57975,3.1406765580177307,Non-significant background,211,0.7590201086370013
ZC3H4,ZC3H6,34.6632,3.1404466456733644,Non-significant background,212,0.7626173603367027
PDIA6,PDIA2,20.26085,3.140321211889386,Non-significant background,213,0.7662146120364042
ZCCHC18,PNMA6A,20.69875,3.129633143544197,Non-significant background,214,0.7698118637361056
SLC7A11,SLC7A6,43.5122,3.128585174679756,Non-significant background,215,0.773409115435807
HYAL2,HYAL4,36.48055,3.1240398585796356,Non-significant background,216,0.7770063671355085
TMEM87A,TMEM87B,47.027,3.1208551549352705,Non-significant background,217,0.7806036188352099
SNRK,NUAK1,21.00935,3.120799668133259,Non-significant background,218,0.7842008705349114
NR1I2,NR1I3,41.93945,3.1128765046596527,Non-significant background,219,0.7877981222346127
MEIS3,MEIS2,63.8256,3.108663290739059,Non-significant background,220,0.7913953739343141
G3BP1,G3BP2,65.84155,3.106774263083935,Non-significant background,221,0.7949926256340157
DLD,TXNRD3,27.1028,3.10558257997036,Non-significant background,222,0.798589877333717
NKX2-8,NKX2-1,29.04875,3.0965805761516094,Non-significant background,223,0.8021871290334185
MSX2,MSX1,55.6606,3.0942970775067806,Non-significant background,224,0.8057843807331199
NECTIN2,NECTIN4,21.3893,3.091128349304199,Non-significant background,225,0.8093816324328214
MAPK14,CILK1,26.59635,3.0901577174663544,Non-significant background,226,0.8129788841325227
GLIS2,GLI3,23.38005,3.086635544896126,Non-significant background,227,0.8165761358322242
CALR,CANX,36.78545,3.0851055085659027,Non-significant background,228,0.8201733875319256
SLC12A6,SLC12A3,25.9784,3.066435381770134,Non-significant background,229,0.8237706392316271
HERC2,HECTD4,20.33945,3.0618995279073715,Non-significant background,230,0.8273678909313285
PGLYRP1,PGLYRP4,30.3537,3.061733255162835,Non-significant background,231,0.8309651426310299
CA10,CA13,28.83545,3.0611404925584793,Non-significant background,232,0.8345623943307312
CTSO,CTSS,28.84115,3.0509491451084614,Non-significant background,233,0.8381596460304328
NR4A3,NR4A2,56.40205,3.0340057015419006,Non-significant background,234,0.8417568977301343
ISCA2,ISCA1,26.3541,3.033137650229037,Non-significant background,235,0.8453541494298356
DNAJB11,DNAJB9,23.28835,3.031536966562271,Non-significant background,236,0.8489514011295372
MFN2,MFN1,62.3569,3.0260491594672203,Non-significant background,237,0.8525486528292384
TOR1A,TOR1B,66.17005,3.0248826518654823,Non-significant background,238,0.8561459045289399
CLEC7A,CLEC12A,21.9021,3.0075083691626787,Non-significant background,239,0.8597431562286413
DIS3,DIS3L2,27.0636,3.003025531768799,Non-significant background,240,0.8633404079283428
LRRC1,LRRC7,27.9765,2.9990241192281246,Non-significant background,241,0.8669376596280441
ING2,ING5,37.14285,2.998192593455314,Non-significant background,242,0.8705349113277456
NEDD4,HACE1,21.44885,2.987673182040453,Non-significant background,243,0.874132163027447
FCGR2B,FCGR1A,25.66325,2.9833371341228485,Non-significant background,244,0.8777294147271485
MOK,MAPK15,22.8143,2.979626003652811,Non-significant background,245,0.8813266664268498
LAMB1,LAMB2,49.88895,2.9787333384156227,Non-significant background,246,0.8849239181265514
TMED4,TMED3,26.59005,2.975296288728714,Non-significant background,247,0.8885211698262528
STK3,STK10,23.63685,2.9666726291179657,Non-significant background,248,0.8921184215259541
ZNF574,ZNF160,20.6963,2.9633820429444313,Non-significant background,249,0.8957156732256557
RYR1,RYR2,65.59055,2.9605328142642975,Non-significant background,250,0.899312924925357
TBX18,TBX3,22.5778,2.9597815480083227,Non-significant background,251,0.9029101766250585
CAMK2G,CAMK2A,76.4117,2.9517016001045704,Non-significant background,252,0.9065074283247598
SRSF2,SRSF8,65.77855,2.947579220868647,Aneuploidy vulnerability,253,0.9101046800244613
CCNT1,CCNT2,45.60475,2.9447319880127907,Non-significant background,254,0.9137019317241627
TIAL1,TRNAU1AP,24.2964,2.942352093756199,Non-significant background,255,0.9172991834238642
GZMH,KLK13,33.7707,2.9416445456445217,Non-significant background,256,0.9208964351235656
NAB2,NAB1,41.5606,2.9396300837397575,Non-significant background,257,0.924493686823267
USP22,USP20,20.24225,2.9374351520091295,Non-significant background,258,0.9280909385229685
ZNF273,ZNF723,66.3515,2.935992546379566,Non-significant background,259,0.9316881902226699
UBE2I,UBE2R2,33.172,2.935622082935879,Non-significant background,260,0.9352854419223714
UBE2T,UBE2F,20.9631,2.923799529671669,Non-significant background,261,0.9388826936220727
HOXB8,HOXD9,20.86845,2.9205055460333824,Non-significant background,262,0.9424799453217743
EMP1,PMP22,41.01315,2.918490543961525,Non-significant background,263,0.9460771970214755
ZBTB17,ZNF572,22.42015,2.912210401147604,Non-significant background,264,0.949674448721177
CHST2,CHST3,21.66085,2.911638043820858,Non-significant background,265,0.9532717004208784
ST6GALNAC6,ST6GALNAC3,35.49155,2.904621005058289,Non-significant background,266,0.9568689521205799
IRF4,IRF8,42.2236,2.903872102499008,Non-significant background,267,0.9604662038202813
FLVCR2,SLC49A3,20.11075,2.8993054013699293,Non-significant background,268,0.9640634555199827
P4HB,PDIA4,28.67895,2.896525025367737,Non-significant background,269,0.9676607072196841
ENTPD6,ENTPD4,21.39905,2.8925901548936963,Non-significant background,270,0.9712579589193856
PDPK1,AKT3,26.0378,2.8896028995513916,Non-significant background,271,0.9748552106190871
ITGAM,ITGA10,27.513,2.8846442624926567,Non-significant background,272,0.9784524623187885
NFKB2,REL,22.3768,2.872190222144127,Non-significant background,273,0.98204971401849
ARNT,BMAL2,27.5456,2.8721162443980575,Non-significant background,274,0.9856469657181912
PAX9,PAX3,31.4916,2.8709756769239902,Non-significant background,275,0.9892442174178928
AP4S1,AP2S1,43.3588,2.8681395277380943,Non-significant background,276,0.9928414691175941
LIPA,LIPJ,51.07545,2.867045655846596,Non-significant background,277,0.9964387208172956
MAP4K2,SLK,20.29225,2.8634508149698377,Non-significant background,278,1.000035972516997
ESX1,RAX2,22.9037,2.8582818247377872,Non-significant background,279,1.0036332242166985
DPP8,FAP,22.5361,2.8536642901599407,Non-significant background,280,1.0072304759163997
SKOR1,SKI,20.4841,2.8535653576254845,Non-significant background,281,1.0108277276161013
HSPA14,HSPA1A,31.7223,2.8534112200140953,Non-significant background,282,1.0144249793158029
SLCO3A1,SLCO2B1,29.31645,2.8531571915373206,Non-significant background,283,1.018022231015504
SRY,SOX1,25.3623,2.8386146556586027,Non-significant background,284,1.0216194827152056
CLEC7A,KLRG1,21.48105,2.836914837360382,Non-significant background,285,1.025216734414907
KAT7,KAT6A,25.3076,2.836523012025282,Non-significant background,286,1.0288139861146084
HDAC5,HDAC4,59.44335,2.826825879514218,Non-significant background,287,1.0324112378143098
ERF,ETV3,44.013,2.826637752354145,Non-significant background,288,1.0360084895140114
PTBP1,HNRNPLL,27.66665,2.8198920488357544,Non-significant background,289,1.0396057412137127
SCAMP4,SCAMP5,57.7683,2.8161821886897087,Non-significant background,290,1.0432029929134141
GDF11,TGFB3,20.02515,2.8093916475772858,Non-significant background,291,1.0468002446131155
LCK,JAK3,22.83455,2.8079174757003784,Non-significant background,292,1.050397496312817
PTEN,TPTE,26.2073,2.8061407169152517,Non-significant background,293,1.0539947480125185
AKIRIN2,AKIRIN1,56.75285,2.7996266037225723,Non-significant background,294,1.0575919997122198
ZIC1,GLI3,20.66436,2.7986967116594315,Non-significant background,295,1.0611892514119214
YPEL2,YPEL3,78.29575,2.792016826570034,Non-significant background,296,1.0647865031116228
HOXD8,HOXC8,55.71675,2.7918400187045336,Non-significant background,297,1.0683837548113242
ABCD2,ABCD4,25.813,2.791437946259975,Non-significant background,298,1.0719810065110256
PTPN1,PTPN9,20.92225,2.79098747856915,Non-significant background,299,1.0755782582107272
BHLHE40,BHLHE41,40.74195,2.7868459708988667,Non-significant background,300,1.0791755099104283
SLC9A8,SLC9A4,20.37395,2.786171667277813,Non-significant background,301,1.08277276161013
BAX,BCL2A1,22.9375,2.7860269993543625,Non-significant background,302,1.0863700133098313
GSC2,MIXL1,21.1333,2.7850422263145447,Non-significant background,303,1.0899672650095327
YTHDF2,YTHDF3,67.87125,2.784281922504306,Non-significant background,304,1.093564516709234
OGDH,OGDHL,76.24515,2.7811404168605804,Non-significant background,305,1.0971617684089356
PPIH,PPIL4,23.43085,2.7775677107274532,Non-significant background,306,1.100759020108637
PPP1CB,PPEF1,23.8654,2.776950109982863,Non-significant background,307,1.1043562718083384
PGR,AR,24.502,2.776821929961443,Non-significant background,308,1.10795352350804
NFASC,L1CAM,34.36285,2.7764157094061375,Non-significant background,309,1.1115507752077414
SUN1,SUN2,29.88815,2.7761127427220345,Non-significant background,310,1.1151480269074427
KCTD5,KCTD9,29.43005,2.7718607243150473,Non-significant background,311,1.1187452786071441
DUSP12,DUSP3,21.2838,2.752449903637171,Non-significant background,312,1.1223425303068457
ACVR1B,AMHR2,23.84255,2.752222552895546,Non-significant background,313,1.1259397820065469
CYP3A5,CYP3A4,84.17915,2.7485596891492605,Non-significant background,314,1.1295370337062485
POU5F1B,POU3F1,29.7667,2.7432784736156464,Non-significant background,315,1.1331342854059498
SHC1,SHC4,47.01975,2.7401462346315384,Non-significant background,316,1.1367315371056512
ZNF574,ZNF497,24.5242,2.7382595241069794,Non-significant background,317,1.1403287888053526
ZDHHC3,ZDHHC7,60.6394,2.730580046772957,Non-significant background,318,1.1439260405050542
PHEX,ECE2,33.29305,2.7288330011069775,Non-significant background,319,1.1475232922047556
GALNT7,GALNT5,25.34185,2.7136483006179333,Non-significant background,320,1.151120543904457
CTDSPL,CTDSPL2,31.73015,2.7103439308702946,Non-significant background,321,1.1547177956041585
DNAJB9,DNAJB11,23.28835,2.6978580206632614,Non-significant background,322,1.15831504730386
