dep_gene,paralog_gene,mean_identical_score,delta_z,direction
MIPEP,NLN,23.9953,0.3128809183835983,g1_to_g2
NLN,MIPEP,23.9953,0.29566292464733124,g2_to_g1
MIPEP,THOP1,23.54475,-0.25930025335401297,g1_to_g2
THOP1,MIPEP,23.54475,-0.33840812742710114,g2_to_g1
KPNA3,KPNA1,45.9042,-0.2393219219520688,g1_to_g2
KPNA1,KPNA3,45.9042,-1.2927606403827667,g2_to_g1
KPNA3,KPNA5,46.9947,0.15977152064442635,g1_to_g2
KPNA5,KPNA3,46.9947,-0.21624386310577393,g2_to_g1
KPNA3,KPNA6,46.74545,0.9554595649242401,g1_to_g2
KPNA6,KPNA3,46.74545,0.36133047938346863,g2_to_g1
KPNA3,KPNA4,85.7965,1.7647750917822123,g1_to_g2
KPNA4,KPNA3,85.7965,-0.2654537558555603,g2_to_g1
KPNA3,KPNA2,50.0981,-0.7756287455558777,g1_to_g2
KPNA2,KPNA3,50.0981,0.03169901669025421,g2_to_g1
KPNA3,KPNA7,42.2382,-0.11540844291448593,g1_to_g2
CRYL1,HADH,21.17035,0.35380319505929947,g1_to_g2
HADH,CRYL1,21.17035,-2.071108117699623,g2_to_g1
CAB39L,CAB39,80.5338,-0.23240624368190765,g1_to_g2
CAB39,CAB39L,80.5338,0.41806939244270325,g2_to_g1
DNAJC15,DNAJC19,51.21265,0.11400197446346283,g1_to_g2
DNAJC19,DNAJC15,51.21265,-0.4856480360031128,g2_to_g1
S1PR1,GPR12,24.69195,-0.076833950355649,g2_to_g1
S1PR4,GPR12,22.3927,-0.076833950355649,g2_to_g1
S1PR5,GPR12,26.43155,-0.076833950355649,g2_to_g1
S1PR2,GPR12,23.59885,-0.076833950355649,g2_to_g1
LPAR3,GPR12,22.1421,-0.076833950355649,g2_to_g1
LPAR2,GPR12,23.7637,-0.076833950355649,g2_to_g1
MC1R,GPR12,26.1315,-0.076833950355649,g2_to_g1
GPR3,GPR12,56.32735,-0.076833950355649,g2_to_g1
WASF2,WASF3,49.0008,1.129208505153656,g2_to_g1
WASF1,WASF3,48.01795,0.18978816270828247,g2_to_g1
TGFBI,POSTN,39.50545,0.0,g2_to_g1
FNDC3A,FNDC3B,50.95785,1.385225385427475,g1_to_g2
FNDC3B,FNDC3A,50.95785,1.3956608474254608,g2_to_g1
LHFPL5,LHFPL6,23.4372,0.7478618323802948,g2_to_g1
ST14,TMPRSS15,20.7566,-0.07495722733438015,g2_to_g1
PRSS21,TMPRSS15,20.413735,-0.07495722733438015,g2_to_g1
TMPRSS3,TMPRSS15,22.32205,-0.07495722733438015,g2_to_g1
CXADR,GPA33,24.673,-0.33139264583587646,g1_to_g2
GPA33,CXADR,24.673,0.7936868220567703,g2_to_g1
CXADR,VSIG8,30.4156,1.3376867398619652,g1_to_g2
CXADR,VSIG2,23.77115,-0.6430027037858963,g1_to_g2
VSIG2,CXADR,23.77115,-1.3139874786138535,g2_to_g1
CXADR,IGSF11,30.35945,-0.5660865604877472,g1_to_g2
CXADR,ESAM,24.3976,-1.311869740486145,g1_to_g2
ESAM,CXADR,24.3976,0.294807031750679,g2_to_g1
CXADR,VSIG1,21.561,-0.3923395872116089,g1_to_g2
VSIG1,CXADR,21.561,0.1684316247701645,g2_to_g1
CXADR,F11R,20.6863,0.08593397634103894,g1_to_g2
F11R,CXADR,20.6863,0.3486097604036331,g2_to_g1
CXADR,CLMP,29.0007,-0.5876179151237011,g1_to_g2
CLMP,CXADR,29.0007,-0.5053771287202835,g2_to_g1
JAM3,JAM2,33.8948,-0.22434214875102043,g2_to_g1
F11R,JAM2,32.4959,-1.1510382741689682,g2_to_g1
FRAS1,FREM2,27.73215,-0.42595110461115837,g2_to_g1
SCAF4,SCAF8,38.3971,0.5631575137376785,g1_to_g2
SCAF8,SCAF4,38.3971,-0.41672047693282366,g2_to_g1
TBC1D4,TBC1D1,48.36895,0.638792909681797,g1_to_g2
TBC1D1,TBC1D4,48.36895,-0.7075253427028656,g2_to_g1
IMPA2,BPNT1,22.8445,0.030260413885116577,g1_to_g2
BPNT1,IMPA2,22.8445,-0.3762394115328789,g2_to_g1
IMPA2,IMPA1,52.05515,0.2945363223552704,g1_to_g2
IMPA1,IMPA2,52.05515,-0.26217470318078995,g2_to_g1
IMPA2,INPP1,20.32685,0.15194727573543787,g1_to_g2
SPRY2,SPRY3,40.2133,-0.3768620640039444,g1_to_g2
SPRY2,SPRY4,39.44045,-0.3429654389619827,g1_to_g2
SPRY2,SPRY1,51.4216,-0.7485132217407227,g1_to_g2
SPRY1,SPRY2,51.4216,-0.6000535935163498,g2_to_g1
KLF5,KLF16,20.31625,-0.22677433490753174,g1_to_g2
KLF16,KLF5,20.31625,0.6888716090470552,g2_to_g1
KLF5,KLF4,23.30345,-0.6045912355184555,g1_to_g2
KLF4,KLF5,23.30345,1.0337002743035555,g2_to_g1
KLF5,KLF8,24.12245,0.5021031498908997,g1_to_g2
KLF8,KLF5,24.12245,0.676539110019803,g2_to_g1
KLF5,KLF9,21.0599,-0.0020943284034729004,g1_to_g2
KLF9,KLF5,21.0599,0.6958369482308626,g2_to_g1
KLF5,KLF15,20.66415,-0.3588007837533951,g1_to_g2
KLF15,KLF5,20.66415,-0.2951821517199278,g2_to_g1
KLF5,KLF1,25.24815,0.009151339530944824,g1_to_g2
KLF5,KLF12,23.14495,0.0034450069069862366,g1_to_g2
KLF12,KLF5,23.14495,0.5341418255120516,g2_to_g1
KLF5,KLF6,29.7531,0.9549252688884735,g1_to_g2
KLF6,KLF5,29.7531,-0.6075640451163054,g2_to_g1
KLF5,KLF7,29.42205,0.1602776125073433,g1_to_g2
KLF7,KLF5,29.42205,0.24639329500496387,g2_to_g1
KLF5,KLF13,20.09445,0.8466226533055305,g1_to_g2
KLF13,KLF5,20.09445,0.20368261821568012,g2_to_g1
KLF5,KLF2,25.2757,0.11320935934782028,g1_to_g2
KLF2,KLF5,25.2757,0.019923288375139236,g2_to_g1
NCAM1,NCAM2,26.7888,-0.19662723154760897,g2_to_g1
PRKAA1,HUNK,21.21,-0.2785712694749236,g2_to_g1
BRSK1,HUNK,20.68145,0.8040246749296784,g2_to_g1
TSSK6,HUNK,24.0519,-0.2785712694749236,g2_to_g1
MELK,HUNK,20.8503,-0.2785712694749236,g2_to_g1
SIK1,HUNK,21.01995,1.2041206741705537,g2_to_g1
POU4F1,POU1F1,27.3684,-0.14426251500844955,g1_to_g2
POU1F1,POU4F1,27.3684,-1.28733029961586,g2_to_g1
POU4F1,POU3F2,25.07745,-0.19773577898740768,g1_to_g2
POU3F2,POU4F1,25.07745,-0.3192354738712311,g2_to_g1
POU4F1,POU4F3,67.3497,0.4435889720916748,g1_to_g2
POU4F3,POU4F1,67.3497,0.39973121881484985,g2_to_g1
POU4F1,POU3F4,27.3306,-0.6082887500524521,g1_to_g2
POU3F4,POU4F1,27.3306,-0.18692485243082047,g2_to_g1
POU4F1,POU2F2,20.34495,-0.44974440336227417,g1_to_g2
POU2F2,POU4F1,20.34495,0.16624481976032257,g2_to_g1
POU4F1,POU3F3,24.7845,-0.07686155568808317,g1_to_g2
POU3F3,POU4F1,24.7845,-1.28733029961586,g2_to_g1
POU4F1,POU3F1,24.63105,1.1185138523578644,g1_to_g2
POU3F1,POU4F1,24.63105,0.030210033059120178,g2_to_g1
POU4F1,POU2F3,23.40105,-0.22543450817465782,g1_to_g2
POU2F3,POU4F1,23.40105,0.16677279770374298,g2_to_g1
POU4F1,POU5F1B,21.98165,-0.6817655712366104,g1_to_g2
POU5F1B,POU4F1,21.98165,1.3633614480495453,g2_to_g1
POU5F1,POU4F1,21.94875,0.1374201476573944,g2_to_g1
POU4F1,POU4F2,61.12005,-0.17412423342466354,g1_to_g2
POU4F2,POU4F1,61.12005,0.8321970403194427,g2_to_g1
MORC3,MORC4,34.86145,-0.09228092059493065,g1_to_g2
MORC4,MORC3,34.86145,-0.22510886192321777,g2_to_g1
SPATA13,ARHGEF9,42.04405,0.25787871330976486,g1_to_g2
ARHGEF9,SPATA13,42.04405,-0.39341573044657707,g2_to_g1
GCFC2,PAXBP1,30.5849,0.2880980260670185,g2_to_g1
OLFM4,OLFM3,21.757,-0.043059335090219975,g1_to_g2
OLFM4,OLFM2,22.4825,0.6487918831408024,g1_to_g2
OLFM4,OLFM1,24.337,0.717022716999054,g1_to_g2
RANBP6,IPO5,79.11095,-0.0729910284280777,g2_to_g1
IPO4,IPO5,20.57045,-0.0035132765769958496,g2_to_g1
CELF2,CELF4,45.5366,-0.06848186068236828,g2_to_g1
CELF1,CELF4,43.83435,-0.06848186068236828,g2_to_g1
ITSN1,ITSN2,60.1551,0.23104868829250336,g1_to_g2
ITSN2,ITSN1,60.1551,-1.1274438202381134,g2_to_g1
DIAPH3,FMNL2,20.4338,0.2401430606842041,g1_to_g2
FMNL2,DIAPH3,20.4338,1.5219918638467789,g2_to_g1
DIAPH3,DIAPH2,54.92705,0.07392297626938671,g1_to_g2
DIAPH2,DIAPH3,54.92705,0.2801957279443741,g2_to_g1
DIAPH3,DAAM2,20.4961,0.0,g1_to_g2
DIAPH3,FMNL3,20.20305,0.8982119709253311,g1_to_g2
FMNL3,DIAPH3,20.20305,-0.7050189226865768,g2_to_g1
DIAPH3,FMNL1,20.26885,0.3628714233636856,g1_to_g2
FMNL1,DIAPH3,20.26885,1.0649105459451675,g2_to_g1
DIAPH3,DAAM1,21.38335,0.4886719584465027,g1_to_g2
DAAM1,DIAPH3,21.38335,0.15034659206867218,g2_to_g1
DIAPH3,DIAPH1,45.32035,-0.8361280877143145,g1_to_g2
DIAPH1,DIAPH3,45.32035,-1.6524237245321274,g2_to_g1
SS18,SS18L2,29.220805,2.5510578006505966,g1_to_g2
SS18L2,SS18,29.220805,-2.108433877117932,g2_to_g1
SS18,SS18L1,60.48645,-0.3365490511059761,g1_to_g2
SS18L1,SS18,60.48645,-0.9009912358596921,g2_to_g1
SLC7A6,SLC7A1,21.366,1.65338134765625,g2_to_g1
SLC7A5,SLC7A1,20.4827,0.5263044238090515,g2_to_g1
SLC7A8,SLC7A1,21.27275,0.2621746063232422,g2_to_g1
SLC7A11,SLC7A1,21.3357,3.1970674991607666,g2_to_g1
SLC7A7,SLC7A1,21.28065,0.8008374571800232,g2_to_g1
SLC15A2,SLC15A1,46.6349,2.2156134508550167,g2_to_g1
FOXO1,FOXO4,37.8747,1.1125910747796297,g1_to_g2
FOXO4,FOXO1,37.8747,-0.1304503008723259,g2_to_g1
FOXO1,FOXO3,43.3815,1.9344652444124222,g1_to_g2
FOXO3,FOXO1,43.3815,0.7902252599596977,g2_to_g1
FOXO1,FOXO6,34.70255,-0.2754194438457489,g1_to_g2
FOXO6,FOXO1,34.70255,1.7365947291254997,g2_to_g1
LRCH1,LRCH2,43.3247,0.0,g1_to_g2
LRCH1,LRCH4,38.2915,0.4749200902879238,g1_to_g2
LRCH4,LRCH1,38.2915,1.387380211148411,g2_to_g1
LRCH1,LRCH3,40.6527,-1.104682706296444,g1_to_g2
LRCH3,LRCH1,40.6527,0.4239541278220713,g2_to_g1
RPRD1A,RPRD1B,67.11695,-13.5956479460001,g1_to_g2
RPRD1B,RPRD1A,67.11695,-0.7527418471872807,g2_to_g1
DIS3,DIS3L,34.37245,3.063265100121498,g1_to_g2
DIS3L,DIS3,34.37245,0.625332023948431,g2_to_g1
DIS3,DIS3L2,27.0636,-1.4105117544531822,g1_to_g2
DIS3L2,DIS3,27.0636,-0.2006743587553501,g2_to_g1
MIA2,CTAGE1,67.5639,-0.062096424982883036,g2_to_g1
HRH4,CHRM1,20.61035,-0.04760750202694908,g1_to_g2
HRH4,HTR1D,20.34485,-0.3409086484462023,g1_to_g2
HRH4,TAAR9,20.66315,-0.04901283094659448,g1_to_g2
HRH4,CHRM5,21.10805,-0.16119378618896008,g1_to_g2
HRH4,HRH1,20.54785,-0.36617276072502136,g1_to_g2
HRH4,HRH3,37.04695,-0.19445952028036118,g1_to_g2
HRH4,HTR4,22.1081,-0.39810725464485586,g1_to_g2
MAPK7,MAPK4,21.23575,-0.10143460833933204,g2_to_g1
MAPK11,MAPK4,26.48245,-0.10143460833933204,g2_to_g1
MAPK6,MAPK4,48.676,5.325134160579182,g2_to_g1
MAPK1,MAPK4,30.6973,-0.10143460833933204,g2_to_g1
MAPK8,MAPK4,23.2616,-0.10143460833933204,g2_to_g1
MAPK10,MAPK4,21.9949,-0.10143460833933204,g2_to_g1
MAPK13,MAPK4,27.77065,6.939159276545979,g2_to_g1
MAPK3,MAPK4,30.1776,-0.10143460833933204,g2_to_g1
MAPK12,MAPK4,26.34885,-0.10143460833933204,g2_to_g1
MAPK14,MAPK4,25.54375,-0.10143460833933204,g2_to_g1
NLK,MAPK4,20.52635,-0.10143460833933204,g2_to_g1
MAPK9,MAPK4,21.93515,-0.10143460833933204,g2_to_g1
ST8SIA4,ST8SIA3,33.8568,-0.042909486684948206,g2_to_g1
ST8SIA1,ST8SIA3,25.57065,-0.042909486684948206,g2_to_g1
ZMYM5,ZMYM2,42.6429,-0.342521533370018,g1_to_g2
ZMYM2,ZMYM5,42.6429,-12.429476849734783,g2_to_g1
SMAD2,SMAD3,87.63825,1.673921786248684,g1_to_g2
SMAD3,SMAD2,87.63825,2.0291983485221863,g2_to_g1
SMAD2,SMAD4,37.7504,0.22908034175634384,g1_to_g2
SMAD4,SMAD2,37.7504,-0.3202105164527893,g2_to_g1
SMAD2,SMAD6,26.19195,-0.7834629416465759,g1_to_g2
SMAD2,SMAD9,59.5289,-0.3078056871891022,g1_to_g2
SMAD9,SMAD2,59.5289,0.32091444730758667,g2_to_g1
SMAD2,SMAD5,61.3737,0.30644261837005615,g1_to_g2
SMAD5,SMAD2,61.3737,-0.3797173500061035,g2_to_g1
SMAD2,SMAD1,60.9445,0.8345672935247421,g1_to_g2
SMAD1,SMAD2,60.9445,0.8272964358329773,g2_to_g1
SMAD2,SMAD7,24.6881,-0.47554584965109825,g1_to_g2
SMAD7,SMAD2,24.6881,-0.7868123650550842,g2_to_g1
SOX1,SOX10,21.87115,0.0,g1_to_g2
SOX10,SOX1,21.87115,-0.15559428930282593,g2_to_g1
SOX1,SOX15,34.24695,0.9117675274610519,g1_to_g2
SOX15,SOX1,34.24695,-0.15559428930282593,g2_to_g1
SOX1,SOX8,22.0786,-0.4865409769117832,g1_to_g2
SOX8,SOX1,22.0786,-0.15559428930282593,g2_to_g1
SOX1,SOX14,37.31935,0.0,g1_to_g2
SOX14,SOX1,37.31935,-0.15559428930282593,g2_to_g1
SOX1,SOX3,51.83675,-0.038603011751547456,g1_to_g2
SOX3,SOX1,51.83675,-0.15559428930282593,g2_to_g1
SOX1,SOX2,55.69315,-0.28075192868709564,g1_to_g2
SOX2,SOX1,55.69315,-0.15559428930282593,g2_to_g1
SOX1,SOX17,21.13525,-0.09833020344376564,g1_to_g2
SOX17,SOX1,21.13525,-0.15559428930282593,g2_to_g1
SOX1,SOX21,37.0844,-0.06264745071530342,g1_to_g2
SOX21,SOX1,37.0844,-0.15559428930282593,g2_to_g1
MYO16,MYO3B,21.01695,-0.10272113978862762,g1_to_g2
MYO16,MYO1C,21.3534,-0.8034596182405949,g1_to_g2
MYO1C,MYO16,21.3534,-0.08647362142801285,g2_to_g1
MYO16,MYO1H,20.63525,-0.10634634643793106,g1_to_g2
MYO16,MYO1E,20.0822,-1.4729593396186829,g1_to_g2
MYO1E,MYO16,20.0822,-0.08647362142801285,g2_to_g1
IRS2,IRS4,25.3144,-0.2212514653801918,g1_to_g2
IRS2,IRS1,37.41615,0.8115134388208389,g1_to_g2
IRS1,IRS2,37.41615,0.7507826946675777,g2_to_g1
STOM,STOML3,63.905,-0.13840872049331665,g2_to_g1
STOML1,STOML3,26.473,-0.13840872049331665,g2_to_g1
STOML2,STOML3,27.16755,-0.13840872049331665,g2_to_g1
TXNL1,TXNDC8,26.06875,0.0,g1_to_g2
PCCA,MCCC1,37.99055,-0.20657591708004475,g1_to_g2
MCCC1,PCCA,37.99055,-1.8105989573523402,g2_to_g1
PCCA,PC,30.5597,-0.7165132462978363,g1_to_g2
PC,PCCA,30.5597,0.039682851172983646,g2_to_g1
MIF4GD,CTIF,21.3098,-0.8460967540740967,g2_to_g1
GAREM1,GAREM2,44.3429,0.22845912910997868,g1_to_g2
GAREM2,GAREM1,44.3429,-0.4120636135339737,g2_to_g1
BOD1,BOD1L2,83.02325,-0.24879051744937897,g2_to_g1
GRK4,GRK1,45.056,-0.3532680692151189,g2_to_g1
GRK5,GRK1,44.08315,-0.3532680692151189,g2_to_g1
GRK6,GRK1,46.01125,-0.3532680692151189,g2_to_g1
GRK2,GRK1,29.69375,-0.3532680692151189,g2_to_g1
NMUR1,MLNR,27.93145,-0.0920561314560473,g2_to_g1
FGFR2,FLT3,22.25075,-0.23383640125393867,g2_to_g1
PDGFRB,FLT3,25.03685,-0.23383640125393867,g2_to_g1
FLT1,FLT3,21.22865,-0.23383640125393867,g2_to_g1
CSF1R,FLT3,30.43605,-0.23383640125393867,g2_to_g1
FLT4,FLT3,21.23685,-0.23383640125393867,g2_to_g1
KIT,FLT3,29.56035,-0.23383640125393867,g2_to_g1
FAM216A,FAM216B,20.0859,-0.04152696952223778,g2_to_g1
LAYN,CHODL,42.77345,0.13568951189517975,g2_to_g1
BACH1,BACH2,34.1399,0.36120010912418365,g1_to_g2
BACH2,BACH1,34.1399,1.9986343830823898,g2_to_g1
ITM2B,ITM2A,40.83305,0.5505692064762115,g1_to_g2
ITM2A,ITM2B,40.83305,0.4333781599998474,g2_to_g1
ITM2B,ITM2C,43.52735,-0.9271200746297836,g1_to_g2
ITM2C,ITM2B,43.52735,-0.5520435869693756,g2_to_g1
S1PR1,MC4R,22.2379,0.0,g2_to_g1
S1PR2,MC4R,21.33395,0.0,g2_to_g1
LPAR3,MC4R,20.45715,0.0,g2_to_g1
LPAR2,MC4R,22.07105,0.0,g2_to_g1
GPR3,MC4R,20.544,0.0,g2_to_g1
MC1R,MC4R,46.8663,0.0,g2_to_g1
TMX3,P4HB,20.0215,0.4029375910758972,g1_to_g2
P4HB,TMX3,20.0215,0.1259959563612938,g2_to_g1
ETS2,FLI1,27.5881,-1.1425608396530151,g1_to_g2
FLI1,ETS2,27.5881,0.9731434136629105,g2_to_g1
ETS2,ETV5,20.66955,-0.6703581623733044,g1_to_g2
ETV5,ETS2,20.66955,1.2617005854845047,g2_to_g1
ETS2,GABPA,27.52625,0.1847425177693367,g1_to_g2
GABPA,ETS2,27.52625,-2.086975261569023,g2_to_g1
ETS2,ETS1,50.5383,-1.152214452624321,g1_to_g2
ETS1,ETS2,50.5383,-1.2229001969099045,g2_to_g1
ETS2,SPDEF,20.72495,-0.1760224848985672,g1_to_g2
SPDEF,ETS2,20.72495,-1.269385740160942,g2_to_g1
ETS2,ERG,26.79625,-0.2025711089372635,g1_to_g2
ERG,ETS2,26.79625,-0.38895146548748016,g2_to_g1
ETS2,ETV1,21.98885,-0.2189428685232997,g1_to_g2
ETV1,ETS2,21.98885,-0.0820431113243103,g2_to_g1
ETS2,FEV,24.3854,-0.04973932262510061,g1_to_g2
FEV,ETS2,24.3854,-1.0710138529539108,g2_to_g1
ETS2,ETV2,24.26965,-0.07742239534854889,g1_to_g2
ETV2,ETS2,24.26965,0.8223250657320023,g2_to_g1
KCTD15,KCNRG,22.3511,-0.09167315810918808,g2_to_g1
KCTD12,KCNRG,22.6239,0.22408843785524368,g2_to_g1
KCTD21,KCNRG,21.4395,0.9927741959691048,g2_to_g1
KCTD11,KCNRG,20.2579,-0.33901549130678177,g2_to_g1
KCTD6,KCNRG,22.89805,-0.4180876836180687,g2_to_g1
FAM124B,FAM124A,26.99635,0.5848511159420013,g2_to_g1
N4BP2L1,N4BP2,23.40101,-0.5361161455512047,g1_to_g2
N4BP2,N4BP2L1,23.40101,-0.4578428640961647,g2_to_g1
N4BP2L1,N4BP2L2,26.52875,0.5080735236406326,g1_to_g2
N4BP2L2,N4BP2L1,26.52875,1.1903753504157066,g2_to_g1
PTPN2,PTPRE,20.91825,-0.3937641382217407,g1_to_g2
PTPRE,PTPN2,20.91825,-0.5475144106894732,g2_to_g1
PTPN2,PTPN9,22.1183,0.28080109506845474,g1_to_g2
PTPN9,PTPN2,22.1183,0.434348551556468,g2_to_g1
PTPN2,PTPN11,20.8895,0.7229071259498596,g1_to_g2
PTPN11,PTPN2,20.8895,0.37918773107230663,g2_to_g1
PTPN2,PTPN6,21.2696,-0.6468464583158493,g1_to_g2
PTPN6,PTPN2,21.2696,2.1248503010720015,g2_to_g1
PTPN2,PTPN7,20.23095,0.20343434810638428,g1_to_g2
PTPN7,PTPN2,20.23095,0.40881830267608166,g2_to_g1
PTPN2,PTPN20,21.0786,-0.5578421596437693,g1_to_g2
PTPN2,PTPN1,55.0893,0.1314980909228325,g1_to_g2
PTPN1,PTPN2,55.0893,0.46576165966689587,g2_to_g1
KCNJ14,KCNJ15,32.98565,-0.18605027347803116,g2_to_g1
KCNJ1,KCNJ15,44.4452,-0.18605027347803116,g2_to_g1
CSNK1E,CSNK1A1L,58.2776,0.0,g2_to_g1
CSNK1D,CSNK1A1L,59.6847,0.0,g2_to_g1
TTBK2,CSNK1A1L,21.684485,0.0,g2_to_g1
CSNK1G1,CSNK1A1L,43.76365,14.866006512194872,g2_to_g1
CSNK1G3,CSNK1A1L,42.83085,0.0,g2_to_g1
VRK1,CSNK1A1L,25.266,0.0,g2_to_g1
CSNK1G2,CSNK1A1L,44.0914,0.0,g2_to_g1
VRK2,CSNK1A1L,22.70495,0.0,g2_to_g1
TRPC1,TRPC4,41.6935,-0.060089278034865856,g2_to_g1
CRYZL1,TP53I3,22.33405,0.9301545321941376,g1_to_g2
CRYZL1,PTGR3,20.69195,0.3409183397889137,g1_to_g2
CRYZL1,CRYZ,20.96215,-0.3729378432035446,g1_to_g2
CRYZ,CRYZL1,20.96215,0.19142139330506325,g2_to_g1
CRYZL1,RTN4IP1,20.7537,2.0701291412115097,g1_to_g2
RTN4IP1,CRYZL1,20.7537,1.0324246622622013,g2_to_g1
CRYZL1,VAT1L,20.22005,11.851157523691654,g1_to_g2
CRYZL1,VAT1,20.55745,0.2893226221203804,g1_to_g2
VAT1,CRYZL1,20.55745,0.004633631557226181,g2_to_g1
PHLPP1,PHLPP2,46.97325,0.4867147207260132,g1_to_g2
PHLPP2,PHLPP1,46.97325,-1.0113733327016234,g2_to_g1
CPA5,CPB2,36.3296,-0.14368335157632828,g2_to_g1
KCTD15,KCTD1,50.4136,-0.5396995916962624,g2_to_g1
LCP1,PLS3,79.71405,-0.39401794224977493,g1_to_g2
LCP1,PLS1,73.2486,-0.5429181829094887,g1_to_g2
PLS1,LCP1,73.2486,-0.41239210218191147,g2_to_g1
SLC39A6,SLC39A12,20.0947,-0.024663344025611877,g1_to_g2
SLC39A6,SLC39A5,26.04615,-0.4919409956783056,g1_to_g2
SLC39A6,SLC39A14,24.50625,-0.12469793111085892,g1_to_g2
SLC39A14,SLC39A6,24.50625,0.506607623770833,g2_to_g1
SLC39A6,SLC39A8,24.4889,2.713601753115654,g1_to_g2
SLC39A8,SLC39A6,24.4889,0.22763115353882313,g2_to_g1
SLC39A4,SLC39A6,21.0952,0.6626650411635637,g2_to_g1
SLC39A6,SLC39A10,33.36795,0.8367603123188019,g1_to_g2
SLC39A10,SLC39A6,33.36795,-0.4364715497940779,g2_to_g1
ADAMTS17,ADAMTS5,24.35925,0.0,g2_to_g1
ADAMTS10,ADAMTS5,26.26,0.0,g2_to_g1
ADAMTS1,ADAMTS5,39.4457,0.0,g2_to_g1
ADAMTS6,ADAMTS5,27.7844,0.0,g2_to_g1
SIAH3,SIAH1,38.49695,1.003273382782936,g1_to_g2
SIAH1,SIAH3,38.49695,-0.3276189686730504,g2_to_g1
SIAH3,SIAH2,36.0606,1.2959987968206406,g1_to_g2
SIAH2,SIAH3,36.0606,-0.3276189686730504,g2_to_g1
CACNA1C,NALCN,21.12275,-0.07686208188533783,g2_to_g1
CACNA1D,NALCN,20.2434,-0.07686208188533783,g2_to_g1
AVPR2,GALR1,21.40885,-0.12380153685808182,g2_to_g1
C2CD2L,C2CD2,29.67345,-0.6408747509121895,g2_to_g1
ZNF521,ZNF423,62.77705,-0.18384013324975967,g1_to_g2
ZNF423,ZNF521,62.77705,-0.07052909396588802,g2_to_g1
ADRB2,ADRA1D,25.85125,-0.16546520590782166,g2_to_g1
