dep_gene,paralog_gene,mean_identical_score,delta_z,group,empirical_pval,empirical_fdr,rank,rank_pct,n_perturbations
HNRNPU,HNRNPUL2,40.9405,2.944456190033175,Aneuploidy vulnerability,0.002916869227029655,0.3043807054502242,33,2.049689440993789,2057.0
NOP58,NOP56,37.70425,2.916831645285796,Non-significant background,0.0009722897423432182,0.17393183168584236,34,2.111801242236025,2057.0
PSMA6,PSMA4,30.40135,2.90636928833235,Non-significant background,0.0106951871657754,0.3242586290714633,35,2.1739130434782608,2057.0
PSMD1,PSMD2,20.216,2.9008255255122353,Non-significant background,0.014098201263976665,0.3242586290714633,36,2.236024844720497,2057.0
NFYC,POLE4,20.18115,2.8863858091965353,Non-significant background,0.007778317938745746,0.3242586290714633,37,2.298136645962733,2057.0
SRSF1,SRSF9,68.0293,2.885498373111317,Non-significant background,0.006319883325230919,0.3242586290714633,38,2.360248447204969,2057.0
PSMC4,PSMC6,39.208,2.8772452583861186,Non-significant background,0.012153621779290228,0.3242586290714633,39,2.422360248447205,2057.0
PSMC5,PSMC2,45.10035,2.876615013711479,Non-significant background,0.00583373845405931,0.3242586290714633,40,2.484472049689441,2057.0
PSMA5,PSMA4,36.3126,2.810823281175978,Non-significant background,0.01118133203694701,0.3242586290714633,41,2.546583850931677,2057.0
HYOU1,HSPA5,22.77045,2.7544712903183126,Non-significant background,0.008750607681088965,0.3242586290714633,42,2.608695652173913,2057.0
PSMC4,PSMC5,39.8143,2.745583254861039,Non-significant background,0.002916869227029655,0.3043807054502242,43,2.670807453416149,2057.0
SET,TSPYL1,26.24805,2.6685022129634515,Non-significant background,0.0024307243558580457,0.3043807054502242,44,2.732919254658385,2057.0
HSPA8,HSPA1B,85.62675,2.619644745450612,Non-significant background,0.006806028196402528,0.3242586290714633,45,2.7950310559006213,2057.0
PSMB6,PSMB4,22.72015,2.6041689775291395,Non-significant background,0.015556635877491492,0.3339491168368174,46,2.857142857142857,2057.0
PSMC2,PSMC6,41.7254,2.5956245174956156,Non-significant background,0.013612056392805057,0.3242586290714633,47,2.919254658385093,2057.0
SMARCE1,HMG20B,23.7476,2.585709313836393,Non-significant background,0.004861448711716091,0.3242586290714633,48,2.981366459627329,2057.0
PSMB7,PSMB3,20.37155,2.5679129207498232,Non-significant background,0.01652892561983471,0.3368553195940998,49,3.0434782608695654,2057.0
RPS27A,UBC,34.23495,2.4856347762103783,Non-significant background,0.025279533300923675,0.3985937809467221,50,3.1055900621118013,2057.0
SRSF7,SRSF6,35.5433,2.480309195654176,Non-significant background,0.0053475935828877,0.3242586290714633,51,3.1677018633540373,2057.0
PSMC6,PSMC1,40.68475,2.477614876833411,Non-significant background,0.014584346135148274,0.33071545461392565,52,3.229813664596273,2057.0
RFFL,RNF34,43.8161,2.458470221036413,Non-significant background,0.010209042294603793,0.3242586290714633,53,3.291925465838509,2057.0
PSMC1,PSMC5,44.04275,2.3698310442439734,Non-significant background,0.006806028196402528,0.3242586290714633,54,3.354037267080745,2057.0
PSMC2,PSMC5,45.10035,2.3646618910304724,Non-significant background,0.007292173067574137,0.3242586290714633,55,3.416149068322982,2057.0
AFG3L2,YME1L1,31.28595,2.339526160238132,Non-significant background,0.026737967914438502,0.3985937809467221,56,3.4782608695652173,2057.0
CHD4,CHD3,67.3654,2.3260203735356075,Non-significant background,0.014098201263976665,0.3242586290714633,57,3.540372670807453,2057.0
PSMA4,PSMA1,26.33625,2.3221318816441463,Non-significant background,0.010209042294603793,0.3242586290714633,58,3.602484472049689,2057.0
TERF2,TERF1,21.8515,2.313335238857656,Non-significant background,0.012153621779290228,0.3242586290714633,59,3.6645962732919255,2057.0
PSMB7,PSMB4,20.34445,2.2865112982097577,Non-significant background,0.01750121536217793,0.3478636633716848,60,3.7267080745341614,2057.0
PSMA3,PSMA4,27.91075,2.2842903927635025,Non-significant background,0.018473505104521146,0.354075514503322,61,3.788819875776398,2057.0
PSMC2,PSMC3,37.15775,2.282753598218391,Non-significant background,0.012153621779290228,0.3242586290714633,62,3.8509316770186337,2057.0
TCP1,CCT4,30.50965,2.2426073140349376,Non-significant background,0.00583373845405931,0.3242586290714633,63,3.91304347826087,2057.0
PSMC1,PSMC2,40.55245,2.2261409422087937,Non-significant background,0.013125911521633447,0.3242586290714633,64,3.9751552795031055,2057.0
SRSF7,SRSF5,32.69435,2.1886863759419786,Non-significant background,0.019931939718035974,0.36466389711406727,65,4.037267080745342,2057.0
PPIE,PPID,29.8236,2.1873148587984117,Non-significant background,0.007292173067574137,0.3242586290714633,66,4.099378881987578,2057.0
PSMC6,PSMC5,45.55545,2.1267051287166296,Non-significant background,0.009722897423432183,0.3242586290714633,67,4.161490683229814,2057.0
ERCC2,DDX11,20.0822,2.1219694706688235,Non-significant background,0.009236752552260573,0.3242586290714633,68,4.22360248447205,2057.0
CUL2,CUL5,25.8497,2.120468738065913,Non-significant background,0.010209042294603793,0.3242586290714633,69,4.285714285714286,2057.0
PSMA6,PSMA7,34.00865,2.098716747613812,Non-significant background,0.01750121536217793,0.3478636633716848,70,4.3478260869565215,2057.0
CNOT2,CNOT3,20.6692,2.083369058338977,Non-significant background,0.01652892561983471,0.3368553195940998,71,4.409937888198757,2057.0
WDR5,PAFAH1B1,23.90535,2.0694672692216796,Non-significant background,0.02868254739912494,0.412311618862421,72,4.472049689440994,2057.0
PSMA4,PSMA7,34.99335,2.0591492770632747,Non-significant background,0.018959649975692758,0.35494228442866677,73,4.53416149068323,2057.0
IPO13,TNPO3,23.1281,2.057893936278794,Non-significant background,0.015070491006319884,0.3323765824681508,74,4.596273291925466,2057.0
PSMC5,PSMC6,45.55545,2.0558813324522807,Non-significant background,0.024307243558580455,0.39134662129314535,75,4.658385093167702,2057.0
SUMO2,SUMO3,91.0577,2.03450525601591,Non-significant background,0.025279533300923675,0.3985937809467221,76,4.720496894409938,2057.0
PSMA5,PSMA2,31.16465,1.9871772803502892,Non-significant background,0.01118133203694701,0.3242586290714633,77,4.782608695652174,2057.0
PSMA2,PSMA4,33.63545,1.985460837252028,Non-significant background,0.022848808945065628,0.38319356668287147,78,4.84472049689441,2057.0
PSMA3,PSMA5,31.07315,1.97722531562466,Non-significant background,0.012639766650461837,0.3242586290714633,79,4.906832298136646,2057.0
PSMB4,PSMB7,20.34445,1.9604008107407684,Non-significant background,0.03548857559552747,0.4524945308701993,80,4.968944099378882,2057.0
NEDD8,UBB,36.7675,1.952579894350893,Non-significant background,0.04666990763247448,0.4967091731797614,81,5.031055900621118,2057.0
DNM2,DNM1,78.8937,1.939300113895891,Non-significant background,0.022848808945065628,0.38319356668287147,82,5.093167701863354,2057.0
PSMA1,PSMA5,29.0236,1.904732000881618,Non-significant background,0.013125911521633447,0.3242586290714633,83,5.15527950310559,2057.0
CNOT3,CNOT2,20.6692,1.897032210795602,Non-significant background,0.040350024307243555,0.4921480237474404,84,5.217391304347826,2057.0
PSMA5,PSMA1,29.0236,1.8889775370854305,Non-significant background,0.016042780748663103,0.33543996110841034,85,5.279503105590062,2057.0
HDAC7,HDAC5,42.5678,1.8852746200858863,Non-significant background,0.04666990763247448,0.4967091731797614,86,5.341614906832298,2057.0
PPWD1,PPIL3,32.20055,1.884074804954094,Non-significant background,0.02236266407389402,0.38302009743584436,87,5.403726708074534,2057.0
PSMA4,PSMA5,36.3126,1.8705930829586443,Non-significant background,0.014098201263976665,0.3242586290714633,88,5.46583850931677,2057.0
EXOSC4,EXOSC6,25.21385,1.865494988200793,Non-significant background,0.023821098687408847,0.3873936251184671,89,5.527950310559007,2057.0
HBS1L,EEF1A1,29.7372,1.8563296728502583,Non-significant background,0.019931939718035974,0.36466389711406727,90,5.590062111801243,2057.0
RPS2,MRPS5,21.5196,1.848033084730626,Non-significant background,0.012639766650461837,0.3242586290714633,91,5.6521739130434785,2057.0
UBE2I,UBE2F,24.6425,1.8307975099652731,Non-significant background,0.042294603791929994,0.4967091731797614,92,5.714285714285714,2057.0
AP2M1,AP3M2,24.62875,1.8266876228837243,Non-significant background,0.009722897423432183,0.3242586290714633,93,5.77639751552795,2057.0
PSMC1,PSMC6,40.68475,1.822432946259959,Non-significant background,0.03354399611084103,0.45004861448711714,94,5.838509316770186,2057.0
PSMA4,PSMA2,33.63545,1.791465190811715,Non-significant background,0.015556635877491492,0.3339491168368174,95,5.900621118012422,2057.0
PSMA3,PSMA7,34.20145,1.788047206254864,Non-significant background,0.026737967914438502,0.3985937809467221,96,5.962732919254658,2057.0
PSMA2,PSMA7,36.54535,1.7784656403979304,Non-significant background,0.027224112785610113,0.4021176292186448,97,6.024844720496894,2057.0
DDX47,DDX19B,21.856,1.7619622854693202,Non-significant background,0.026737967914438502,0.3985937809467221,98,6.086956521739131,2057.0
DDX47,DDX19A,21.87825,1.761754854090956,Non-significant background,0.018473505104521146,0.354075514503322,99,6.149068322981367,2057.0
PSMC3,PSMC5,41.00925,1.75592704491536,Non-significant background,0.02236266407389402,0.38302009743584436,100,6.211180124223603,2057.0
MCM4,MCM5,27.85865,1.7437983544868068,Non-significant background,0.020418084589207585,0.3693608560519574,101,6.273291925465839,2057.0
HSD17B12,HSD17B11,20.92305,1.7385292460975332,Non-significant background,0.049100631988332526,0.5035160350395883,102,6.3354037267080745,2057.0
KCTD10,TNFAIP1,70.9078,1.735945398235745,Non-significant background,0.054934370442391835,0.532797207302716,103,6.39751552795031,2057.0
SRSF3,SRSF9,32.39845,1.7302252932391855,Non-significant background,0.04423918327661643,0.4967091731797614,104,6.459627329192546,2057.0
IMP4,RPF1,28.0428,1.7210403864801682,Non-significant background,0.06417112299465241,0.5903743315508022,105,6.521739130434782,2057.0
PSMC6,PSMC3,39.27365,1.70909227085633,Non-significant background,0.034516285853184246,0.4508313077297035,106,6.583850931677018,2057.0
PSMC4,PSMC2,37.1443,1.699921455018547,Non-significant background,0.026251823043266894,0.3985937809467221,107,6.645962732919254,2057.0
EEF1A1,EIF2S3,25.48475,1.6995429994897284,Non-significant background,0.02868254739912494,0.412311618862421,108,6.70807453416149,2057.0
SLC25A26,SLC25A17,20.0302,1.6854273483088804,Non-significant background,0.018959649975692758,0.35494228442866677,109,6.770186335403727,2057.0
DDX24,DDX50,20.0419,1.6737828384358606,Non-significant background,0.07632474477394263,0.61004032142755,110,6.832298136645963,2057.0
DDX21,DDX50,57.9478,1.6671129594762049,Non-significant background,0.07729703451628585,0.61004032142755,111,6.894409937888199,2057.0
SPTLC1,SPTLC2,25.89195,1.6540242790996411,Non-significant background,0.0213903743315508,0.37433155080213903,112,6.956521739130435,2057.0
RPL26,RPL26L1,98.6207,1.6480646733335569,Non-significant background,0.016042780748663103,0.33543996110841034,113,7.0186335403726705,2057.0
DHX36,DHX8,20.65375,1.6457366644738054,Non-significant background,0.04618376276130287,0.4967091731797614,114,7.080745341614906,2057.0
MOB4,MOB1B,21.3241,1.6193008144650984,Non-significant background,0.09479824987846379,0.6495379606525234,115,7.142857142857142,2057.0
PSMC3,PSMC2,37.15775,1.617800082795647,Non-significant background,0.029654837141468156,0.4188095420856468,116,7.204968944099378,2057.0
PPIL1,PPIG,24.62367,1.61255596943174,Non-significant background,0.11084103062712689,0.6759623458699783,117,7.267080745341616,2057.0
DDX23,DDX6,20.39745,1.6045720296347974,Non-significant background,0.07194944093339815,0.5940441020654924,118,7.329192546583851,2057.0
CCT7,CCT4,31.7934,1.5992118901457777,Non-significant background,0.034516285853184246,0.4508313077297035,119,7.391304347826087,2057.0
EIF4A1,DDX50,25.0204,1.5865455995518885,Non-significant background,0.08750607681088965,0.63177033033871,120,7.453416149068323,2057.0
RFC5,RFC4,35.88475,1.582737526685478,Non-significant background,0.0743801652892562,0.6048084147257701,121,7.515527950310559,2057.0
CHD4,SMARCA1,21.0622,1.5780326527235773,Non-significant background,0.03354399611084103,0.45004861448711714,122,7.577639751552795,2057.0
DDX47,DDX28,26.12025,1.577139788778518,Non-significant background,0.031113271754982984,0.4318307545303673,123,7.639751552795031,2057.0
KPNA6,KPNA1,81.00585,1.5715524765124562,Non-significant background,0.056878949927078266,0.5450899368011667,124,7.701863354037267,2057.0
NIP7,CKS1B,23.6779,1.5681067540293234,Non-significant background,0.08021390374331551,0.6179157178312822,125,7.763975155279502,2057.0
PI4KA,PI4KB,22.37115,1.5667143156816072,Non-significant background,0.03354399611084103,0.45004861448711714,126,7.82608695652174,2057.0
SLC25A26,SLC25A33,20.97115,1.563465700860759,Non-significant background,0.026737967914438502,0.3985937809467221,127,7.888198757763975,2057.0
PSMC5,PSMC4,39.8143,1.556045498389221,Non-significant background,0.0481283422459893,0.4967091731797614,128,7.950310559006211,2057.0
PSMA3,PSMA1,25.1025,1.5522364472645684,Non-significant background,0.02333495381623724,0.38335995555246893,129,8.012422360248447,2057.0
PSMA2,PSMB5,20.18945,1.5482730310529882,Non-significant background,0.01166747690811862,0.3242586290714633,130,8.074534161490684,2057.0
RBBP4,PEX7,21.5232,1.545187450718955,Non-significant background,0.015070491006319884,0.3323765824681508,131,8.136645962732919,2057.0
RPL8,MRPL2,22.94315,1.5375042139817403,Non-significant background,0.04326689353427322,0.4967091731797614,132,8.198757763975156,2057.0
DNM2,DNM1L,39.3775,1.5361050942340233,Non-significant background,0.05104521147301896,0.5104521147301896,133,8.26086956521739,2057.0
POU5F1B,POU3F2,31.5178,1.519039674260474,Non-significant background,0.04423918327661643,0.4967091731797614,134,8.322981366459627,2057.0
CTBP2,CTBP1,78.97385,1.5179461128667957,Non-significant background,0.045697617890131256,0.4967091731797614,135,8.385093167701864,2057.0
RPL7A,NHP2,23.6793,1.5053127207315686,Non-significant background,0.0213903743315508,0.37433155080213903,136,8.4472049689441,2057.0
PSMA1,PSMA7,31.7299,1.497325908990765,Non-significant background,0.04521147301895965,0.4967091731797614,137,8.509316770186336,2057.0
EIF4A1,DDX55,21.47455,1.496872266784413,Non-significant background,0.025765678172095283,0.3985937809467221,138,8.571428571428571,2057.0
NDOR1,MTRR,27.5032,1.4939215611025622,Non-significant background,0.02333495381623724,0.38335995555246893,139,8.633540372670808,2057.0
WDTC1,DCAF8,23.01065,1.4811277634318951,Non-significant background,0.05639280505590666,0.5436671625150282,140,8.695652173913043,2057.0
PSMB5,PSMB1,21.86705,1.4576810273264935,Non-significant background,0.031113271754982984,0.4318307545303673,141,8.75776397515528,2057.0
DDX6,DDX20,20.68915,1.4481244832779272,Non-significant background,0.04715605250364609,0.4967091731797614,142,8.819875776397515,2057.0
PSMA2,PSMA1,29.0728,1.437917480399029,Non-significant background,0.02819640252795333,0.412311618862421,143,8.881987577639752,2057.0
SETDB1,SETDB2,22.2125,1.429212256892234,Non-significant background,0.049586776859504134,0.5052829793911496,144,8.944099378881988,2057.0
E2F6,E2F3,33.9701,1.4276275165259429,Non-significant background,0.0636849781234808,0.589269050452897,145,9.006211180124224,2057.0
RPS27A,NEDD8,42.2009,1.4262439168887129,Non-significant background,0.04666990763247448,0.4967091731797614,146,9.06832298136646,2057.0
UBA52,UBC,42.18925,1.425390651827644,Non-significant background,0.08021390374331551,0.6179157178312822,147,9.130434782608695,2057.0
TOP1,TOP1MT,59.71875,1.4222063989711735,Non-significant background,0.0481283422459893,0.4967091731797614,148,9.192546583850932,2057.0
XRCC3,RAD51,21.9001,1.4152319490772869,Non-significant background,0.041808458920758386,0.4967091731797614,149,9.254658385093167,2057.0
DDX5,DDX28,21.92725,1.4136294662077171,Non-significant background,0.045697617890131256,0.4967091731797614,150,9.316770186335404,2057.0
SRSF1,SRSF4,34.8252,1.412722696289591,Non-significant background,0.09722897423432182,0.6495379606525234,151,9.37888198757764,2057.0
PSMA2,PSMA3,27.4535,1.4084209402886416,Non-significant background,0.0106951871657754,0.3242586290714633,152,9.440993788819876,2057.0
COPG1,COPG2,80.8025,1.4077599131002372,Non-significant background,0.03500243072435586,0.4508313077297035,153,9.503105590062113,2057.0
DDX1,DDX19A,21.00475,1.4014686182816298,Non-significant background,0.04423918327661643,0.4967091731797614,154,9.565217391304348,2057.0
SMN2,SMNDC1,21.2885,1.4014348689490213,Non-significant background,0.07194944093339815,0.5940441020654924,155,9.627329192546584,2057.0
HSPA8,HSPH1,28.89865,1.3951312799701987,Non-significant background,0.012153621779290228,0.3242586290714633,156,9.68944099378882,2057.0
YKT6,VAMP7,21.2121,1.390779613384789,Non-significant background,0.10646572678658241,0.670009779645852,157,9.751552795031056,2057.0
DHX37,DHX36,20.2344,1.3807942512778375,Non-significant background,0.06660184735051045,0.5940441020654924,158,9.813664596273291,2057.0
DDX23,EIF4A1,22.0954,1.3762350251893898,Non-significant background,0.029654837141468156,0.4188095420856468,159,9.875776397515528,2057.0
PSMA3,PSMA2,27.4535,1.3760512150960778,Non-significant background,0.03597472046669908,0.4524945308701993,160,9.937888198757763,2057.0
WDR5,POC1B,23.1416,1.3744518324869488,Non-significant background,0.05055906660184735,0.5087506076810889,161,10.0,2057.0
CDK2,CDK13,25.307615,1.3724995115643726,Non-significant background,0.09722897423432182,0.6495379606525234,162,10.062111801242237,2057.0
CCT5,CCT2,32.71475,1.370836763528983,Non-significant background,0.07826932425862908,0.6117165633805477,163,10.124223602484472,2057.0
CHMP1A,CHMP2A,23.0557,1.3694852439242355,Non-significant background,0.12980068060281963,0.6948662780716575,164,10.186335403726709,2057.0
PSMA1,PSMA4,26.33625,1.36542006290663,Non-significant background,0.0481283422459893,0.4967091731797614,165,10.248447204968944,2057.0
PSMA7,PSMA1,31.7299,1.3650271987217828,Non-significant background,0.03500243072435586,0.4508313077297035,166,10.31055900621118,2057.0
CCNA2,CCND2,21.36755,1.3475825508389998,Non-significant background,0.06708799222168206,0.5940441020654924,167,10.372670807453416,2057.0
NBPF15,NBPF1,66.96665,1.3473199223949992,Non-significant background,0.06854642683519689,0.5940441020654924,168,10.434782608695652,2057.0
DHX37,DHX40,25.99085,1.335041323420378,Non-significant background,0.11764705882352941,0.689110354885756,169,10.49689440993789,2057.0
MTPAP,TUT1,22.32655,1.334445691201836,Non-significant background,0.04666990763247448,0.4967091731797614,170,10.559006211180124,2057.0
CUL3,CUL2,26.97255,1.333690578100878,Non-significant background,0.07146329606222654,0.5940441020654924,171,10.62111801242236,2057.0
SOD1,CCS,37.5296,1.329004320042601,Non-significant background,0.08264462809917356,0.6276313737720256,172,10.683229813664596,2057.0
CHMP3,CHMP2A,27.4775,1.3269246069270126,Non-significant background,0.14000972289742344,0.7000486144871172,173,10.745341614906833,2057.0
PSMB6,PSMB5,27.95235,1.3251701932520086,Non-significant background,0.01798736023334954,0.3531664631182043,174,10.807453416149068,2057.0
PSMA4,PSMA6,30.40135,1.3219552026578831,Non-significant background,0.10792416140009722,0.6708799222168206,175,10.869565217391305,2057.0
SSBP3,SSBP2,80.36765,1.318388334136358,Non-significant background,0.08701993193971803,0.63177033033871,176,10.93167701863354,2057.0
DHX37,DHX16,26.18755,1.3175063117689223,Non-significant background,0.06951871657754011,0.5940441020654924,177,10.993788819875776,2057.0
BTF3,BTF3L4,71.5743,1.314403463214841,Non-significant background,0.14000972289742344,0.7000486144871172,178,11.055900621118012,2057.0
COPB2,COPA,23.62515,1.3118189085967018,Non-significant background,0.15508021390374332,0.7321969043549171,179,11.118012422360248,2057.0
RCL1,RTCA,27.33665,1.3036388410682525,Non-significant background,0.08896451142440447,0.6372369762649447,180,11.180124223602483,2057.0
CHMP3,CHMP2B,28.51795,1.3023425036562828,Non-significant background,0.09382596013612056,0.6495379606525234,181,11.24223602484472,2057.0
UBA52,RPS27A,66.1358,1.3022416040766984,Non-significant background,0.06806028196402528,0.5940441020654924,182,11.304347826086955,2057.0
DDX3X,DDX28,20.67895,1.3022275506574852,Non-significant background,0.05930967428293631,0.5584127227808624,183,11.366459627329192,2057.0
GTF3A,ZNF324,23.8772,1.297537001576104,Non-significant background,0.05396208070004861,0.526539090467141,184,11.428571428571429,2057.0
PSMA3,PSMA6,29.15115,1.2948520170041966,Non-significant background,0.10938259601361205,0.672160227411891,185,11.490683229813664,2057.0
DDX10,DDX55,26.12855,1.2870932426602677,Non-significant background,0.0374331550802139,0.46359522830111066,186,11.5527950310559,2057.0
XRN1,XRN2,26.20505,1.2854701535468664,Non-significant background,0.06660184735051045,0.5940441020654924,187,11.614906832298136,2057.0
PSMA5,PSMA6,26.28615,1.2834440456220555,Non-significant background,0.11035488575595527,0.6755565249699163,188,11.677018633540373,2057.0
DDX5,DDX17,64.0587,1.2824278762393178,Aneuploidy vulnerability,0.0850753524550316,0.63120422789217,189,11.73913043478261,2057.0
ATP1A1,ATP2C1,26.64695,1.2823483314623612,Non-significant background,0.10743801652892562,0.6704465372541483,190,11.801242236024844,2057.0
EEF1G,CLIC4,23.0913,1.2762942048592851,Non-significant background,0.09722897423432182,0.6495379606525234,191,11.86335403726708,2057.0
GNL3L,GNL2,21.6034,1.273109892041448,Non-significant background,0.06903257170636849,0.5940441020654924,192,11.925465838509316,2057.0
GIT2,GIT1,66.9738,1.2684733038511844,Non-significant background,0.1006319883325231,0.6586077285177324,193,11.987577639751551,2057.0
CCT3,CCT2,28.52095,1.268330125955741,Non-significant background,0.08410306271268839,0.6297950277554805,194,12.049689440993788,2057.0
NCKAP1,NCKAP1L,58.89135,1.2653038220203998,Non-significant background,0.11229946524064172,0.6771615694285886,195,12.111801242236025,2057.0
EIF4A1,DDX20,24.26585,1.258471325090061,Non-significant background,0.06806028196402528,0.5940441020654924,196,12.173913043478262,2057.0
DDX55,DDX49,21.8618,1.2516307605242512,Non-significant background,0.08313077297034516,0.6283593637664586,197,12.236024844720497,2057.0
DDX49,DDX19B,21.2062,1.2432366518481044,Non-significant background,0.08167233835683034,0.6231870367511698,198,12.298136645962732,2057.0
CCT7,CCT2,33.0259,1.2395788718740148,Non-significant background,0.0855614973262032,0.63177033033871,199,12.360248447204969,2057.0
NOP2,NSUN5,20.2647,1.2239306989988876,Non-significant background,0.11813320369470102,0.689110354885756,200,12.422360248447204,2057.0
ATP1A1,ATP2A2,29.05815,1.21433615744319,Non-significant background,0.04132231404958678,0.4967091731797614,201,12.48447204968944,2057.0
TSPYL5,TSPYL1,37.9599,1.2066189064601556,Non-significant background,0.07097715119105494,0.5940441020654924,202,12.546583850931675,2057.0
SLC7A5,SLC7A1,20.4827,1.2059007379324644,Non-significant background,0.07000486144871172,0.5940441020654924,203,12.608695652173912,2057.0
DDX49,DDX55,21.8618,1.2048894968182875,Non-significant background,0.0481283422459893,0.4967091731797614,204,12.670807453416147,2057.0
DHX9,DHX57,26.85845,1.197070449787201,Non-significant background,0.07049100631988332,0.5940441020654924,205,12.732919254658384,2057.0
RIOK1,RIOK3,30.0519,1.191395867744102,Non-significant background,0.21098687408847835,0.7826932425862907,206,12.79503105590062,2057.0
CCT8,CCT4,26.86475,1.1862003392424572,Non-significant background,0.07000486144871172,0.5940441020654924,207,12.857142857142856,2057.0
CCND1,CCND3,51.44935,1.1853032515324446,Non-significant background,0.13757899854156538,0.7000486144871172,208,12.919254658385093,2057.0
DDX24,DDX19B,20.6491,1.1852868704302577,Non-significant background,0.09090909090909091,0.6419457735247209,209,12.981366459627331,2057.0
PSMA7,PSMA5,35.5901,1.1828395247997698,Non-significant background,0.03500243072435586,0.4508313077297035,210,13.043478260869565,2057.0
DHX37,DHX8,24.58605,1.1827399432061052,Non-significant background,0.10938259601361205,0.672160227411891,211,13.1055900621118,2057.0
CLK2,CLK4,56.1414,1.182286614302221,Non-significant background,0.1327175498298493,0.6960106033422063,212,13.167701863354036,2057.0
