dep_gene,paralog_gene,mean_identical_score,delta_z,direction
CUL5,CUL4A,27.5555,1.2774979174137115,g2_to_g1
CYP2R1,CYP2C19,36.12955,-0.7452130913734436,g2_to_g1
FOXD3,FOXB2,21.814,0.0,g2_to_g1
ZBTB7A,ZBTB5,20.2529,0.25559932738542557,g2_to_g1
CREBBP,EP300,58.4451,-2.3310940265655518,g1_to_g2
EP300,CREBBP,58.4451,-0.4317220766097307,g2_to_g1
AHR,AHRR,27.9694,-1.9126756191253662,g1_to_g2
UBE2G1,UBE2C,29.81925,0.23398351669311523,g2_to_g1
UBE2F,UBE2C,25.8312,1.3537406027317047,g2_to_g1
UBE2R2,UBE2C,27.8966,-1.2895730435848236,g2_to_g1
SOX2,SOX21,35.92215,-0.3784385174512863,g2_to_g1
RB1,RBL2,25.911,-0.9161461889743805,g1_to_g2
RXRA,NR2F1,34.4171,0.8502796962857246,g1_to_g2
RXRA,RXRB,66.2671,-1.7107537481933832,g1_to_g2
RXRA,NR2F6,34.7981,0.6110992133617401,g1_to_g2
RXRA,NR2F2,34.5787,0.3491296786814928,g1_to_g2
RXRA,NR2E3,30.8436,-0.3759668469429016,g1_to_g2
RXRA,NR2C2,26.51225,-0.47239383310079575,g1_to_g2
RXRA,NR2C1,25.23095,-1.453189691528678,g1_to_g2
RXRA,HNF4A,31.2948,-0.08237501978874207,g1_to_g2
RXRA,RXRG,71.56765,0.595709815621376,g1_to_g2
RXRA,HNF4G,32.28105,1.2125594317913055,g1_to_g2
RXRA,NR2E1,30.0,-0.3304781196638942,g1_to_g2
PLXND1,PLXNA3,29.24725,-0.21075256960466504,g2_to_g1
FHOD1,FHOD3,44.04755,0.4257219284772873,g2_to_g1
FOXD3,FOXQ1,20.3518,0.0,g2_to_g1
SOX2,SOX12,20.8863,-0.03114841878414154,g2_to_g1
SOX2,SOX4,21.3203,-0.18301327526569366,g2_to_g1
KEAP1,KLHL33,21.42955,2.76663476228714,g2_to_g1
SOX2,SOX3,51.80855,0.0,g2_to_g1
DUSP6,DUSP9,53.857,-0.13409026560839266,g2_to_g1
PLXND1,PLXNB3,34.2729,0.1220102310180664,g2_to_g1
KCTD5,KCTD2,69.85555,0.5029322057962418,g2_to_g1
ARRDC3,ARRDC4,50.4819,0.42394348233938217,g1_to_g2
ARRDC3,TXNIP,40.53,0.6035044584423304,g1_to_g2
ARRDC3,ARRDC2,53.10985,-3.855274975299835,g1_to_g2
ARRDC3,ARRDC5,20.7641,-0.5614698827266693,g1_to_g2
ARRDC3,ARRDC1,20.78965,0.6668339669704437,g1_to_g2
CAND1,CAND2,62.53075,-0.35132991522550583,g1_to_g2
PLXND1,PLXNB2,32.75735,-0.4621771611273289,g2_to_g1
DUSP6,DUSP5,26.9285,0.22771860659122467,g2_to_g1
CSK,JAK2,20.9629,0.1969301775097847,g2_to_g1
AMOTL2,AMOTL1,39.34445,1.0262338519096375,g2_to_g1
TAOK1,STK10,20.5238,0.7567503899335861,g2_to_g1
TAOK1,OXSR1,25.055,-0.31341157108545303,g2_to_g1
SOX2,SOX15,36.48745,0.3182002305984497,g2_to_g1
KCTD10,TNFAIP1,70.9078,0.09497281024232507,g2_to_g1
UBE2G1,UBE2V1,22.19885,0.3358001857995987,g2_to_g1
UBE2R2,UBE2V1,23.65945,0.2993249446153641,g2_to_g1
SOX2,SOX9,23.03645,-0.9323544502258301,g2_to_g1
TAOK1,TAOK2,53.80935,-0.1364026516675949,g2_to_g1
TMEM132D,TMEM132E,39.67395,0.9755796641111374,g2_to_g1
PLXND1,PLXNC1,27.8894,0.4488195776939392,g2_to_g1
PGRMC2,CYB5D2,22.33485,0.07574555277824402,g2_to_g1
KCTD5,KCTD17,55.93665,0.3805716037750244,g2_to_g1
CYP2R1,CYP2C9,36.3314,0.8070389628410339,g2_to_g1
CYP2R1,CYP2C8,34.9185,-0.8695284128189087,g2_to_g1
SBF1,SBF2,58.6933,-0.15048441663384438,g1_to_g2
SBF1,MTM1,20.226375,-1.1728273183107376,g1_to_g2
SBF1,MTMR1,20.2422,-0.25650179386138916,g1_to_g2
SBF1,MTMR2,21.3556,-0.24091922491788864,g1_to_g2
RNF7,ANAPC11,33.2069,-0.39606401324272156,g1_to_g2
ANAPC11,RNF7,33.2069,1.0588977616280317,g2_to_g1
RNF7,RBX1,44.3666,0.19054663181304932,g1_to_g2
SPOCK2,SPOCK3,46.2128,-0.7121734246611595,g2_to_g1
SLC35A1,SLC35A5,22.1023,-0.45535261929035187,g2_to_g1
FBXO11,FBXO10,20.0791,0.7240006923675537,g2_to_g1
CYP2R1,CYP2A6,34.9766,0.0,g2_to_g1
CYP2R1,CYP2B6,34.4793,-0.4225313365459442,g2_to_g1
SOX2,SOX14,39.9008,0.0,g2_to_g1
GATA6,GATA4,41.7429,-0.5270249247550964,g1_to_g2
GATA4,GATA6,41.7429,-1.6738146543502808,g2_to_g1
GATA6,GATA1,26.25265,-0.3866516277194023,g1_to_g2
GATA6,GATA3,29.3003,0.0838751345872879,g1_to_g2
GATA6,GATA2,28.04185,-0.5365677569061518,g1_to_g2
CYP2R1,CYP2A13,36.98675,-0.969166100025177,g2_to_g1
CYP2R1,CYP2F1,37.9071,0.7647432684898376,g2_to_g1
CUL3,CUL4B,36.29105,0.4955438273027539,g2_to_g1
CUL5,CUL4B,26.03315,0.04736959282308817,g2_to_g1
PTPN12,PTPN18,29.5485,-0.20151571929454803,g2_to_g1
UBE2R2,UBE2V2,23.8612,0.011669471859931946,g1_to_g2
UBE2R2,UBE2G1,39.83195,0.6664768289774656,g1_to_g2
UBE2G1,UBE2R2,39.83195,0.6536083519458771,g2_to_g1
UBE2R2,UBE2I,33.172,-0.6655246615409851,g1_to_g2
UBE2R2,UBE2U,20.2297,-1.6920266151428223,g1_to_g2
UBE2R2,CDC34,80.1702,-0.17655655124690384,g1_to_g2
UBE2R2,UBE2Z,20.7283,-0.9354708418250084,g1_to_g2
UBE2R2,UBE2H,24.64875,0.4578094631433487,g1_to_g2
UBE2R2,UBE2K,25.3046,-0.1901848092675209,g1_to_g2
UBE2R2,UBE2F,23.057,0.01307821273803711,g1_to_g2
UBE2F,UBE2R2,23.057,0.0790955126285553,g2_to_g1
UBE2R2,UBE2A,33.959,-0.5022078305482864,g1_to_g2
UBE2R2,UBE2T,26.4418,0.3123919814825058,g1_to_g2
UBE2R2,UBE2NL,26.30715,-0.39160144329071045,g1_to_g2
UBE2R2,UBE2B,35.03705,-0.33158446848392487,g1_to_g2
UBE2R2,UBE2S,20.89485,0.1359744692563254,g1_to_g2
UBE2R2,UBE2W,24.89565,1.2047130167484283,g1_to_g2
MAP4K4,MAP4K2,22.33365,0.6283332798629999,g2_to_g1
TAOK1,TAOK3,69.18725,0.06221182644367218,g2_to_g1
TMEM132D,TMEM132B,50.96515,-0.39622463285923004,g1_to_g2
TMEM132D,TMEM132C,60.6263,-0.030421316623687744,g1_to_g2
TMEM132D,TMEM132A,31.80325,-0.28546302765607834,g1_to_g2
MAP4K4,TNIK,67.71655,-0.0947953313589096,g2_to_g1
SOX2,SOX10,23.5872,0.2768291234970093,g2_to_g1
FOXD3,FOXA3,21.03405,-0.6108759939670563,g2_to_g1
AMOTL2,AMOT,38.0287,0.11388959735631943,g2_to_g1
SMARCD1,SMARCD3,71.2155,-0.19551631808280945,g2_to_g1
CYP2R1,CYP2E1,35.61595,0.01944941282272339,g2_to_g1
MAP4K4,MAP4K5,23.33105,0.37042413651943207,g2_to_g1
FOXD3,FOXD4,29.2787,-0.952810674905777,g2_to_g1
CDKN2C,CDKN2D,43.71415,1.426313042640686,g1_to_g2
CDKN2C,ANKRD39,24.54625,-0.2965109944343567,g1_to_g2
MED12,MED12L,60.7299,-0.13812808692455292,g1_to_g2
ANAPC11,RBX1,37.03705,-1.0204293355345726,g2_to_g1
DGKD,DGKG,24.74215,-0.33021429646760225,g2_to_g1
UBE2G1,UBE2S,21.8124,-0.45674676947601256,g2_to_g1
UBE2F,UBE2S,20.31535,1.2079250986098486,g2_to_g1
WT1,EGR2,20.68525,0.07819119095802307,g2_to_g1
TAF5L,TAF5,34.63655,1.198015183210373,g2_to_g1
DPH2,DPH1,24.02095,-0.6915440112352371,g2_to_g1
SDSL,SRR,21.8295,-1.8990704864263535,g2_to_g1
CYP2R1,CYP2S1,34.22915,0.4018961079418659,g2_to_g1
FLYWCH1,FLYWCH2,32.02315,0.15466569364070892,g1_to_g2
SLC35A1,SLC35A2,42.0185,-0.48690931499004364,g2_to_g1
SLC35A1,SLC35A3,39.59005,-0.49146734178066254,g2_to_g1
CYP2R1,CYP2D6,39.8804,-0.3539755679666996,g2_to_g1
DGKD,DGKB,24.1045,-0.5914279222488403,g2_to_g1
SMARCA4,SMARCA1,23.35745,-1.3166907348204404,g2_to_g1
DGKD,DGKA,24.79145,-0.053465455770492554,g2_to_g1
MAP4K4,MINK1,64.30925,-0.3396548330783844,g2_to_g1
NF2,EZR,46.2347,0.36019594967365265,g1_to_g2
NF2,MSN,45.2325,0.634917363524437,g1_to_g2
NF2,RDX,46.86395,-0.20134680438786745,g1_to_g2
CDH13,CDH15,29.33595,-1.3524715304374695,g2_to_g1
PGRMC2,PGRMC1,48.5432,0.12941666319966316,g2_to_g1
WT1,EGR1,20.1017,0.2571791559457779,g2_to_g1
TAF6L,TAF6,24.0616,-0.044585347175598145,g1_to_g2
MAP4K4,SLK,20.5323,-0.6716646726708859,g2_to_g1
CYP2R1,CYP2C18,35.9277,-0.8080929815769196,g2_to_g1
SMARCA4,HELLS,23.4963,0.1042279601097107,g2_to_g1
MED13,MED13L,53.28825,0.3853506427258253,g2_to_g1
KCTD10,KCTD13,67.64325,0.18415050953626633,g1_to_g2
POLR3K,POLR1H,24.9339,-0.23474716395139694,g2_to_g1
MRPS12,RPS23,28.47875,1.3515911549329758,g2_to_g1
PTPN12,PTPN22,34.91875,0.3107563257217407,g1_to_g2
GATA4,GATA3,31.5671,0.41016609966754913,g2_to_g1
PPT1,PPT2,25.659,0.12975521385669708,g2_to_g1
DUSP6,DUSP8,24.71435,-0.5360856652259827,g2_to_g1
CYP2R1,CYP2U1,38.34245,0.48342832922935486,g2_to_g1
ACTN4,ACTN3,73.07065,3.0928959995508194,g2_to_g1
KCTD5,KCTD9,29.43005,0.06690177228301764,g1_to_g2
GATA4,GATA1,29.2415,-0.3866516277194023,g2_to_g1
HOXA4,HOXA1,20.46875,2.0649523437023163,g2_to_g1
CDH13,CDH3,31.56645,-0.9793875515460968,g2_to_g1
HOXA4,HOXA3,20.9911,-2.4805930852890015,g2_to_g1
DGKD,DGKE,25.87395,0.7232063934206963,g2_to_g1
UBE2G1,CDC34,40.47855,0.06111055612564087,g2_to_g1
UBE2F,CDC34,24.1067,-0.15721693821251392,g2_to_g1
UBE2F,UBE2G1,25.96185,-0.3787426520138979,g1_to_g2
UBE2G1,UBE2F,25.96185,-0.7442168295383453,g2_to_g1
UBE2F,UBE2I,24.6425,2.135802924633026,g1_to_g2
UBE2F,UBE2H,22.2833,1.7515216022729874,g1_to_g2
UBE2F,UBE2K,26.0135,0.3444567248225212,g1_to_g2
UBE2F,UBE2T,20.9631,0.17241926491260529,g1_to_g2
UBE2F,UBE2NL,26.271,-0.39160144329071045,g1_to_g2
UBE2F,UBE2B,24.56795,0.16801759786903858,g1_to_g2
UBE2F,UBE2W,21.04885,0.14023497700691223,g1_to_g2
DUSP6,DUSP7,67.6526,-0.8199014035053551,g2_to_g1
MAP4K4,MAP4K1,21.7344,-0.445438876748085,g2_to_g1
SPRED1,SPRED3,34.24635,0.19510653614997864,g1_to_g2
SPRED1,SPRED2,52.94845,0.05779026821255684,g1_to_g2
SPRED2,SPRED1,52.94845,-3.7963430285453796,g2_to_g1
CUL3,CUL1,30.82985,0.18431737273931503,g2_to_g1
CUL5,CUL1,28.2778,0.017290301620960236,g2_to_g1
DUSP6,DUSP1,31.0269,-0.38840010296553373,g2_to_g1
ARIH2,ARIH1,32.6929,-0.9305485188961029,g2_to_g1
ANP32B,ANP32D,54.0221,-0.37234850227832794,g1_to_g2
ANP32B,ANP32A,71.2011,0.2440484445542097,g1_to_g2
ANP32B,ANP32E,58.25135,-1.741690032184124,g1_to_g2
CUL3,CUL2,26.97255,0.07129639387130737,g2_to_g1
CUL5,CUL2,25.8497,0.9409261345863342,g2_to_g1
POLR3K,POLR2I,26.75185,0.5064284652471542,g2_to_g1
WT1,EGR3,22.04845,-1.194046139717102,g2_to_g1
CLTA,CLTB,57.3054,0.08555808663368225,g2_to_g1
TP53,TP63,30.71565,-0.04416462779045105,g2_to_g1
CYP2R1,CYP2A7,35.98165,0.0,g2_to_g1
PLXND1,PLXNA4,30.0622,-0.9274835288524628,g2_to_g1
DGKD,DGKQ,21.77515,-0.18265396356582642,g2_to_g1
MAP4K4,NRK,33.05355,0.1020049899816513,g2_to_g1
SDSL,SDS,59.9697,1.1072644535452127,g2_to_g1
SMARCE1,HMG20B,23.7476,0.5045233890414238,g2_to_g1
DCUN1D3,DCUN1D1,36.1099,-0.6821697056293488,g1_to_g2
DCUN1D3,DCUN1D5,26.65655,-0.3916661739349365,g1_to_g2
DCUN1D3,DCUN1D4,26.85655,-0.021504677832126617,g1_to_g2
ZNF592,ZNF687,31.7937,0.23425640165805817,g1_to_g2
SPOCK2,SPOCK1,45.20485,-0.18743586540222168,g1_to_g2
CDH13,CDH17,20.18445,-1.8600448369979858,g2_to_g1
SLC35A1,SLC35A4,21.4909,-0.4844653569161892,g1_to_g2
ACTN4,ACTN1,84.055,-0.6029899716377258,g2_to_g1
PICALM,SNAP91,47.98025,0.07986122369766235,g2_to_g1
PLXND1,PLXNB1,33.14285,-0.0035231709480285645,g2_to_g1
DUSP6,DUSP16,23.9449,0.34794187545776367,g2_to_g1
CSK,PTK2B,21.85045,-0.6464498043060303,g2_to_g1
RAB35,RAB44,20.24547,-1.2608209252357483,g2_to_g1
GFM1,EEF2,22.099,-0.13135793805122375,g2_to_g1
DUSP6,DUSP22,21.38275,-0.3988041579723358,g2_to_g1
PLXND1,PLXNA1,30.8314,-0.14491751790046692,g2_to_g1
DGKD,DGKI,20.61815,-0.361611470580101,g2_to_g1
SMARCA4,CHD1,20.3229,0.02333785593509674,g2_to_g1
ASAH1,NAAA,31.37125,0.33751380443573,g1_to_g2
SMARCD1,SMARCD2,65.21605,-0.9368055760860443,g2_to_g1
FOXD3,FOXI3,20.7995,-0.8539358675479889,g2_to_g1
SPRED2,SPRED3,36.7184,0.5150457322597504,g2_to_g1
PLXND1,PLXNA2,30.6907,-0.2644847217015922,g1_to_g2
TADA2B,TADA2A,28.52545,-0.5119980201125145,g1_to_g2
DGKD,DGKZ,21.67495,0.36415165662765503,g1_to_g2
CSK,JAK3,20.53855,1.2571349889039993,g2_to_g1
MAP4K4,MAP4K3,24.6709,0.46544408798217773,g2_to_g1
CUL3,CUL5,24.6785,0.16089601814746857,g1_to_g2
CUL5,CUL3,24.6785,-0.8742303177714348,g2_to_g1
SMARCA4,SMARCA5,22.9766,-0.31463438272476196,g2_to_g1
SOX2,SOX8,24.01545,-0.6153430491685867,g2_to_g1
ARID1A,ARID1B,49.5771,0.39274077117443085,g2_to_g1
GFM1,GFM2,33.9983,0.2878307178616524,g2_to_g1
SESN1,SESN2,53.99025,-0.006463684141635895,g1_to_g2
SESN1,SESN3,57.9034,-0.12815728038549423,g1_to_g2
TAOK1,STK39,24.6546,0.15609660744667053,g1_to_g2
CYP2R1,CYP2W1,36.7351,2.3356893062591553,g2_to_g1
GATA4,GATA2,31.0358,-0.6258812472224236,g1_to_g2
ACTN4,ACTN2,76.46105,-0.9367102757096291,g1_to_g2
SMARCA4,CHD2,20.02555,0.29070376604795456,g2_to_g1
DUSP6,DUSP19,21.33725,1.1781857758760452,g1_to_g2
DUSP6,DUSP2,31.3707,0.01050478219985962,g1_to_g2
DUSP6,DUSP4,30.20205,0.17810554802417755,g1_to_g2
DUSP6,DUSP10,24.9066,0.35110288113355637,g1_to_g2
DUSP6,DUSP14,20.72295,0.01834981143474579,g1_to_g2
TP53,TP73,35.40495,0.3306634724140167,g1_to_g2
SMARCA4,CHD1L,21.5249,-0.0013599693775177002,g1_to_g2
CYP2R1,CYP2J2,41.87445,0.30494411289691925,g1_to_g2
SOX2,SOX17,21.72315,0.0,g2_to_g1
LRRFIP2,LRRFIP1,49.6984,0.334961473941803,g2_to_g1
SOX2,SOX11,20.6042,0.4712217003107071,g2_to_g1
SOX2,SOX7,22.64095,-0.247447669506073,g2_to_g1
