dep_gene,paralog_gene,mean_identical_score,delta_z,group,empirical_pval,empirical_fdr,rank,rank_pct,n_perturbations
UBE2R2,UBE2H,24.64875,0.4578094631433487,Non-significant background,0.22377622377622378,0.9685534591194969,48,16.783216783216783,143.0
ARHGAP12,ARHGAP27,32.8732,0.4503366202116012,Non-significant background,0.4405594405594406,0.9685534591194969,49,17.132867132867133,143.0
PLXND1,PLXNC1,27.8894,0.4488195776939392,Non-significant background,0.3076923076923077,0.9685534591194969,50,17.482517482517483,143.0
FHOD1,FHOD3,44.04755,0.4257219284772873,Non-significant background,0.16783216783216784,0.9685534591194969,51,17.832167832167833,143.0
ARRDC3,ARRDC4,50.4819,0.4239434823393821,Non-significant background,0.2727272727272727,0.9685534591194969,52,18.181818181818183,143.0
GATA4,GATA3,31.5671,0.4101660996675491,Non-significant background,0.2867132867132867,0.9685534591194969,53,18.53146853146853,143.0
CYP2R1,CYP2S1,34.22915,0.4018961079418659,Non-significant background,0.36363636363636365,0.9685534591194969,54,18.88111888111888,143.0
ARID1A,ARID1B,49.5771,0.3927407711744308,Non-significant background,0.4405594405594406,0.9685534591194969,55,19.230769230769234,143.0
MED13,MED13L,53.28825,0.3853506427258253,Non-significant background,0.3356643356643357,0.9685534591194969,56,19.58041958041958,143.0
KCTD5,KCTD17,55.93665,0.3805716037750244,Non-significant background,0.1958041958041958,0.9685534591194969,57,19.93006993006993,143.0
LATS2,LATS1,51.4161,0.3791892677545547,Non-significant background,0.2517482517482518,0.9685534591194969,58,20.27972027972028,143.0
MAP4K4,MAP4K5,23.33105,0.370424136519432,Non-significant background,0.4125874125874126,0.9685534591194969,59,20.62937062937063,143.0
DGKD,DGKZ,21.67495,0.364151656627655,Non-significant background,0.20279720279720279,0.9685534591194969,60,20.97902097902098,143.0
NF2,EZR,46.2347,0.3601959496736526,Non-significant background,0.4125874125874126,0.9685534591194969,61,21.328671328671327,143.0
DUSP6,DUSP10,24.9066,0.3511028811335563,Non-significant background,0.13986013986013987,0.9685534591194969,62,21.678321678321677,143.0
RXRA,NR2F2,34.5787,0.3491296786814928,Non-significant background,0.17482517482517482,0.9685534591194969,63,22.02797202797203,143.0
DUSP6,DUSP16,23.9449,0.3479418754577636,Non-significant background,0.2867132867132867,0.9685534591194969,64,22.377622377622377,143.0
UBE2F,UBE2K,26.0135,0.3444567248225212,Non-significant background,0.34265734265734266,0.9685534591194969,65,22.727272727272727,143.0
ASAH1,NAAA,31.37125,0.33751380443573,Non-significant background,0.11888111888111888,0.9685534591194969,66,23.076923076923077,143.0
UBE2G1,UBE2V1,22.19885,0.3358001857995987,Non-significant background,0.25874125874125875,0.9685534591194969,67,23.426573426573427,143.0
LRRFIP2,LRRFIP1,49.6984,0.334961473941803,Non-significant background,0.34265734265734266,0.9685534591194969,68,23.776223776223777,143.0
DCUN1D3,DCUN1D2,36.4674,0.33261638879776,Non-significant background,0.2867132867132867,0.9685534591194969,69,24.125874125874127,143.0
TP53,TP73,35.40495,0.3306634724140167,Non-significant background,0.26573426573426573,0.9685534591194969,70,24.475524475524477,143.0
SOX2,SOX15,36.48745,0.3182002305984497,Non-significant background,0.13286713286713286,0.9685534591194969,71,24.825174825174827,143.0
UBE2R2,UBE2T,26.4418,0.3123919814825058,Non-significant background,0.3706293706293706,0.9685534591194969,72,25.174825174825177,143.0
PTPN12,PTPN22,34.91875,0.3107563257217407,Non-significant background,0.2517482517482518,0.9685534591194969,73,25.524475524475527,143.0
CYP2R1,CYP2J2,41.87445,0.3049441128969192,Non-significant background,0.35664335664335667,0.9685534591194969,74,25.874125874125873,143.0
UBE2R2,UBE2V1,23.65945,0.2993249446153641,Non-significant background,0.27972027972027974,0.9685534591194969,75,26.223776223776223,143.0
FRYL,FRY,61.5334,0.298534631729126,Non-significant background,0.27972027972027974,0.9685534591194969,76,26.573426573426573,143.0
RB1,RBL1,25.27465,0.2953408844769001,Non-significant background,0.5384615384615384,0.9685534591194969,77,26.923076923076923,143.0
SMARCA4,CHD2,20.02555,0.2907037660479545,Non-significant background,0.5244755244755245,0.9685534591194969,78,27.27272727272727,143.0
UBE2R2,UBE2G2,39.5098,0.2904502004384994,Non-significant background,0.23776223776223776,0.9685534591194969,79,27.62237762237762,143.0
GFM1,GFM2,33.9983,0.2878307178616524,Non-significant background,0.43356643356643354,0.9685534591194969,80,27.972027972027973,143.0
SOX2,SOX10,23.5872,0.2768291234970093,Non-significant background,0.3146853146853147,0.9685534591194969,81,28.321678321678323,143.0
WT1,EGR1,20.1017,0.2571791559457779,Non-significant background,0.27972027972027974,0.9685534591194969,82,28.671328671328673,143.0
ZBTB7A,ZBTB5,20.2529,0.2555993273854255,Non-significant background,0.42657342657342656,0.9685534591194969,83,29.02097902097902,143.0
ANP32B,ANP32A,71.2011,0.2440484445542097,Non-significant background,0.5384615384615384,0.9685534591194969,84,29.37062937062937,143.0
ZNF592,ZNF687,31.7937,0.2342564016580581,Non-significant background,0.38461538461538464,0.9685534591194969,85,29.72027972027972,143.0
UBE2G1,UBE2C,29.81925,0.2339835166931152,Non-significant background,0.3146853146853147,0.9685534591194969,86,30.069930069930063,143.0
DUSP6,DUSP5,26.9285,0.2277186065912246,Non-significant background,0.3076923076923077,0.9685534591194969,87,30.419580419580424,143.0
CSK,JAK2,20.9629,0.1969301775097847,Non-significant background,0.3776223776223776,0.9685534591194969,88,30.76923076923077,143.0
SPRED1,SPRED3,34.24635,0.1951065361499786,Non-significant background,0.32867132867132864,0.9685534591194969,89,31.11888111888112,143.0
RNF7,RBX1,44.3666,0.1905466318130493,Non-significant background,0.5244755244755245,0.9685534591194969,90,31.46853146853147,143.0
CUL3,CUL1,30.82985,0.184317372739315,Non-significant background,0.38461538461538464,0.9685534591194969,91,31.818181818181817,143.0
KCTD10,KCTD13,67.64325,0.1841505095362663,Non-significant background,0.34265734265734266,0.9685534591194969,92,32.16783216783217,143.0
DUSP6,DUSP4,30.20205,0.1781055480241775,Non-significant background,0.35664335664335667,0.9685534591194969,93,32.51748251748251,143.0
UBE2F,UBE2T,20.9631,0.1724192649126052,Non-significant background,0.43356643356643354,0.9685534591194969,94,32.86713286713287,143.0
UBE2F,UBE2B,24.56795,0.1680175978690385,Non-significant background,0.5384615384615384,0.9685534591194969,95,33.21678321678322,143.0
CUL3,CUL5,24.6785,0.1608960181474685,Non-significant background,0.3916083916083916,0.9685534591194969,96,33.56643356643357,143.0
TAOK1,STK39,24.6546,0.1560966074466705,Non-significant background,0.24475524475524477,0.9685534591194969,97,33.91608391608392,143.0
FLYWCH1,FLYWCH2,32.02315,0.1546656936407089,Non-significant background,0.32867132867132864,0.9685534591194969,98,34.26573426573427,143.0
HPRT1,PRTFDC1,66.83385,0.1522451341152191,Non-significant background,0.27972027972027974,0.9685534591194969,99,34.61538461538461,143.0
UBE2F,UBE2W,21.04885,0.1402349770069122,Non-significant background,0.3006993006993007,0.9685534591194969,100,34.96503496503497,143.0
UBE2R2,UBE2S,20.89485,0.1359744692563254,Non-significant background,0.5174825174825175,0.9685534591194969,101,35.31468531468531,143.0
PPT1,PPT2,25.659,0.129755213856697,Non-significant background,0.32167832167832167,0.9685534591194969,102,35.66433566433567,143.0
PGRMC2,PGRMC1,48.5432,0.1294166631996631,Non-significant background,0.5314685314685315,0.9685534591194969,103,36.01398601398601,143.0
PLXND1,PLXNB3,34.2729,0.1220102310180664,Non-significant background,0.3006993006993007,0.9685534591194969,104,36.36363636363637,143.0
SPRY2,SPRY1,51.4216,0.1156912147998809,Non-significant background,0.38461538461538464,0.9685534591194969,105,36.71328671328671,143.0
AMOTL2,AMOT,38.0287,0.1138895973563194,Non-significant background,0.42657342657342656,0.9685534591194969,106,37.06293706293706,143.0
SMARCA4,HELLS,23.4963,0.1042279601097107,Non-significant background,0.23076923076923078,0.9685534591194969,107,37.41258741258741,143.0
MAP4K4,NRK,33.05355,0.1020049899816513,Non-significant background,0.3706293706293706,0.9685534591194969,108,37.76223776223776,143.0
KCTD10,TNFAIP1,70.9078,0.094972810242325,Non-significant background,0.5314685314685315,0.9685534591194969,109,38.111888111888106,143.0
CLTA,CLTB,57.3054,0.0855580866336822,Non-significant background,0.24475524475524477,0.9685534591194969,110,38.46153846153847,143.0
GATA6,GATA3,29.3003,0.0838751345872879,Non-significant background,0.4195804195804196,0.9685534591194969,111,38.81118881118881,143.0
PICALM,SNAP91,47.98025,0.0798612236976623,Non-significant background,0.34265734265734266,0.9685534591194969,112,39.16083916083916,143.0
UBE2G1,UBE2G2,50.7576,0.0796619057655334,Non-significant background,0.44755244755244755,0.9685534591194969,113,39.51048951048951,143.0
UBE2F,UBE2R2,23.057,0.0790955126285553,Non-significant background,0.6153846153846154,1.0,114,39.86013986013986,143.0
WT1,EGR2,20.68525,0.078191190958023,Non-significant background,0.3706293706293706,0.9685534591194969,115,40.20979020979021,143.0
PGRMC2,CYB5D2,22.33485,0.075745552778244,Non-significant background,0.4195804195804196,0.9685534591194969,116,40.55944055944056,143.0
CUL3,CUL2,26.97255,0.0712963938713073,Non-significant background,0.7272727272727273,1.0,117,40.909090909090914,143.0
KCTD5,KCTD9,29.43005,0.0669017722830176,Non-significant background,0.5104895104895105,0.9685534591194969,118,41.25874125874126,143.0
TAOK1,TAOK3,69.18725,0.0622118264436721,Non-significant background,0.4195804195804196,0.9685534591194969,119,41.60839160839161,143.0
UBE2G1,CDC34,40.47855,0.0611105561256408,Non-significant background,0.3986013986013986,0.9685534591194969,120,41.95804195804196,143.0
SPRED1,SPRED2,52.94845,0.0577902682125568,Non-significant background,0.4825174825174825,0.9685534591194969,121,42.30769230769231,143.0
CUL5,CUL4B,26.03315,0.0473695928230881,Non-significant background,0.5034965034965035,0.9685534591194969,122,42.65734265734265,143.0
SMARCA4,CHD1,20.3229,0.0233378559350967,Non-significant background,0.3986013986013986,0.9685534591194969,123,43.00699300699301,143.0
CYP2R1,CYP2E1,35.61595,0.0194494128227233,Non-significant background,0.3146853146853147,0.9685534591194969,124,43.35664335664335,143.0
DUSP6,DUSP14,20.72295,0.0183498114347457,Non-significant background,0.4755244755244755,0.9685534591194969,125,43.70629370629371,143.0
CUL5,CUL1,28.2778,0.0172903016209602,Non-significant background,0.5034965034965035,0.9685534591194969,126,44.05594405594406,143.0
UBE2R2,UBE2F,23.057,0.0130782127380371,Non-significant background,0.4125874125874126,0.9685534591194969,127,44.40559440559441,143.0
UBE2R2,UBE2V2,23.8612,0.0116694718599319,Non-significant background,0.5034965034965035,0.9685534591194969,128,44.75524475524475,143.0
DUSP6,DUSP2,31.3707,0.0105047821998596,Non-significant background,0.5104895104895105,0.9685534591194969,129,45.10489510489511,143.0
LATS2,DMPK,20.82425,0.0103437453508377,Non-significant background,0.4755244755244755,0.9685534591194969,130,45.45454545454545,143.0
SOX2,SOX17,21.72315,0.0,Non-significant background,1.0,1.0,131,45.8041958041958,143.0
FOXD3,FOXB2,21.814,0.0,Non-significant background,1.0,1.0,132,46.15384615384615,143.0
CST3,CST5,50.70425,0.0,Non-significant background,1.0,1.0,133,46.50349650349651,143.0
SUPT20H,SUPT20HL1,51.1152,0.0,Non-significant background,1.0,1.0,134,46.85314685314685,143.0
SOX2,SOX14,39.9008,0.0,Non-significant background,1.0,1.0,135,47.2027972027972,143.0
CST3,CST9L,22.52585,0.0,Non-significant background,1.0,1.0,136,47.55244755244755,143.0
SUPT20H,SUPT20HL2,51.53295,0.0,Non-significant background,1.0,1.0,137,47.9020979020979,143.0
GATA6,GATA5,38.00605,0.0,Non-significant background,1.0,1.0,138,48.25174825174825,143.0
GATA4,GATA5,44.41895,0.0,Non-significant background,1.0,1.0,139,48.6013986013986,143.0
CST3,CST1,56.46315,0.0,Non-significant background,1.0,1.0,140,48.95104895104895,143.0
CST3,CST4,56.46315,0.0,Non-significant background,1.0,1.0,141,49.3006993006993,143.0
CYP2R1,CYP2A6,34.9766,0.0,Non-significant background,1.0,1.0,142,49.65034965034965,143.0
SOX2,SOX3,51.80855,0.0,Non-significant background,1.0,1.0,143,50.0,143.0
CST3,CSTL1,28.8663,0.0,Non-significant background,1.0,1.0,144,50.349650349650354,143.0
CST3,CST11,28.89615,0.0,Non-significant background,1.0,1.0,145,50.6993006993007,143.0
SDSL,CBS,21.11665,0.0,Non-significant background,1.0,1.0,146,51.048951048951054,143.0
CYP2R1,CYP2A7,35.98165,0.0,Non-significant background,1.0,1.0,147,51.39860139860139,143.0
FOXD3,FOXQ1,20.3518,0.0,Non-significant background,1.0,1.0,148,51.74825174825175,143.0
SMARCA4,CHD1L,21.5249,-0.0013599693775177,Non-significant background,0.4125874125874126,0.9685534591194969,149,52.09790209790209,143.0
PLXND1,PLXNB1,33.14285,-0.0035231709480285,Non-significant background,0.42657342657342656,0.9685534591194969,150,52.44755244755245,143.0
SESN1,SESN2,53.99025,-0.0064636841416358,Non-significant background,0.5804195804195804,0.9880952380952381,151,52.7972027972028,143.0
DCUN1D3,DCUN1D4,26.85655,-0.0215046778321266,Non-significant background,0.5664335664335665,0.9878048780487805,152,53.14685314685315,143.0
TMEM132D,TMEM132C,60.6263,-0.0304213166236877,Non-significant background,0.3076923076923077,0.9685534591194969,153,53.4965034965035,143.0
SOX2,SOX12,20.8863,-0.0311484187841415,Non-significant background,0.4755244755244755,0.9685534591194969,154,53.84615384615385,143.0
TP53,TP63,30.71565,-0.044164627790451,Non-significant background,0.5944055944055944,1.0,155,54.1958041958042,143.0
TAF6L,TAF6,24.0616,-0.0445853471755981,Non-significant background,0.3916083916083916,0.9685534591194969,156,54.54545454545454,143.0
DGKD,DGKA,24.79145,-0.0534654557704925,Non-significant background,0.38461538461538464,0.9685534591194969,157,54.89510489510489,143.0
RXRA,HNF4A,31.2948,-0.082375019788742,Non-significant background,0.3776223776223776,0.9685534591194969,158,55.24475524475524,143.0
MAP4K4,TNIK,67.71655,-0.0947953313589096,Non-significant background,0.5524475524475524,0.9753086419753084,159,55.59440559440559,143.0
SESN1,SESN3,57.9034,-0.1281572803854942,Non-significant background,0.5104895104895105,0.9685534591194969,160,55.94405594405595,143.0
ARHGAP12,ARHGAP15,34.84535,-0.1286691725254058,Non-significant background,0.3986013986013986,0.9685534591194969,161,56.29370629370629,143.0
GFM1,EEF2,22.099,-0.1313579380512237,Non-significant background,0.44755244755244755,0.9685534591194969,162,56.64335664335665,143.0
DUSP6,DUSP9,53.857,-0.1340902656083926,Non-significant background,0.6293706293706294,1.0,163,56.993006993006986,143.0
TAOK1,TAOK2,53.80935,-0.1364026516675949,Non-significant background,0.4405594405594406,0.9685534591194969,164,57.34265734265735,143.0
MED12,MED12L,60.7299,-0.1381280869245529,Non-significant background,0.5314685314685315,0.9685534591194969,165,57.692307692307686,143.0
PLXND1,PLXNA1,30.8314,-0.1449175179004669,Non-significant background,0.6923076923076923,1.0,166,58.04195804195804,143.0
SBF1,SBF2,58.6933,-0.1504844166338443,Non-significant background,0.7062937062937062,1.0,167,58.39160839160839,143.0
UBE2F,CDC34,24.1067,-0.1572169382125139,Non-significant background,0.5104895104895105,0.9685534591194969,168,58.74125874125874,143.0
UBE2R2,CDC34,80.1702,-0.1765565512469038,Non-significant background,0.5244755244755245,0.9685534591194969,169,59.09090909090909,143.0
DGKD,DGKQ,21.77515,-0.1826539635658264,Non-significant background,0.5104895104895105,0.9685534591194969,170,59.44055944055944,143.0
SOX2,SOX4,21.3203,-0.1830132752656936,Non-significant background,0.7062937062937062,1.0,171,59.79020979020979,143.0
SPOCK2,SPOCK1,45.20485,-0.1874358654022216,Non-significant background,0.7552447552447552,1.0,172,60.13986013986013,143.0
UBE2R2,UBE2K,25.3046,-0.1901848092675209,Non-significant background,0.6503496503496503,1.0,173,60.48951048951049,143.0
SMARCD1,SMARCD3,71.2155,-0.1955163180828094,Non-significant background,0.5034965034965035,0.9685534591194969,174,60.83916083916085,143.0
NF2,RDX,46.86395,-0.2013468043878674,Non-significant background,0.48951048951048953,0.9685534591194969,175,61.18881118881119,143.0
PTPN12,PTPN18,29.5485,-0.201515719294548,Non-significant background,0.6363636363636364,1.0,176,61.53846153846154,143.0
PLXND1,PLXNA3,29.24725,-0.210752569604665,Non-significant background,0.6433566433566433,1.0,177,61.88811188811189,143.0
POLR3K,POLR1H,24.9339,-0.2347471639513969,Non-significant background,0.5384615384615384,0.9685534591194969,178,62.23776223776224,143.0
SBF1,MTMR2,21.3556,-0.2409192249178886,Non-significant background,0.7062937062937062,1.0,179,62.58741258741259,143.0
PTPN14,PTPN21,53.9618,-0.2454950585961341,Non-significant background,0.5524475524475524,0.9753086419753084,180,62.93706293706294,143.0
SOX2,SOX7,22.64095,-0.247447669506073,Non-significant background,1.0,1.0,181,63.286713286713294,143.0
CST3,CST6,33.9018,-0.2485892698168754,Non-significant background,0.1258741258741259,0.9685534591194969,182,63.63636363636363,143.0
SBF1,MTMR1,20.2422,-0.2565017938613891,Non-significant background,0.7202797202797203,1.0,183,63.98601398601399,143.0
PLXND1,PLXNA2,30.6907,-0.2644847217015922,Non-significant background,0.6573426573426573,1.0,184,64.33566433566433,143.0
SPRY2,SPRY4,39.44045,-0.269836775958538,Non-significant background,0.7552447552447552,1.0,185,64.6853146853147,143.0
TMEM132D,TMEM132A,31.80325,-0.2854630276560783,Non-significant background,0.6573426573426573,1.0,186,65.03496503496503,143.0
CDKN2C,ANKRD39,24.54625,-0.2965109944343567,Non-significant background,0.5524475524475524,0.9753086419753084,187,65.38461538461539,143.0
TAOK1,OXSR1,25.055,-0.313411571085453,Non-significant background,0.5734265734265734,0.9879518072289156,188,65.73426573426573,143.0
SMARCA4,SMARCA5,22.9766,-0.3146343827247619,Non-significant background,0.6643356643356644,1.0,189,66.08391608391608,143.0
DGKD,DGKG,24.74215,-0.3302142964676022,Non-significant background,0.6573426573426573,1.0,190,66.43356643356644,143.0
RXRA,NR2E1,30.0,-0.3304781196638942,Non-significant background,1.0,1.0,191,66.78321678321679,143.0
UBE2R2,UBE2B,35.03705,-0.3315844684839248,Non-significant background,0.6993006993006993,1.0,192,67.13286713286713,143.0
MAP4K4,MINK1,64.30925,-0.3396548330783844,Non-significant background,0.5804195804195804,0.9880952380952381,193,67.48251748251748,143.0
CAND1,CAND2,62.53075,-0.3513299152255058,Non-significant background,0.6853146853146853,1.0,194,67.83216783216784,143.0
NRP1,NRP2,44.6729,-0.351399302482605,Non-significant background,0.7552447552447552,1.0,195,68.18181818181817,143.0
CYP2R1,CYP2D6,39.8804,-0.3539755679666996,Non-significant background,1.0,1.0,196,68.53146853146853,143.0
DGKD,DGKI,20.61815,-0.361611470580101,Non-significant background,0.6643356643356644,1.0,197,68.88111888111888,143.0
CST3,CST2,57.85725,-0.3717763796448707,Non-significant background,0.07692307692307693,0.9685534591194969,198,69.23076923076923,143.0
ANP32B,ANP32D,54.0221,-0.3723485022783279,Non-significant background,0.04195804195804196,0.9685534591194969,199,69.58041958041959,143.0
RXRA,NR2E3,30.8436,-0.3759668469429016,Non-significant background,1.0,1.0,200,69.93006993006993,143.0
SOX2,SOX21,35.92215,-0.3784385174512863,Non-significant background,1.0,1.0,201,70.27972027972028,143.0
UBE2F,UBE2G1,25.96185,-0.3787426520138979,Non-significant background,0.8321678321678322,1.0,202,70.62937062937063,143.0
GATA4,GATA1,29.2415,-0.3866516277194023,Non-significant background,1.0,1.0,203,70.97902097902097,143.0
GATA6,GATA1,26.25265,-0.3866516277194023,Non-significant background,1.0,1.0,204,71.32867132867133,143.0
DUSP6,DUSP1,31.0269,-0.3884001029655337,Non-significant background,0.5734265734265734,0.9879518072289156,205,71.67832167832168,143.0
UBE2R2,UBE2NL,26.30715,-0.3916014432907104,Non-significant background,0.06293706293706294,0.9685534591194969,206,72.02797202797203,143.0
UBE2F,UBE2NL,26.271,-0.3916014432907104,Non-significant background,0.06293706293706294,0.9685534591194969,207,72.37762237762237,143.0
DCUN1D3,DCUN1D5,26.65655,-0.3916661739349365,Non-significant background,0.7062937062937062,1.0,208,72.72727272727273,143.0
RNF7,ANAPC11,33.2069,-0.3960640132427215,Non-significant background,0.7062937062937062,1.0,209,73.07692307692307,143.0
TMEM132D,TMEM132B,50.96515,-0.39622463285923,Non-significant background,0.4825174825174825,0.9685534591194969,210,73.42657342657343,143.0
DUSP6,DUSP22,21.38275,-0.3988041579723358,Non-significant background,0.6083916083916084,1.0,211,73.77622377622379,143.0
CYP2R1,CYP2B6,34.4793,-0.4225313365459442,Non-significant background,1.0,1.0,212,74.12587412587412,143.0
EP300,CREBBP,58.4451,-0.4317220766097307,Non-significant background,0.7692307692307693,1.0,213,74.47552447552448,143.0
MAP4K4,MAP4K1,21.7344,-0.445438876748085,Non-significant background,0.45454545454545453,0.9685534591194969,214,74.82517482517483,143.0
SLC35A1,SLC35A5,22.1023,-0.4553526192903518,Non-significant background,0.7762237762237763,1.0,215,75.17482517482517,143.0
UBE2G1,UBE2S,21.8124,-0.4567467694760125,Non-significant background,0.8321678321678322,1.0,216,75.52447552447552,143.0
PLXND1,PLXNB2,32.75735,-0.4621771611273289,Non-significant background,0.6853146853146853,1.0,217,75.87412587412588,143.0
CCM2,CCM2L,40.03565,-0.4642904326319694,Non-significant background,0.25874125874125875,0.9685534591194969,218,76.22377622377621,143.0
RXRA,NR2C2,26.51225,-0.4723938331007957,Non-significant background,0.8531468531468531,1.0,219,76.57342657342657,143.0
SLC35A1,SLC35A4,21.4909,-0.4844653569161892,Non-significant background,0.5244755244755245,0.9685534591194969,220,76.92307692307693,143.0
SLC35A1,SLC35A2,42.0185,-0.4869093149900436,Non-significant background,0.6083916083916084,1.0,221,77.27272727272727,143.0
