dep_gene,paralog_gene,mean_identical_score,delta_z,group,empirical_pval,empirical_fdr,rank,rank_pct,n_perturbations
HSPA9,HSPA1B,49.73815,0.4484310299158096,Non-significant background,0.44565217391304346,1.0,103,27.540106951871657,184.0
HYOU1,HSPA1A,24.8423,0.4450644105672836,Non-significant background,0.6141304347826086,1.0,104,27.807486631016044,184.0
RGS2,RGS19,28.0429,0.4265327453613281,Non-significant background,0.2554347826086957,1.0,105,28.07486631016043,184.0
UBA5,MOCS3,24.64055,0.4205758348107338,Non-significant background,0.32065217391304346,1.0,106,28.342245989304818,184.0
PGBD1,ZSCAN16,23.836,0.3968625664710998,Non-significant background,0.18478260869565216,1.0,107,28.60962566844919,184.0
ADARB2,ADARB1,51.1467,0.3859677165746689,Non-significant background,0.483695652173913,1.0,108,28.87700534759358,184.0
RHOT1,RHOT2,57.8513,0.3787327706813812,Non-significant background,0.5706521739130435,1.0,109,29.144385026737968,184.0
UBTD2,UBTD1,64.22305,0.364312008023262,Non-significant background,0.44021739130434784,1.0,110,29.411764705882355,184.0
KIF1B,KIF1A,70.81015,0.3619611263275146,Non-significant background,0.10326086956521739,0.8981294236602629,111,29.67914438502674,184.0
CELF1,CELF5,43.8808,0.3574592471122741,Non-significant background,0.2826086956521739,1.0,112,29.94652406417112,184.0
EEF2,EFTUD2,37.1935,0.3565400838851928,Non-significant background,0.7934782608695652,1.0,113,30.213903743315505,184.0
AP2A2,AP1G2,25.25955,0.3551005274057388,Non-significant background,0.46195652173913043,1.0,114,30.481283422459892,184.0
HYOU1,HSPA5,22.77045,0.3514993190765381,Non-significant background,0.23369565217391305,1.0,115,30.74866310160428,184.0
KIF1B,KIF16B,23.7758,0.3478123098611831,Non-significant background,0.2717391304347826,1.0,116,31.016042780748663,184.0
HSPA9,HSPA4,22.50425,0.3348102569580078,Non-significant background,0.07065217391304347,0.7771739130434782,117,31.28342245989305,184.0
STX1B,STX17,21.36795,0.3213034868240356,Non-significant background,0.41847826086956524,1.0,118,31.550802139037433,184.0
ELOVL5,ELOVL6,22.7778,0.318383514881134,Non-significant background,0.2391304347826087,1.0,119,31.818181818181817,184.0
DYNC1H1,DNAH1,21.7208,0.3052408099174499,Non-significant background,0.2554347826086957,1.0,120,32.0855614973262,184.0
PDS5B,PDS5A,66.26725,0.3001778423786163,Non-significant background,0.29891304347826086,1.0,121,32.35294117647059,184.0
STX1B,STX1A,82.2917,0.2959566675126552,Non-significant background,0.5271739130434783,1.0,122,32.62032085561498,184.0
DYNC1H1,DNAH9,22.47735,0.2840021848678589,Aneuploidy vulnerability,0.6304347826086957,1.0,123,32.887700534759354,184.0
ANO10,ANO8,22.6867,0.2699770331382751,Non-significant background,0.657608695652174,1.0,124,33.155080213903744,184.0
ANO10,ANO3,22.81065,0.257120281457901,Non-significant background,0.25,1.0,125,33.42245989304813,184.0
HSPA9,HSPA2,49.6664,0.2290908396244049,Non-significant background,0.592391304347826,1.0,126,33.68983957219251,184.0
PVR,NECTIN3,21.30885,0.2279201745986938,Non-significant background,0.75,1.0,127,33.9572192513369,184.0
HSPA5,HSPA4L,25.849,0.2271015332080423,Non-significant background,0.43478260869565216,1.0,128,34.22459893048128,184.0
CASP3,CASP2,21.54325,0.197679616510868,Non-significant background,0.47282608695652173,1.0,129,34.49197860962567,184.0
EIF4G1,EIF4G3,46.92145,0.193564087152481,Non-significant background,0.3641304347826087,1.0,130,34.75935828877005,184.0
RGS2,RGS8,41.17955,0.1608806848526001,Non-significant background,0.7554347826086957,1.0,131,35.02673796791444,184.0
TOP1,TOP1MT,59.71875,0.1411548852920532,Non-significant background,0.23369565217391305,1.0,132,35.294117647058826,184.0
KIF1B,KIF3C,20.65335,0.1410830914974212,Non-significant background,0.3532608695652174,1.0,133,35.56149732620321,184.0
NTRK2,NTRK1,49.11445,0.1410509422421455,Non-significant background,0.5652173913043478,1.0,134,35.82887700534759,184.0
MTA1,MTA3,64.41595,0.1369388252496719,Non-significant background,0.6141304347826086,1.0,135,36.096256684491976,184.0
SCFD1,STXBP2,21.4102,0.1317037753760814,Non-significant background,0.5271739130434783,1.0,136,36.36363636363637,184.0
SLC4A1AP,PPP1R8,20.7737,0.1278458535671234,Non-significant background,0.2717391304347826,1.0,137,36.63101604278075,184.0
ECHS1,HIBCH,27.77915,0.1210806369781494,Non-significant background,0.782608695652174,1.0,138,36.898395721925134,184.0
VPS13A,VPS13C,39.71735,0.1210159659385681,Non-significant background,0.125,0.9540816326530612,139,37.16577540106952,184.0
RGL1,RALGDS,44.92825,0.102048821747303,Non-significant background,0.41304347826086957,1.0,140,37.4331550802139,184.0
HNRNPA2B1,HNRNPAB,32.39805,0.0959031581878662,Non-significant background,0.09782608695652174,0.8711180124223603,141,37.70053475935829,184.0
RHOT1,RHOC,20.431325,0.0935254096984863,Non-significant background,0.2826086956521739,1.0,142,37.967914438502675,184.0
HSPA9,HSPA5,48.62925,0.0800270736217498,Non-significant background,0.34782608695652173,1.0,143,38.23529411764706,184.0
THAP1,THAP8,20.8612,0.0623708069324493,Non-significant background,0.657608695652174,1.0,144,38.50267379679144,184.0
TRAP1,HSP90AA1,31.76695,0.0598846673965454,Non-significant background,0.33152173913043476,1.0,145,38.770053475935825,184.0
ELMO1,ELMO2,75.60645,0.0538792014122009,Non-significant background,0.5869565217391305,1.0,146,39.037433155080215,184.0
RGS2,RGS16,39.2438,0.0523029118776321,Non-significant background,0.5760869565217391,1.0,147,39.3048128342246,184.0
HSPA5,HSPA8,64.00245,0.0472425669431686,Non-significant background,0.44565217391304346,1.0,148,39.57219251336899,184.0
POU4F1,POU2F2,20.34495,0.0325586795806884,Non-significant background,0.8695652173913043,1.0,149,39.839572192513366,184.0
PARP1,PARP2,31.1056,0.0280142426490783,Non-significant background,0.625,1.0,150,40.10695187165776,184.0
SOD1,SOD3,33.0465,0.0240570902824401,Non-significant background,0.2608695652173913,1.0,151,40.37433155080214,184.0
EEF2,GFM1,22.099,0.0204312205314636,Non-significant background,0.30434782608695654,1.0,152,40.64171122994652,184.0
VPS13C,VPS13A,39.71735,0.0048791617155075,Non-significant background,0.6195652173913043,1.0,153,40.909090909090914,184.0
CTSD,PGA5,43.5392,0.0,Non-significant background,1.0,1.0,154,41.17647058823529,184.0
CTSD,PGA3,43.5392,0.0,Non-significant background,1.0,1.0,155,41.44385026737968,184.0
ATP1A3,ATP4A,63.9722,0.0,Non-significant background,1.0,1.0,156,41.711229946524064,184.0
CTSD,CTSE,44.5719,0.0,Non-significant background,1.0,1.0,157,41.97860962566845,184.0
RGS2,RGS1,34.2865,0.0,Non-significant background,1.0,1.0,158,42.24598930481284,184.0
CDC42EP3,CDC42EP5,25.13035,0.0,Non-significant background,1.0,1.0,159,42.513368983957214,184.0
RAB7A,RAB44,20.917255,0.0,Non-significant background,1.0,1.0,160,42.780748663101605,184.0
TRIM26,TRIML2,20.3037,0.0,Non-significant background,1.0,1.0,161,43.04812834224599,184.0
ATP1A3,ATP1A4,77.18395,0.0,Non-significant background,1.0,1.0,162,43.31550802139038,184.0
CASP3,CASP1,23.73285,0.0,Non-significant background,1.0,1.0,163,43.58288770053476,184.0
IGF1R,INSRR,54.9178,0.0,Non-significant background,1.0,1.0,164,43.85026737967914,184.0
PSAP,SFTPB,22.66535,0.0,Non-significant background,1.0,1.0,165,44.11764705882353,184.0
CASP3,CASP4,24.42425,0.0,Non-significant background,1.0,1.0,166,44.38502673796791,184.0
ATP1A3,ATP2A3,29.22605,0.0,Non-significant background,1.0,1.0,167,44.6524064171123,184.0
CTSD,REN,39.12195,0.0,Non-significant background,1.0,1.0,168,44.919786096256686,184.0
CYB561,CYBRD1,36.28075,0.0,Non-significant background,1.0,1.0,169,45.18716577540107,184.0
TRPM7,TRPM5,21.8249,0.0,Non-significant background,1.0,1.0,170,45.45454545454545,184.0
RGL1,RGL3,38.6251,0.0,Non-significant background,1.0,1.0,171,45.72192513368984,184.0
BAX,BCL2A1,22.9375,0.0,Non-significant background,1.0,1.0,172,45.98930481283423,184.0
CASP3,CASP7,50.4462,0.0,Non-significant background,1.0,1.0,173,46.25668449197861,184.0
DYNC1H1,DNAH11,21.87735,0.0,Non-significant background,1.0,1.0,174,46.524064171122994,184.0
NTRK2,MUSK,26.13635,0.0,Non-significant background,1.0,1.0,175,46.79144385026738,184.0
XIAP,BIRC3,36.677,0.0,Non-significant background,1.0,1.0,176,47.05882352941176,184.0
HSPA9,HSPA6,49.50725,0.0,Non-significant background,1.0,1.0,177,47.32620320855615,184.0
CTSD,PGA4,43.5392,0.0,Non-significant background,1.0,1.0,178,47.593582887700535,184.0
PVR,NECTIN4,21.7943,0.0,Non-significant background,1.0,1.0,179,47.860962566844925,184.0
ATP1A3,ATP1A2,86.76935,0.0,Non-significant background,1.0,1.0,180,48.1283422459893,184.0
TRPM7,TRPM6,53.03225,0.0,Non-significant background,1.0,1.0,181,48.39572192513369,184.0
RAB10,RAB44,20.92801,0.0,Non-significant background,1.0,1.0,182,48.66310160427808,184.0
RGS2,RGS18,36.42835,0.0,Non-significant background,1.0,1.0,183,48.93048128342246,184.0
CTSD,PGC,38.53465,0.0,Non-significant background,1.0,1.0,184,49.19786096256685,184.0
HYOU1,HSPA6,25.05085,0.0,Non-significant background,1.0,1.0,185,49.465240641711226,184.0
PSAP,PSAPL1,43.25395,0.0,Non-significant background,1.0,1.0,186,49.73262032085562,184.0
DYNC1H1,DNAH3,20.6962,0.0,Non-significant background,1.0,1.0,187,50.0,184.0
ADARB2,ADAD1,22.2429,0.0,Non-significant background,1.0,1.0,188,50.26737967914438,184.0
ELOVL5,ELOVL3,23.259,0.0,Non-significant background,1.0,1.0,189,50.534759358288774,184.0
TRPM7,TRPM2,23.9705,0.0,Non-significant background,1.0,1.0,190,50.80213903743316,184.0
GSTA4,GSTM1,23.18375,0.0,Non-significant background,1.0,1.0,191,51.06951871657755,184.0
DYNC1H1,DNAH8,20.4649,0.0,Non-significant background,1.0,1.0,192,51.33689839572193,184.0
CTSD,BACE2,24.40305,0.0,Non-significant background,1.0,1.0,193,51.60427807486631,184.0
GSTA4,HPGDS,21.4417,0.0,Non-significant background,1.0,1.0,194,51.87165775401069,184.0
ATP1A3,ATP12A,63.65545,0.0,Non-significant background,1.0,1.0,195,52.139037433155075,184.0
HSPA5,HSPA6,60.1431,0.0,Non-significant background,1.0,1.0,196,52.406417112299465,184.0
PFN1,PFN3,43.32635,0.0,Non-significant background,1.0,1.0,197,52.67379679144385,184.0
ECHS1,ECHDC3,29.019,0.0,Non-significant background,1.0,1.0,198,52.94117647058824,184.0
ATP1A3,ATP2A1,29.7984,0.0,Non-significant background,1.0,1.0,199,53.20855614973262,184.0
DNM2,MX2,23.82405,0.0,Non-significant background,1.0,1.0,200,53.475935828877006,184.0
ADAM10,ADAM33,20.5353,0.0,Non-significant background,1.0,1.0,201,53.7433155080214,184.0
STX1B,STX11,32.69575,0.0,Non-significant background,1.0,1.0,202,54.01069518716578,184.0
PON2,PON3,65.5367,0.0,Non-significant background,1.0,1.0,203,54.27807486631016,184.0
GSTA4,GSTA1,53.6036,0.0,Non-significant background,1.0,1.0,204,54.54545454545454,184.0
PLD3,PLD4,41.77785,0.0,Non-significant background,1.0,1.0,205,54.81283422459893,184.0
TAF1,TAF1L,90.9041,0.0,Non-significant background,1.0,1.0,206,55.080213903743314,184.0
BIN1,BIN2,33.18,0.0,Non-significant background,1.0,1.0,207,55.3475935828877,184.0
OSBPL6,OSBPL1A,24.63025,-0.0074740648269653,Non-significant background,0.9293478260869565,1.0,208,55.61497326203209,184.0
TARDBP,PABPC4,20.24265,-0.008419707417488,Non-significant background,0.5978260869565217,1.0,209,55.88235294117647,184.0
WDR45,WIPI2,24.155,-0.0084841251373291,Non-significant background,0.40217391304347827,1.0,210,56.14973262032086,184.0
RFC3,RFC2,24.78895,-0.0226646810770034,Non-significant background,0.45652173913043476,1.0,211,56.417112299465245,184.0
HNRNPA2B1,RBMXL1,23.91045,-0.0254738330841064,Non-significant background,0.8097826086956522,1.0,212,56.68449197860963,184.0
DNM2,DNM1L,39.3775,-0.0256636142730712,Non-significant background,0.33152173913043476,1.0,213,56.951871657754005,184.0
PCDH1,PCDH11Y,34.44735,-0.0338507890701293,Non-significant background,0.125,0.9540816326530612,214,57.21925133689839,184.0
HYOU1,HSPA4L,25.65685,-0.0632314099930226,Non-significant background,0.5271739130434783,1.0,215,57.48663101604278,184.0
ADAM10,ADAM19,21.1081,-0.1246189475059509,Non-significant background,0.782608695652174,1.0,216,57.75401069518716,184.0
SEC24B,SEC24D,25.1342,-0.1340729594230651,Non-significant background,0.8152173913043478,1.0,217,58.02139037433155,184.0
PPP2R2B,PPP2R2D,83.7158,-0.1414917558431625,Non-significant background,0.41304347826086957,1.0,218,58.288770053475936,184.0
ELOVL5,ELOVL7,34.516,-0.1482181549072265,Non-significant background,0.46195652173913043,1.0,219,58.55614973262032,184.0
ATP1A3,ATP2B3,26.65085,-0.1489617750048637,Non-significant background,0.5706521739130435,1.0,220,58.82352941176471,184.0
DYNC1H1,DNAH7,21.3556,-0.1715804412961006,Non-significant background,0.47282608695652173,1.0,221,59.09090909090909,184.0
FARP1,FRMD7,31.9441,-0.1747679710388183,Non-significant background,0.4076086956521739,1.0,222,59.35828877005348,184.0
CALB1,SCGN,36.52755,-0.1773564219474792,Non-significant background,0.2826086956521739,1.0,223,59.62566844919787,184.0
DYNC1H1,DNAH17,22.0775,-0.1828855294734239,Non-significant background,0.5054347826086957,1.0,224,59.89304812834224,184.0
EEF2,GFM2,20.69575,-0.1926877498626709,Non-significant background,0.30434782608695654,1.0,225,60.16042780748663,184.0
HNRNPA2B1,HNRNPA3,69.7257,-0.1948244273662567,Non-significant background,0.266304347826087,1.0,226,60.42780748663101,184.0
POU4F1,POU3F2,25.07745,-0.2258693948388099,Non-significant background,0.5597826086956522,1.0,227,60.6951871657754,184.0
HNRNPA2B1,HNRNPD,31.04705,-0.2265033721923828,Non-significant background,0.8152173913043478,1.0,228,60.962566844919785,184.0
ATP1A3,ATP2A2,29.30025,-0.227684199810028,Non-significant background,0.23369565217391305,1.0,229,61.229946524064175,184.0
STX1B,STX16,22.59455,-0.2292685210704803,Non-significant background,0.32608695652173914,1.0,230,61.49732620320856,184.0
CASP3,CASP9,27.6642,-0.2337918281555175,Non-significant background,0.09239130434782608,0.8427889713679745,231,61.76470588235294,184.0
PMPCA,UQCRC2,25.08485,-0.2370882406830787,Non-significant background,0.5489130434782609,1.0,232,62.03208556149733,184.0
DNAJC6,GAK,39.1028,-0.2410536929965019,Non-significant background,0.5978260869565217,1.0,233,62.29946524064171,184.0
HYOU1,HSPA1L,24.3301,-0.2838517129421234,Non-significant background,0.3423913043478261,1.0,234,62.56684491978609,184.0
HNRNPA2B1,HNRNPA1,60.7038,-0.311728298664093,Non-significant background,0.15217391304347827,1.0,235,62.83422459893048,184.0
SNCB,SNCA,64.99465,-0.3149808645248413,Non-significant background,0.75,1.0,236,63.101604278074866,184.0
GSR,DLD,28.71455,-0.3416194915771484,Non-significant background,0.3858695652173913,1.0,237,63.36898395721925,184.0
MAPT,MAP2,21.93525,-0.3517834097146988,Non-significant background,0.7391304347826086,1.0,238,63.63636363636363,184.0
