gene,TDRP,ERICH1,ARHGEF10,KBTBD11,CLN8
LINC02593,0.0,0.0,0.0,0.0,6.776680454611778
SAMD11,-1.329348087310791,-1.329348087310791,-1.329348087310791,-1.329348087310791,-1.329348087310791
NOC2L,-0.5231425166130066,-0.04696667194366455,-0.04557514190673828,0.18397396802902222,0.09387105703353882
KLHL17,0.04053574800491333,0.22762644290924072,0.10639137029647827,0.3460801839828491,-0.33351096510887146
PLEKHN1,-2.4159210920333862,-0.18375951051712036,-0.7832911610603333,-2.4159210920333862,-1.3594723641872406
PERM1,0.0,0.0,0.0,0.0,0.0
ENSG00000272512,0.0,0.0,0.0,0.0,0.0
HES4,0.0,0.0,0.0,0.0,0.0
ISG15,0.8595004975795746,0.2523641884326935,-0.48267096281051636,-1.7848030924797058,0.3862971365451813
ENSG00000224969,-2.3617649972438812,-2.3617649972438812,-2.3617649972438812,-2.3617649972438812,-2.3617649972438812
AGRN,-0.04329147934913635,-0.993647575378418,-0.16766639053821564,-1.1071391105651855,-0.6296665072441101
ENSG00000242590,0.0,0.0,0.0,0.0,0.0
ENSG00000291156,-0.7619061544537544,-1.2559848502278328,-0.7166993692517281,0.5621053501963615,-0.14818792790174484
ENSG00000273443,0.0,0.0,0.0,0.0,0.0
RNF223,0.0,0.0,0.0,0.0,0.0
C1orf159,0.8500863462686539,-0.585813507437706,-0.5726352781057358,-0.7194213718175888,-0.2515510767698288
ENSG00000285812,0.9552581906318665,1.1408664882183075,1.8059533834457397,1.2583816647529602,0.8972688317298889
LINC01342,1.8136729001998901,1.976003110408783,1.870271623134613,0.0,1.9974867701530457
ENSG00000272141,0.0,0.0,4.213913261890411,0.0,1.4222458600997925
TTLL10-AS1,0.0,0.0,0.0,0.0,2.49319389462471
TTLL10,-0.9548821896314621,1.35214002430439,-0.9548821896314621,0.3592667728662491,0.8472769409418106
TNFRSF18,-1.7079699635505676,0.1889965534210205,0.0874941349029541,1.1477182507514954,-1.7079699635505676
TNFRSF4,0.0,0.0,0.0,0.0,0.0
SDF4,1.0458621382713318,0.510940283536911,0.847971498966217,0.5474181026220322,1.0114644169807434
B3GALT6,0.5585748627781868,0.9203238561749458,-0.20932824164628983,-0.4765928313136101,-0.43923359364271164
C1QTNF12,-0.8788098096847534,0.7619383335113525,-0.8788098096847534,1.063630998134613,0.779777005314827
ENSG00000260179,-1.850441962480545,-1.850441962480545,-1.850441962480545,-1.850441962480545,-1.850441962480545
UBE2J2,0.8802145719528198,-0.17525678873062134,1.1250314116477966,0.37314559519290924,0.06589633226394653
LINC01786,-0.9827758893370628,0.8520781770348549,0.7538992539048195,0.36976150423288345,-0.9827758893370628
SCNN1D,0.0,0.0,0.0,0.0,1.347963809967041
ACAP3,-0.7621914446353912,1.115072339773178,-0.701966792345047,-0.6280412375926971,-0.568113774061203
PUSL1,0.14599843323230743,0.23154256958514452,1.247818499803543,-0.09514814615249634,0.10331898927688599
INTS11,0.31030629575252533,0.6977395862340927,-1.0519752651453018,-0.7227236181497574,-0.18531423434615135
ENSG00000240731,0.0,0.0,0.0,0.0,0.0
CPTP,-0.4151951549574733,-0.9161655185744166,-0.36935781221836805,0.927284431643784,0.896681142039597
TAS1R3,0.0,0.0,0.0,0.0,0.0
DVL1,0.7060229033231735,0.04078762233257294,-0.12222616374492645,-0.32083697617053986,-0.406931534409523
MXRA8,-0.40704748034477234,1.549186497926712,0.9999088943004608,0.5147523432970047,0.20301982760429382
AURKAIP1,0.6580264754593372,0.8117862045764923,0.14563104510307312,-0.40348392724990845,0.20332494378089905
CCNL2,-1.4839008450508118,-0.7826274782419205,-0.3661125898361206,-0.4537907838821411,-0.731195479631424
MRPL20-AS1,-0.3205138370394707,-0.5777265876531601,0.12135834991931915,0.09643898904323578,-0.8337765485048294
MRPL20,0.4801645278930664,1.2670770585536957,0.1266777515411377,0.44589221477508545,0.38327598571777344
MRPL20-DT,0.40012869238853455,-0.28845692425966263,-1.9154167473316193,1.2785103023052216,1.9943968951702118
ANKRD65,-1.6810520887374878,-1.6810520887374878,0.08611518144607544,-0.3047671616077423,-1.6810520887374878
ANKRD65-AS1,0.0,0.0,0.0,0.0,0.0
TMEM88B,-0.4236970469355583,-0.2895394340157509,-0.37692108005285263,-0.7188131809234619,0.21132400631904602
LINC01770,0.0,0.0,0.0,0.0,0.0
VWA1,-1.068065881729126,-0.41752520203590393,-0.1839836835861206,-0.20862162113189697,-0.6069538788869977
ATAD3C,-1.4531058222055435,0.6353803724050522,0.9033824652433395,0.45755039155483246,0.17834113165736198
ATAD3B,0.7778947949409485,0.32205943763256073,0.5087262988090515,0.01853233575820923,0.3560963124036789
ENSG00000290916,-1.7450697720050812,-1.7450697720050812,-1.7450697720050812,-1.7450697720050812,-1.7450697720050812
ATAD3A,-0.035494960844516754,-0.07912527769804001,-1.2009340897202492,-0.8760099783539772,0.5434445664286613
TMEM240,-1.303754135966301,-0.3458029478788376,0.8729934245347977,-1.5873183459043503,0.2449653595685959
SSU72,0.2982076406478882,-0.7682671099901199,-0.7371317744255066,-1.2385762929916382,-0.23429319262504578
ENSG00000215014,-1.551016092300415,-0.26636427640914917,-3.015317678451538,-1.1266085505485535,-0.5551086366176605
FNDC10,1.0134475827217102,-0.8432837128639221,1.0937378406524658,0.47430476546287537,0.4863152801990509
ENSG00000286989,0.7525148838758469,-1.054481104016304,0.808905228972435,-1.054481104016304,0.15128640830516815
ENSG00000272106,0.46523770689964294,-1.1854819357395172,0.10436192154884338,-0.8943442702293396,-0.3271491825580597
MIB2,-0.20405350625514984,1.190913774073124,0.41085831075906754,0.7007021680474281,0.3963996544480324
MMP23B,-0.2509177029132843,0.20656932145357132,0.7597015202045441,0.25791285187005997,0.7067211270332336
CDK11B,-0.2850917726755142,0.027805820107460022,-0.4237050563097,0.5333176106214523,-0.20351256430149078
ENSG00000272004,0.0,0.0,0.0,2.8107831478118896,0.0
SLC35E2B,-0.5413596630096436,0.49841099977493286,1.5237386226654053,0.16067257523536682,0.2565584033727646
CDK11A,-0.7777484804391861,0.6056392788887024,0.2916436791419983,-0.190865159034729,0.47123855352401733
ENSG00000290854,0.4036441445350647,0.04828399419784546,0.1479489803314209,-0.43291763961315155,-0.023728370666503906
NADK,0.7826139330863953,0.9001571536064148,1.0404008626937866,1.3225065469741821,0.7363277673721313
GNB1,1.1225790977478027,0.05426502227783203,0.09793049097061157,0.696070671081543,-0.2194039225578308
GNB1-DT,0.0,0.0,0.0,0.0,0.0
CALML6,0.0,2.495190352201462,3.904886931180954,0.0,0.0
TMEM52,-0.35326917842030525,0.283164381980896,0.4712638854980469,0.01624619960784912,0.049213409423828125
CFAP74,-1.2364587783813477,-2.930699646472931,-1.18358713388443,-1.5700335502624512,-1.0647492408752441
ENSG00000233542,2.902485966682434,0.0,0.0,2.3310229778289795,1.9367632865905762
GABRD,0.7700281888246536,-1.079022154211998,0.8277309685945511,-1.079022154211998,-1.079022154211998
PRKCZ-DT,0.0,0.0,0.0,0.0,0.0
PRKCZ,0.07992059737443924,0.08987302333116531,0.31780894845724106,-1.0261137261986732,0.1364998146891594
ENSG00000271806,-1.1224996149539948,-1.1224996149539948,0.8610830008983612,1.3585709035396576,0.16104501485824585
PRKCZ-AS1,0.7436530590057373,0.1346033662557602,1.7986652851104736,0.39206790924072266,0.14950481057167053
FAAP20,-1.0757097601890564,0.8685266003012657,0.7236802149564028,0.14519143104553223,0.3139691650867462
ENSG00000234396,1.5371937900781631,1.6747781336307526,2.4453773498535156,1.23453963175416,1.0257346034049988
SKI,-0.0755704939365387,0.13651902601122856,-0.48158184066414833,0.5603844784200191,0.07482832297682762
ENSG00000287356,0.6485118269920349,0.7878918051719666,2.1700262129306793,1.0998608767986298,0.8063381016254425
MORN1,0.24965226650238037,0.2889063358306885,-0.08374655246734619,2.19596403837204,-0.42849570512771606
ENSG00000272161,0.0,0.0,0.0,0.0,0.0
ENSG00000272420,-3.691285192966461,-3.691285192966461,-3.691285192966461,-0.5711641311645508,-3.691285192966461
RER1,-0.652620941400528,-0.5135658830404282,-0.4638574421405792,-1.0228214859962463,-0.39411696046590805
PEX10,-0.22034916281700134,-0.2587924301624298,0.16469264030456543,-0.6276325657963753,0.024798929691314697
PLCH2,0.0,0.0,0.0,0.0,0.0
ENSG00000224387,0.0,0.0,0.0,0.0,0.0
ENSG00000229393,0.0,0.0,0.0,0.0,0.0
PANK4,-0.18091493844985962,-1.3855138719081879,-2.942179322242737,0.38630759716033936,-1.9887839555740356
HES5,0.0,0.0,0.0,0.0,0.0
ENSG00000272449,-1.476509504020214,0.1633841171860695,-1.476509504020214,-1.476509504020214,1.052372045814991
TNFRSF14-AS1,0.0,0.0,0.0,0.0,0.0
TNFRSF14,0.0,0.0,0.0,0.0,0.0
ENSG00000228037,0.0,0.0,0.0,0.0,0.0
ENSG00000289610,0.0,0.0,0.0,0.0,0.0
PRXL2B,0.1787065863609314,-0.1881212294101715,0.49602627754211426,0.593486487865448,0.15770810842514038
MMEL1,0.0,4.254301756620407,0.0,0.0,0.0
MMEL1-AS1,0.0,0.0,0.0,0.0,0.0
TTC34,0.0,0.0,0.0,0.0,0.0
ENSG00000285945,0.0,0.0,0.0,0.0,0.0
ENSG00000283259,,,,,
ENSG00000233234,,,,,
ENSG00000287396,0.0,0.0,0.0,0.0,0.0
ENSG00000231630,,,,,
ENSG00000284745,0.0,0.0,0.0,0.0,0.0
PRDM16-DT,0.0,0.0,0.0,0.0,0.0
PRDM16,-1.8548098802566528,0.20524513721466064,-1.8548098802566528,-0.33626872301101685,-1.8548098802566528
ENSG00000226286,0.0,0.0,0.0,0.0,0.0
ENSG00000272235,0.0,0.0,0.0,0.0,0.0
ENSG00000287828,0.0,0.0,0.0,0.0,0.0
ENSG00000286518,0.0,0.0,0.0,0.0,0.0
ARHGEF16,1.8255457878112793,0.21427501738071442,-1.0147703886032104,0.5941547304391861,0.9383306205272675
ENSG00000272088,0.0,0.0,0.0,0.0,3.8738516718149185
MEGF6,0.24704456329345703,0.5023009181022644,-0.858773946762085,-0.36384183168411255,-0.370120033621788
ENSG00000238260,-1.155965507030487,0.14931613206863403,0.8867551684379578,-1.155965507030487,0.1658463478088379
TPRG1L,0.3102119117975235,-0.0006384551525115967,1.3603125661611557,1.52092944085598,-0.9654622226953506
WRAP73,-0.12442718632519245,0.36830709129571915,-0.6967630907893181,0.363911397755146,-0.2195335477590561
TP73,0.865452840924263,0.164910227060318,0.0763436034321785,-0.27018485963344574,0.672565832734108
TP73-AS3,0.0,0.0,0.0,0.0,0.0
TP73-AS2,0.0,0.0,0.0,0.0,0.0
CCDC27,0.0,1.4689009189605713,0.0,0.0,0.0
SMIM1,-1.4881213903427124,-0.00047728419303894043,-1.444278359413147,-0.20405187457799911,-0.5325986593961716
LRRC47,0.667737752199173,1.217050313949585,0.9464750960469246,1.3736022412776947,-0.04055511951446533
ENSG00000272153,0.0,0.0,0.0,0.0,0.0
CEP104,0.15572533011436462,0.6326891481876373,-0.3193489909172058,0.15287448465824127,0.5030883103609085
DFFB,1.989019513130188,0.6101070493459702,0.12936747074127197,1.0989366173744202,0.9283177852630615
C1orf174,0.24705204367637634,-0.8554608225822449,-0.5125844469293952,-0.1229480504989624,-0.3904140517115593
LINC01134,-1.731913983821869,-0.56854347884655,0.08872067928314209,-1.731913983821869,-0.5538104176521301
LINC01346,0.0,0.0,0.0,0.0,0.0
LINC01345,0.0,0.0,0.0,0.0,0.0
LINC02780,0.0,4.084630236029625,0.0,0.0,0.0
ENSG00000284703,0.0,0.0,0.0,0.0,0.0
LINC01777,0.0,0.0,0.0,0.0,0.0
ENSG00000284694,,,,,
ENSG00000227169,0.0,0.0,0.0,0.0,0.0
LINC01646,-19.834484200924635,-19.834484200924635,-19.834484200924635,-19.834484200924635,-19.834484200924635
AJAP1,-0.9019460524432361,-0.7132631838321686,-0.3943692445755005,-0.9297653920948505,-0.23978036642074585
ENSG00000287586,0.0,0.0,0.0,0.0,5.354809284210205
ENSG00000284739,0.0,0.0,0.0,0.0,0.0
LINC02781,0.0,0.0,0.0,0.0,0.0
LINC02782,0.0,0.0,0.0,0.0,1.296966552734375
ENSG00000284616,0.0,0.0,0.0,0.0,0.0
ENSG00000284692,0.0,0.0,0.0,0.0,0.0
ENSG00000284666,0.0,0.0,0.0,0.0,0.0
ENSG00000260972,0.0,0.0,0.0,0.0,0.0
ENSG00000236948,-2.7540618181228638,-1.5648096799850464,-0.8929232954978943,-1.3045912981033325,-2.7540618181228638
ENSG00000289893,0.0,1.527053415775299,0.0,1.861185610294342,0.0
NPHP4,0.657888650894165,-0.164413720369339,-0.029953300952911377,-0.5702107138931751,0.1719037890434265
KCNAB2,-0.9050698578357697,0.27286285161972046,0.36643296480178833,0.3075254559516907,-1.758404552936554
CHD5,-0.9069588780403137,1.2842791676521301,1.5654667019844055,1.6421344876289368,2.0353580117225647
RPL22,0.5562148094177246,-0.370962917804718,-0.29131144285202026,-0.7474679946899414,-0.000982433557510376
RNF207-AS1,-2.0461161732673645,-2.0461161732673645,-2.0461161732673645,-2.0461161732673645,-2.0461161732673645
RNF207,0.58855339884758,-0.16798760928213596,0.6528890430927277,-0.3417382687330246,0.5314500629901886
ICMT,0.2141643762588501,0.32242321968078613,-0.5471598878502846,0.013131380081176758,-0.14570742845535278
ICMT-DT,-2.113469123840332,-1.1323741897940636,-2.067438244819641,-3.5885003805160522,-1.4885635375976562
HES3,2.056801199913025,1.355293333530426,3.2719720602035522,1.6518429517745972,0.0
GPR153,-1.4428924918174744,1.1080515831708908,0.9661604166030884,1.3828632831573486,1.3049928545951843
ACOT7,-0.7963801324367523,-0.269300252199173,-0.05807042121887207,-0.6187942326068878,0.6201817095279694
ENSG00000271746,0.7432616874575615,0.13453253358602524,-1.0415148809552193,0.39186161011457443,0.14942612498998642
HES2,3.486444115638733,1.4815576076507568,0.0,1.8057348728179932,0.0
ESPN,0.04795259237289429,-0.14993688464164734,-2.7188889384269714,-0.47309656627476215,-1.1172525882720947
ENSG00000231868,0.0,0.0,0.0,0.0,0.0
TNFRSF25,0.3939300924539566,-0.9170009940862656,0.4530118852853775,0.010534673929214478,0.5843250304460526
PLEKHG5,-0.4643007665872574,-0.08007991313934326,-0.8977485299110413,-0.028176456689834595,0.06517136096954346
NOL9,-0.7065909504890442,-0.6171482801437378,-1.823706567287445,-0.6507411003112793,-1.2065691724419594
TAS1R1,-1.444266438484192,-1.444266438484192,-1.444266438484192,-1.444266438484192,-1.444266438484192
ZBTB48,0.04921835660934448,-2.194446325302124,0.3686339855194092,-1.0467516481876373,-0.1254987120628357
KLHL21,-0.8463698625564575,-0.622170090675354,-0.5284908413887024,-0.2857578992843628,-1.787207305431366
PHF13,0.5010495781898499,-0.7227115333080292,-0.7667347192764282,-0.7362773716449738,-0.6802034452557564
THAP3,-0.534503310918808,-0.9294723644852638,0.43072283267974854,-0.4390537142753601,-1.8137643933296204
DNAJC11,-0.3198433816432953,0.09554877877235413,0.639486700296402,0.07200869917869568,-0.16423770785331726
LINC01672,0.0,0.0,0.0,0.0,0.0
ENSG00000284744,0.0,0.0,0.0,0.0,0.0
CAMTA1-DT,0.027667641639709473,1.565980225801468,2.223365902900696,1.3554719686508179,1.8210816979408264
CAMTA1,0.5534585565328598,-0.4480403959751129,0.6357230246067047,-0.01048058271408081,-0.1629757583141327
CAMTA1-AS3,-0.9123198986053467,0.790992021560669,-0.9123198986053467,-0.9123198986053467,0.13089053332805634
CAMTA1-IT1,0.0,0.0,0.0,0.0,0.0
CAMTA1-AS2,-1.2944347858428955,-1.2944347858428955,-1.2944347858428955,0.48702067136764526,1.1485653519630432
CAMTA1-AS1,0.0,0.0,0.0,0.0,0.0
ENSG00000270171,3.403029143810272,0.0,0.0,1.7625316977500916,1.4644242525100708
ENSG00000270035,0.0,0.0,0.0,0.0,0.0
ENSG00000269978,0.0,0.0,0.0,0.0,0.0
VAMP3,0.7570493519306183,0.26543372869491577,0.36440663039684296,0.785863846540451,-0.02928483486175537
ENSG00000269925,0.0,0.0,0.0,0.0,0.0
PER3,-1.1765362322330475,-0.754889577627182,-0.2562907934188843,-0.1596267819404602,0.20475712418556213
ENSG00000236266,-1.1375524997711182,0.14693769812583923,-1.1375524997711182,2.0596460103988647,0.1632046401500702
UTS2,0.0,0.0,0.0,0.0,0.0
TNFRSF9,0.0,0.0,0.0,0.0,4.458194345235825
PARK7,1.6360136345028877,1.861342042684555,0.8254033923149109,1.5018726140260696,1.4239778816699982
ENSG00000284747,-2.0878727436065674,-2.0878727436065674,-2.0878727436065674,0.011663854122161865,-0.29514700174331665
ENSG00000284716,0.0,2.0580828189849854,0.0,2.4365129470825195,2.080458879470825
ERRFI1,-0.9050512611865997,-0.5632647573947906,0.0005072057247161865,0.873588353395462,0.4028717875480652
ERRFI1-DT,-1.4750149920582771,1.0287678763270378,-1.4750149920582771,-0.26741356402635574,0.1810300573706627
ENSG00000288816,0.0,0.0,0.0,0.0,0.0
LINC01714,0.0,0.0,0.0,0.0,0.0
ENSG00000233645,0.0,0.0,0.0,0.0,0.0
SLC45A1,-0.42831580340862274,-0.2926957290619612,-1.9435633718967438,-0.7266490161418915,-0.2747470438480377
RERE,-0.7878452092409134,0.41137975454330444,-0.3817545771598816,1.058258831501007,0.4848034977912903
RERE-AS1,-3.060179829597473,-1.4410820230841637,-1.5277162939310074,-1.1433703005313873,-2.0685471892356873
ENSG00000228423,0.0,0.0,0.0,0.0,0.0
ENO1,-1.0725796520709991,-0.6687987446784973,-1.7590692937374115,-0.907297819852829,-1.2746816575527191
ENO1-AS1,0.0,1.798352599143982,0.0,1.3256308436393738,1.1014190204441547
CA6,-3.132653623819351,-3.132653623819351,-3.132653623819351,-3.132653623819351,-3.132653623819351
ENSG00000290109,0.0,0.0,0.0,0.0,0.0
SLC2A7,-1.1252129971981049,0.9755728542804718,-1.1252129971981049,-1.1252129971981049,-1.1252129971981049
SLC2A5,-1.5126811265945435,0.19539308547973633,-1.5126811265945435,0.5691341161727905,-1.5126811265945435
GPR157,-0.754186887294054,0.07901424169540405,-0.24201315641403198,-0.15564602613449097,-1.5215038061141968
MIR34AHG,-0.21366271749138832,-0.12106694653630257,0.08267168328166008,0.02112528309226036,-0.3684840686619282
ENSG00000289914,0.0,0.0,0.0,0.0,0.0
LNCTAM34A,-0.6759791970252991,0.23610806465148926,-0.6119154691696167,-0.3076484026387334,0.26117032766342163
H6PD,-1.721997618675232,-0.6735112071037292,-0.9581094831228256,-1.2985843867063522,-0.9397768378257751
SPSB1,0.04366660118103027,-0.48149631172418594,-0.33101117610931396,0.6717816591262817,-0.45761173963546753
ENSG00000284652,0.0,0.0,0.0,0.0,0.0
LINC02606,0.0,1.7842626571655273,0.0,0.0,0.0
ENSG00000235263,0.0,0.0,0.0,0.0,0.0
SLC25A33,-0.2701369822025299,-0.22096145153045654,0.7035601735115051,-0.400162011384964,-0.09466147422790527
TMEM201,-0.8411846160888672,1.9995977282524109,1.6185007095336914,2.0173967480659485,1.099427256733179
PIK3CD,0.734842911362648,0.6029291301965714,1.0883284956216812,-0.25069979578256607,0.30665163695812225
PIK3CD-AS1,0.0,0.0,0.0,0.0,0.0
PIK3CD-AS2,-0.5177874565124512,0.5739123784005642,0.6519979126751423,0.4086158573627472,0.3027229905128479
CLSTN1,-0.5874755792319775,-0.1019507646560669,-1.0534937977790833,0.2005661129951477,0.025438547134399414
CTNNBIP1,-0.37422309815883636,0.5661786645650864,0.3112211897969246,0.2207884294912219,0.5877129584550858
ENSG00000223989,-3.1414734721183777,-3.1414734721183777,-3.1414734721183777,-3.1414734721183777,-3.1414734721183777
ENSG00000285701,2.097813755273819,1.2849752604961395,0.6961162090301514,1.64302459359169,0.13019190728664398
LZIC,-1.1436857283115387,-0.556745857000351,-0.701876699924469,0.07905757427215576,-0.2158246487379074
ENSG00000228150,0.0,0.0,0.0,0.0,0.0
NMNAT1,-0.9319543242454529,0.14505380392074585,-0.1472863405942917,0.6269693970680237,-0.6895711421966553
ENSG00000241326,0.0,0.0,0.0,0.0,0.0
RBP7,-0.2561732977628708,-0.6278715431690216,-0.18255408108234406,-0.7471944093704224,-0.3880865201354027
UBE4B,0.5219796299934387,-0.12172189354896545,-0.032983601093292236,-0.06327086687088013,0.01596778631210327
KIF1B,-1.0947784185409546,-1.9001019299030304,-3.470161557197571,-1.7945810109376907,-2.3239338994026184
ENSG00000284735,-2.727889060974121,-0.5045068264007568,0.3899078369140625,-1.4613839462399483,-2.727889060974121
ENSG00000284642,-2.7334753274917603,-0.7818200588226318,-2.7334753274917603,-1.2948395311832428,-1.5381645560264587
PGD,-0.23864321410655975,0.40297770500183105,-0.6908130049705505,0.5692917108535767,-0.5214535593986511
ENSG00000271989,1.2751827239990234,-1.7868830263614655,1.3707396984100342,-1.7868830263614655,0.256364107131958
CENPS,0.06300882995128632,-0.4817519187927246,0.49203014373779297,-0.023876376450061798,-0.09869579412043095
CORT,-2.3271809220314026,-0.665612980723381,-2.3271809220314026,-1.1023789942264557,-2.3271809220314026
DFFA,0.6151673644781113,0.9468247890472412,0.3007514178752899,1.3553983569145203,1.0749672055244446
ENSG00000203469,0.0,0.0,0.0,2.5190281569957733,0.0
PEX14,0.2874745726585388,0.4658118486404419,0.4459736943244934,0.275553822517395,0.4016551375389099
ENSG00000287727,-0.6659557819366455,-1.4694915413856506,-3.0218995809555054,-3.0218995809555054,-1.4498316645622253
CASZ1,0.37033500894904137,0.5972368270158768,1.8907476365566254,0.3366544209420681,0.46934064477682114
ENSG00000272078,0.0,0.0,0.0,0.0,0.0
C1orf127,0.0,0.0,0.0,0.0,0.0
TARDBP,1.1775861978530884,0.48718470335006714,-0.8272916674613953,-0.2591712325811386,0.5699204802513123
MASP2,-0.76071697473526,-0.16787469387054443,-2.207080513238907,0.5612280070781708,-1.241954892873764
SRM,0.34057193994522095,0.19134676456451416,0.46876317262649536,0.9380960017442703,0.6733321584761143
EXOSC10,0.4438304305076599,-0.6102753728628159,-0.4655741751194,-1.8804399371147156,0.7584131360054016
ENSG00000226849,-2.241811215877533,-0.4650566577911377,-0.3851660490036011,-2.529123604297638,-0.9384720325469971
EXOSC10-AS1,1.6937200427055359,0.0,0.0,1.3602478504180908,1.1301810666918755
MTOR,-0.5763484314084053,-0.6262566465884447,-0.019529283046722412,0.1186215877532959,-0.12197887897491455
MTOR-AS1,0.0,0.0,0.0,3.307458460330963,0.0
ANGPTL7,-1.6431057453155518,-1.6431057453155518,-1.6431057453155518,-0.2978876233100891,0.20166003704071045
UBIAD1,0.40506333112716675,0.5165308713912964,0.9107358455657959,-0.006597965955734253,0.38266247510910034
ENSG00000284646,0.9051999449729919,0.16384387016296387,0.9730319380760193,-1.2684351205825806,-1.2684351205825806
DISP3,1.7835055589675903,2.15091609954834,1.8569139242172241,-0.7247406244277954,0.9225880652666092
ENSG00000285833,0.0,0.0,0.0,0.0,0.0
LINC01647,0.0,0.0,0.0,0.0,0.0
ENSG00000284708,1.5452076196670532,1.0181876122951508,2.4581258296966553,1.9930646419525146,0.0
FBXO2,-0.7140795588493347,0.024521082639694214,0.6368210166692734,0.5993572771549225,0.3104352355003357
FBXO44,0.8192221745848656,0.12385644018650055,-0.20135346800088882,0.2356746569275856,-0.02273755520582199
MAD2L2,1.884121596813202,1.1074042618274689,2.4050121307373047,1.320941443555057,0.7847977876663208
FBXO6,0.38261669874191284,-1.129750818014145,-0.3151053190231323,-0.7990298047661781,-2.1963947415351868
DRAXIN,-0.2393772006034851,0.6546558737754822,-0.5641882717609406,-0.3455657958984375,0.3166664242744446
AGTRAP,-0.6451858580112457,-0.8809353113174438,-0.07803352177143097,0.32855963706970215,-1.251003384590149
C1orf167,-1.9033052921295166,0.8823679685592651,-0.3731374479830265,-1.9033052921295166,-0.2690560519695282
C1orf167-AS1,0.0,0.0,0.0,0.0,0.0
MTHFR,-0.8333146348595619,-0.6594211161136627,-0.9433640269562602,-1.9165480732917786,-0.5216973125934601
CLCN6,0.160716712474823,-0.14571613073349,0.0640721321105957,-0.5368246883153915,-0.36899250745773315
NPPA,0.0,1.3243258595466614,2.0725242495536804,0.0,0.0
NPPB,0.0,0.0,0.0,0.0,0.0
ENSG00000285646,0.035764992237091064,-0.1682818979024887,0.6540327668190002,1.1651787757873535,-1.2449674010276794
KIAA2013,-0.7608681917190552,-0.7627619802951813,-0.3897857666015625,-0.8123208284378052,-0.6457979381084442
PLOD1,-0.3985595703125,-0.1196640133857727,-0.4762836992740631,-1.6274242401123047,-0.7744034230709076
ENSG00000287384,0.0,0.0,6.178150415420532,0.0,3.9977822303771973
MFN2,0.33434152603149414,0.32987141609191895,1.0715034008026123,-0.640263020992279,0.5368872284889221
MIIP,-0.7504578232765198,0.031890153884887695,-0.6514727473258972,1.0505984425544739,0.48540112376213074
TNFRSF8,0.8953618332743645,0.8937868401408195,0.8861914202570915,0.40849562734365463,0.048083897680044174
ENSG00000285604,-1.341456949710846,-1.341456949710846,-1.341456949710846,-1.341456949710846,0.19245880842208862
TNFRSF1B,-0.8752745389938354,-0.8752745389938354,2.53296434879303,1.0593522191047668,0.7766400966793299
VPS13D,-0.6906260699033737,0.7909408211708069,-0.034866929054260254,-0.32902100682258606,0.28596270084381104
LINC02766,-2.6097309291362762,-2.6097309291362762,-2.6097309291362762,-2.6097309291362762,-2.6097309291362762
DHRS3,-1.529581993818283,-1.2347444593906403,-0.17998915910720825,-0.8091911375522614,-0.6334532499313354
ENSG00000288927,0.889427125453949,-1.2463330626487732,0.9560771584510803,0.46892279386520386,-1.2463330626487732
ENSG00000272482,3.110832452774048,0.0,0.0,0.0,0.0
AADACL4,0.0,3.4292968064546585,0.0,0.0,0.0
